sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
both_sexes,June,2021,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,40-49,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,50-59,Pfizer,0,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,3806,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,70-79,Pfizer,0,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,30-39,Moderna,0,220,220,220,220,220,220,220,220,220,220,220,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,80+,Pfizer,0,9354,9354,9354,9354,9354,9354,9354,9354,9354,9354,9354,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,50-59,Pfizer,1,123,123,123,123,123,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,Pfizer,0,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,70-79,AstraZeneca,0,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,Moderna,0,957,957,957,957,957,957,957,957,957,957,957,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,40-49,Pfizer,0,879,879,879,879,879,879,879,824,879,879,879,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,Pfizer,0,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,25-29,Moderna,0,78,78,78,78,78,78,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,50-59,Pfizer,0,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,80+,Pfizer,0,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,7194,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,70-79,Pfizer,0,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,50-59,AstraZeneca,0,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,25-29,Pfizer,0,503,503,503,503,503,503,503,503,503,503,503,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,70-79,AstraZeneca,0,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,60-69,Pfizer,0,3101,3101,3101,3101,3101,3101,3101,3101,3101,3101,3101,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,60-69,Moderna,0,956,956,956,956,956,956,956,956,956,956,956,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,AstraZeneca,0,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,30-39,Pfizer,0,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,UKN,0,323,323,323,323,323,323,323,323,323,323,323,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,25-29,Pfizer,0,359,359,359,359,359,359,359,359,359,359,359,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,60-69,UKN,0,182,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,30-39,Moderna,0,303,303,303,303,303,303,303,303,303,303,303,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,60-69,AstraZeneca,0,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,1172,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,50-59,Moderna,0,871,871,871,871,871,871,871,871,871,871,871,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,AstraZeneca,0,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,18-24,Pfizer,0,425,425,425,425,425,425,425,425,425,425,425,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,70-79,Moderna,0,653,653,653,653,653,653,653,653,653,653,653,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,50-59,AstraZeneca,0,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,18-24,Moderna,0,79,79,79,79,79,79,79,79,79,79,79,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,12-17,Pfizer,0,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,12-17,Pfizer,0,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,Moderna,1,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,30-39,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,30-39,Pfizer,1,174,174,174,174,174,174,174,174,174,174,174,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,40-49,AstraZeneca,0,834,834,834,834,834,834,834,834,834,834,834,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,50-59,UKN,0,95,95,95,95,95,95,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,70-79,UKN,0,126,126,126,126,126,126,126,126,126,126,126,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,70-79,Pfizer,1,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,70-79,UKN,0,197,197,197,197,197,197,197,197,197,197,197,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,50-59,Moderna,0,843,843,843,843,843,843,843,819,843,843,843,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,80+,Pfizer,1,158,158,158,158,158,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,80+,Moderna,0,291,291,291,291,291,291,291,291,291,291,291,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,18-24,Pfizer,0,69,69,69,69,69,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,40-49,Pfizer,1,144,144,144,144,144,144,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,30-39,Pfizer,0,743,743,743,743,743,743,743,743,743,743,743,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,18-24,Moderna,0,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,70-79,Moderna,0,486,486,486,486,486,486,486,486,486,486,486,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,25-29,AstraZeneca,0,219,219,219,219,219,219,219,219,219,219,219,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,40-49,Moderna,0,488,488,488,488,488,488,488,488,488,488,488,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,AstraZeneca,1,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,30-39,AstraZeneca,0,68,68,68,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,30-39,AstraZeneca,0,378,378,378,378,378,378,378,378,378,378,378,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,Moderna,0,169,169,169,169,169,169,169,169,169,169,169,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,50-59,UKN,0,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,70-79,AstraZeneca,1,86,86,86,86,86,86,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,40-49,Pfizer,1,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,25-29,Pfizer,1,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,UKN,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,25-29,Moderna,0,204,204,204,204,204,204,204,204,204,204,204,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,60-69,Pfizer,1,69,69,69,69,69,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,AstraZeneca,1,84,84,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0
0,all_months,2021,60-69,Pfizer,1,91,91,91,91,91,91,91,91,91,91,91,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,18-24,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
1,all_months,2021,50-59,AstraZeneca,1,111,111,111,111,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,Pfizer,0,5526,5526,5526,5526,5526,5526,5526,5526,5526,5526,5526,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,Pfizer,0,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,4388,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,30-39,Moderna,0,523,523,523,523,523,523,523,523,523,523,523,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,80+,Pfizer,0,16548,16548,16548,16548,16548,16548,16548,16548,16548,16548,16548,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,Pfizer,1,123,123,123,123,123,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,Pfizer,0,2897,2897,2897,2897,2897,2897,2897,2842,2897,2897,2897,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,AstraZeneca,0,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,Moderna,0,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,Pfizer,0,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,25-29,Moderna,0,282,282,282,282,282,282,282,282,282,282,282,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,AstraZeneca,0,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,2439,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,25-29,Pfizer,0,862,862,862,862,862,862,862,862,862,862,862,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,AstraZeneca,0,2379,2379,2379,2379,2379,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,30-39,Pfizer,0,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,UKN,0,505,505,505,505,505,505,505,505,505,505,505,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,Moderna,0,1714,1714,1714,1714,1714,1714,1714,1690,1714,1714,1714,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,AstraZeneca,0,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,18-24,Pfizer,0,494,494,494,494,494,494,494,494,494,494,494,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,Moderna,0,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,18-24,Moderna,0,145,145,145,145,145,145,145,145,145,145,145,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,12-17,Pfizer,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,Moderna,1,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,30-39,Pfizer,1,187,187,187,187,187,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,UKN,0,204,204,204,204,204,204,204,204,204,204,204,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,UKN,0,323,323,323,323,323,323,323,323,323,323,323,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,Pfizer,1,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,80+,Pfizer,1,158,158,158,158,158,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,80+,Moderna,0,291,291,291,291,291,291,291,291,291,291,291,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,Pfizer,1,298,298,298,298,298,298,298,298,298,298,298,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,25-29,AstraZeneca,0,219,219,219,219,219,219,219,219,219,219,219,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,Moderna,0,657,657,657,657,657,657,657,657,657,657,657,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,40-49,AstraZeneca,1,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,30-39,AstraZeneca,0,446,446,446,446,446,446,446,446,446,446,446,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,70-79,AstraZeneca,1,86,86,86,86,86,86,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,25-29,Pfizer,1,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,UKN,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,Pfizer,1,160,160,160,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,60-69,AstraZeneca,1,84,84,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,18-24,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,2021,50-59,AstraZeneca,1,111,111,111,111,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,Pfizer,0,699,699,699,699,699,699,699,699,699,699,699,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Pfizer,0,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,1798,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,Pfizer,0,156,156,156,156,156,156,156,156,156,156,156,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,Pfizer,0,683,683,683,683,683,683,683,683,683,683,683,0,0,0,0,0,0,0,0,0,0
1,June,all_years,30-39,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,April,all_years,80+,Pfizer,0,2461,2461,2461,2461,2461,2461,2461,2461,2461,2461,2461,0,0,0,0,0,0,0,0,0,0
0,May,all_years,80+,Pfizer,0,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,0,0,0,0,0,0,0,0,0,0
0,June,all_years,80+,Pfizer,0,3009,3009,3009,3009,3009,3009,3009,3009,3009,3009,3009,0,0,0,0,0,0,0,0,0,0
0,March,all_years,80+,Pfizer,0,719,719,719,719,719,719,719,719,719,719,719,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Pfizer,1,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,Pfizer,0,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,0,0,0,0,0,0,0,0,0,0
0,January,all_years,50-59,Pfizer,0,147,147,147,147,147,147,147,147,147,147,147,0,0,0,0,0,0,0,0,0,0
0,February,all_years,50-59,Pfizer,0,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,0
0,March,all_years,50-59,Pfizer,0,414,414,414,414,414,414,414,414,414,414,414,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,Pfizer,0,431,431,431,431,431,431,431,431,431,431,431,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,Pfizer,0,864,864,864,864,864,864,864,864,864,864,864,0,0,0,0,0,0,0,0,0,0
1,March,all_years,70-79,AstraZeneca,0,65,65,65,65,65,65,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,AstraZeneca,0,733,733,733,733,733,733,733,733,733,733,733,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,AstraZeneca,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,AstraZeneca,0,960,960,960,960,960,960,960,960,960,960,960,0,0,0,0,0,0,0,0,0,0
0,March,all_years,60-69,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,Moderna,0,183,183,183,183,183,183,183,183,183,183,183,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,Moderna,0,316,316,316,316,316,316,316,316,316,316,316,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,Moderna,0,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0
1,May,all_years,30-39,Moderna,0,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Pfizer,0,706,706,706,706,706,706,706,659,706,706,706,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,Pfizer,0,661,661,661,661,661,661,661,661,661,661,661,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,Pfizer,0,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,0,0,0,0,0,0,0,0,0,0
1,June,all_years,25-29,Moderna,0,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,Pfizer,0,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,0,0,0,0,0,0,0,0,0,0
1,March,all_years,80+,Pfizer,0,555,555,555,555,555,555,555,555,555,555,555,0,0,0,0,0,0,0,0,0,0
1,April,all_years,80+,Pfizer,0,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,0,0,0,0,0,0,0,0,0,0
1,May,all_years,80+,Pfizer,0,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,0,0,0,0,0,0,0
1,June,all_years,80+,Pfizer,0,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,Pfizer,0,937,937,937,937,937,937,937,937,937,937,937,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,Pfizer,0,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,AstraZeneca,0,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,AstraZeneca,0,264,264,264,264,264,264,264,264,264,264,264,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,AstraZeneca,0,319,319,319,319,319,319,319,319,319,319,319,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,AstraZeneca,0,415,415,415,415,415,415,415,415,415,415,415,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,Pfizer,0,231,231,231,231,231,231,231,231,231,231,231,0,0,0,0,0,0,0,0,0,0
0,June,all_years,25-29,Pfizer,0,214,214,214,214,214,214,214,214,214,214,214,0,0,0,0,0,0,0,0,0,0
0,March,all_years,70-79,AstraZeneca,0,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,AstraZeneca,0,839,839,839,839,839,839,839,839,839,839,839,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,AstraZeneca,0,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,AstraZeneca,0,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,Pfizer,0,797,797,797,797,797,797,797,797,797,797,797,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,Pfizer,0,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,0,0,0,0,0,0,0,0,0,0
1,March,all_years,60-69,Moderna,0,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,Moderna,0,169,169,169,169,169,169,169,169,169,169,169,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,Moderna,0,337,337,337,337,337,337,337,337,337,337,337,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,Moderna,0,390,390,390,390,390,390,390,390,390,390,390,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Pfizer,0,147,147,147,147,147,147,147,147,147,147,147,0,0,0,0,0,0,0,0,0,0
0,February,all_years,80+,Pfizer,0,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,AstraZeneca,0,399,399,399,399,399,399,399,399,399,399,399,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,AstraZeneca,0,659,659,659,659,659,659,659,659,659,659,659,0,0,0,0,0,0,0,0,0,0
0,February,all_years,25-29,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,March,all_years,25-29,Pfizer,0,92,92,92,92,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,0
0,April,all_years,25-29,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,May,all_years,25-29,Pfizer,0,91,91,91,91,91,91,91,91,91,91,91,0,0,0,0,0,0,0,0,0,0
0,January,all_years,60-69,Pfizer,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,February,all_years,60-69,Pfizer,0,187,187,187,187,187,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0
0,March,all_years,60-69,Pfizer,0,271,271,271,271,271,271,271,271,271,271,271,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,Pfizer,0,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Pfizer,0,449,449,449,449,449,449,449,449,449,449,449,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,UKN,0,251,251,251,251,251,251,251,251,251,251,251,0,0,0,0,0,0,0,0,0,0
1,June,all_years,25-29,Pfizer,0,197,197,197,197,197,197,197,197,197,197,197,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,UKN,0,53,53,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,UKN,0,129,129,129,129,129,129,129,129,129,129,129,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Moderna,0,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,AstraZeneca,0,390,390,390,390,390,390,390,390,390,390,390,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,AstraZeneca,0,719,719,719,719,719,719,719,719,719,719,719,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,Moderna,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Moderna,0,547,547,547,547,547,547,547,547,547,547,547,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,AstraZeneca,0,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,AstraZeneca,0,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,AstraZeneca,0,229,229,229,229,229,229,229,229,229,229,229,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,AstraZeneca,0,273,273,273,273,273,273,273,273,273,273,273,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,AstraZeneca,0,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0
0,June,all_years,18-24,Pfizer,0,189,189,189,189,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0
0,January,all_years,40-49,Pfizer,0,83,83,83,83,83,83,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,Pfizer,0,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,Pfizer,0,260,260,260,260,260,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Pfizer,0,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,Pfizer,0,373,373,373,373,373,373,373,373,373,373,373,0,0,0,0,0,0,0,0,0,0
1,May,all_years,25-29,Pfizer,0,46,46,46,46,46,46,46,46,46,46,46,0,0,0,0,0,0,0,0,0,0
1,March,all_years,70-79,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,Moderna,0,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,Moderna,0,235,235,235,235,235,235,235,235,235,235,235,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,Moderna,0,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0
0,February,all_years,50-59,AstraZeneca,0,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0
0,March,all_years,50-59,AstraZeneca,0,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,AstraZeneca,0,265,265,265,265,265,265,265,265,265,265,265,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,AstraZeneca,0,293,293,293,293,293,293,293,293,293,293,293,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,AstraZeneca,0,358,358,358,358,358,358,358,358,358,358,358,0,0,0,0,0,0,0,0,0,0
0,June,all_years,18-24,Moderna,0,53,53,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0
0,June,all_years,12-17,Pfizer,0,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0
