sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
1,50-59,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
1,40-49,0,,0,1,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,42,42,42,42,42,42,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,,0,1,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,6,6,6,6,6,6,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,0,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,42,42,42,42,42,42,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,49,49,49,49,49,49,0,0,0,0,0
1,80+,0,,1,1,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,49,49,49,49,49,49,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,77,77,77,77,77,77,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,1,1,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
0,30-39,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,63,63,63,63,63,63,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,1,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,18-24,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,1,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,1,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,1,0,0,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,1,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,1,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,1,1,0,1,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,1,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,0,0,0,0,1,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,0,0,0,0,1,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,,0,1,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,1,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,0,1,2020-01-13,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,1,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,1,0,0,0,0,0,0,1,2020-01-13,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,1232,1232,1232,1232,1232,1232,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,1239,1239,1239,1239,1239,1239,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,245,245,245,245,245,245,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,765,765,765,765,765,765,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,1089,1089,1089,1089,1089,1089,0,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,343,343,343,343,343,343,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,371,371,371,371,371,371,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,1239,1239,1239,1239,1239,1239,0,0,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,363,363,363,363,363,363,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,231,231,231,231,231,231,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,917,917,917,917,917,917,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,273,273,273,273,273,273,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,161,161,161,161,161,161,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,385,385,385,385,385,385,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,973,973,973,973,973,973,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,406,406,406,406,406,406,0,0,0,0,0
0,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,322,322,322,322,322,322,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,175,175,175,175,175,175,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,77,77,77,77,77,77,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,756,756,756,756,756,756,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,350,350,350,350,350,350,0,0,0,0,0
0,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,119,119,119,119,119,119,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,1,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,203,203,203,203,203,203,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,49,49,49,49,49,49,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,413,413,413,413,413,413,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,339,339,339,339,339,339,0,0,0,0,0
1,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,161,161,161,161,161,161,0,0,0,0,0
1,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,189,189,189,189,189,189,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,1,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,77,77,77,77,77,77,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-01-20,364,364,364,364,364,364,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,105,105,105,105,105,105,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,77,77,77,77,77,77,0,0,0,0,0
1,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,91,91,91,91,91,91,0,0,0,0,0
1,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,1,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
1,40-49,0,,0,1,0,0,0,1,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,42,42,42,42,42,42,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,1,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,,0,1,1,0,0,0,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-01-20,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,0,0,1,0,0,1,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,42,42,42,42,42,42,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-01-20,35,35,35,35,35,35,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,49,49,49,49,49,49,0,0,0,0,0
1,80+,0,,1,1,1,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-01-20,49,49,49,49,49,49,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-01-20,77,77,77,77,77,77,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,0,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-01-20,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,1,1,0,0,0,1,1,2020-01-20,7,7,7,7,7,7,0,0,0,0,0
