datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,5,Moderna,2,<1940,L3,0,0,0,19248046.01,80+
TEST,6,Moderna,2,<1940,L3,0,0,0,19248046.01,80+
TEST,7,Moderna,2,<1940,L3,0,0,0,19248046.01,80+
TEST,8,Moderna,2,<1940,L3,0,0,0,19248046.01,80+
TEST,9,Moderna,2,<1940,L3,0,0,0,19248046.01,80+
TEST,10,Moderna,2,<1940,L3,0,0,0,33684080.52,80+
TEST,7,UKN,1,1950-1959,L3,0,0,0,3849609.2,60-69
TEST,8,UKN,1,1950-1959,L3,0,0,0,8982421.47,60-69
TEST,7,Pfizer,1,1960-1969,L3,0,0,0,3133402.84,50-59
TEST,8,Pfizer,1,1960-1969,L3,0,0,0,3641522.22,50-59
TEST,9,Pfizer,1,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,10,Pfizer,1,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,11,Pfizer,1,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,12,Pfizer,1,1960-1969,L3,0,0,0,4491210.74,50-59
TEST,13,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,14,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,15,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,16,Pfizer,1,1960-1969,L3,0,0,0,6416015.34,50-59
TEST,17,Pfizer,1,1960-1969,L3,0,0,0,8421020.13,50-59
TEST,18,Pfizer,1,1960-1969,L3,0,0,0,9624023,50-59
TEST,19,Pfizer,1,1960-1969,L3,0,0,0,9624023,50-59
TEST,20,Pfizer,1,1960-1969,L3,0,0,0,9624023,50-59
TEST,21,Pfizer,1,1960-1969,L3,0,0,0,9624023,50-59
TEST,22,Pfizer,1,1960-1969,L3,0,0,0,14970702.45,50-59
TEST,23,Pfizer,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,24,Pfizer,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,25,Pfizer,1,1960-1969,L3,0,0,0,44912107.35,50-59
TEST,1,Pfizer,2,1990+,L3,0,0,0,2994140.49,<30
TEST,2,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,3,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,4,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,5,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,6,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,7,Pfizer,2,1990+,L3,0,0,0,3208007.67,<30
TEST,8,Pfizer,2,1990+,L3,0,0,0,3641522.22,<30
TEST,9,Pfizer,2,1990+,L3,0,0,0,4491210.74,<30
TEST,10,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,11,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,12,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,13,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,14,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,15,Pfizer,2,1990+,L3,0,0,0,5182166.23,<30
TEST,16,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,17,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,18,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,19,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,20,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,21,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,22,Pfizer,2,1990+,L3,0,0,0,12248756.55,<30
TEST,14,AstraZeneca,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,15,AstraZeneca,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,16,AstraZeneca,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,17,AstraZeneca,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,18,AstraZeneca,1,1970-1979,L3,0,0,0,13473632.21,40-49
TEST,19,AstraZeneca,1,1970-1979,L3,0,0,0,26947264.41,40-49
TEST,5,Moderna,1,1940-1949,L3,0,0,0,4990234.15,70-79
TEST,6,Moderna,1,1940-1949,L3,0,0,0,6416015.34,70-79
TEST,7,Moderna,1,1940-1949,L3,0,0,0,6736816.1,70-79
TEST,8,Moderna,1,1940-1949,L3,0,0,0,16842040.26,70-79
TEST,9,Moderna,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,10,Moderna,1,1940-1949,L3,0,0,0,67368161.03,70-79
TEST,5,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,6,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,7,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,8,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,9,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,10,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,11,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,12,Moderna,2,1980-1989,L3,0,0,0,33684080.52,30-39
TEST,13,AstraZeneca,1,1950-1959,L3,0,0,0,8982421.47,60-69
TEST,1,Moderna,2,1960-1969,L3,0,0,0,1871337.81,50-59
TEST,2,Moderna,2,1960-1969,L3,0,0,0,1952700.32,50-59
TEST,3,Moderna,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,4,Moderna,2,1960-1969,L3,0,0,0,2694726.44,50-59
TEST,5,Pfizer,1,1980-1989,L3,0,0,0,3133402.84,30-39
TEST,6,Pfizer,1,1980-1989,L3,0,0,0,4082918.85,30-39
TEST,7,Pfizer,1,1980-1989,L3,0,0,0,8982421.47,30-39
TEST,8,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,9,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,10,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,11,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,12,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,13,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,14,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,15,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,16,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,17,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,18,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,19,Pfizer,1,1980-1989,L3,0,0,0,14970702.45,30-39
TEST,20,Pfizer,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,21,Pfizer,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,22,Pfizer,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,23,Pfizer,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,24,Pfizer,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,25,Pfizer,1,1980-1989,L3,0,0,0,26947264.41,30-39
TEST,1,AstraZeneca,1,1990+,L3,0,0,0,4812011.5,<30
TEST,2,AstraZeneca,1,1990+,L3,0,0,0,4812011.5,<30
TEST,3,AstraZeneca,1,1990+,L3,0,0,0,4812011.5,<30
TEST,4,AstraZeneca,1,1990+,L3,0,0,0,4990234.15,<30
TEST,5,AstraZeneca,1,1990+,L3,0,0,0,6416015.34,<30
TEST,6,AstraZeneca,1,1990+,L3,0,0,0,8421020.13,<30
TEST,7,AstraZeneca,1,1990+,L3,0,0,0,9624023,<30
TEST,8,AstraZeneca,1,1990+,L3,0,0,0,12248756.55,<30
TEST,9,AstraZeneca,1,1990+,L3,0,0,0,19248046.01,<30
TEST,10,AstraZeneca,1,1990+,L3,0,0,0,19248046.01,<30
TEST,11,AstraZeneca,1,1990+,L3,0,0,0,19248046.01,<30
TEST,12,AstraZeneca,1,1990+,L3,0,0,0,19248046.01,<30
TEST,13,AstraZeneca,1,1990+,L3,0,0,0,33684080.52,<30
TEST,1,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,2,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,3,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,4,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,5,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,6,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,7,AstraZeneca,2,1990+,L3,0,0,0,19248046.01,<30
TEST,8,AstraZeneca,2,1990+,L3,0,0,0,67368161.03,<30
TEST,5,Moderna,2,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,6,Moderna,2,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,7,Moderna,2,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,8,Moderna,2,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,9,Moderna,2,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,5,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,6,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,7,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,8,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,9,Moderna,1,1980-1989,L3,0,0,0,26947264.41,30-39
TEST,22,Pfizer,2,1970-1979,L3,0,0,0,8421020.13,40-49
TEST,10,Pfizer,2,1940-1949,L3,0,0,0,4646080.07,70-79
TEST,11,Pfizer,2,1940-1949,L3,0,0,0,7091385.37,70-79
TEST,12,Pfizer,2,1940-1949,L3,0,0,0,9624023,70-79
TEST,13,Pfizer,2,1940-1949,L3,0,0,0,12248756.55,70-79
TEST,1,AstraZeneca,1,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,2,AstraZeneca,1,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,3,AstraZeneca,1,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,4,AstraZeneca,1,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,5,AstraZeneca,1,1980-1989,L3,0,0,0,5614013.42,30-39
TEST,6,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,7,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,8,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,9,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,10,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,11,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,12,AstraZeneca,1,1980-1989,L3,0,0,0,6736816.1,30-39
TEST,13,AstraZeneca,1,1980-1989,L3,0,0,0,33684080.52,30-39
TEST,1,AstraZeneca,2,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,2,AstraZeneca,2,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,3,AstraZeneca,2,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,4,AstraZeneca,2,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,5,AstraZeneca,2,1980-1989,L3,0,0,0,7091385.37,30-39
TEST,8,Pfizer,1,1940-1949,L3,0,0,0,12248756.55,70-79
TEST,9,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,10,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,11,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,12,Pfizer,1,1940-1949,L3,0,0,0,33684080.52,70-79
TEST,6,AstraZeneca,2,1980-1989,L3,0,0,0,11228026.84,30-39
TEST,14,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,15,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,16,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,2,AstraZeneca,2,1950-1959,L3,0,0,0,6416015.34,60-69
TEST,3,AstraZeneca,2,1950-1959,L3,0,0,0,8982421.47,60-69
TEST,8,AstraZeneca,2,1960-1969,L3,0,0,0,13473632.21,50-59
TEST,11,Moderna,2,1950-1959,L3,0,0,0,5182166.23,60-69
TEST,12,Moderna,2,1950-1959,L3,0,0,0,7091385.37,60-69
TEST,13,Moderna,2,1950-1959,L3,0,0,0,9624023,60-69
TEST,14,Moderna,2,1950-1959,L3,0,0,0,9624023,60-69
TEST,15,Moderna,2,1950-1959,L3,0,0,0,12248756.55,60-69
TEST,10,Moderna,2,1960-1969,L3,0,0,0,8421020.13,50-59
TEST,11,Moderna,2,1960-1969,L3,0,0,0,9624023,50-59
TEST,12,Moderna,2,1960-1969,L3,0,0,0,13473632.21,50-59
TEST,13,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,14,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,15,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,16,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,17,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,18,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,19,Moderna,2,1960-1969,L3,0,0,0,44912107.35,50-59
TEST,23,Pfizer,2,1950-1959,L3,0,0,0,33684080.52,60-69
TEST,16,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,17,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,18,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,19,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,21,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,22,Pfizer,2,<1940,L3,0,0,0,13473632.21,80+
TEST,16,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,17,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,18,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,19,Moderna,2,1950-1959,L3,0,0,0,22456053.68,60-69
TEST,4,AstraZeneca,2,1950-1959,L3,0,0,0,33684080.52,60-69
TEST,23,Pfizer,2,1970-1979,L3,0,0,0,67368161.03,40-49
TEST,11,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,12,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,13,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,14,Moderna,1,1950-1959,L3,0,0,0,33684080.52,60-69
TEST,23,Pfizer,2,1990+,L3,0,0,0,134736322.06,<30
TEST,18,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,19,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,21,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,22,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,23,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,24,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,25,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,26,Pfizer,1,<1940,L3,0,0,0,134736322.06,80+
TEST,7,Pfizer,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,8,Pfizer,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,9,Pfizer,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,10,Pfizer,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,11,Pfizer,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,12,Pfizer,1,1970-1979,L3,0,0,0,12248756.55,40-49
TEST,13,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,14,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,15,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,16,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,17,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,18,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,19,Pfizer,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20,Pfizer,1,1970-1979,L3,0,0,0,33684080.52,40-49
TEST,11,Moderna,2,1940-1949,L3,0,0,0,67368161.03,70-79
TEST,14,AstraZeneca,1,1940-1949,L3,0,0,0,67368161.03,70-79
TEST,18,AstraZeneca,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,19,AstraZeneca,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20,AstraZeneca,1,1960-1969,L3,0,0,0,33684080.52,50-59
TEST,7,AstraZeneca,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,8,AstraZeneca,2,1980-1989,L3,0,0,0,134736322.06,30-39
TEST,6,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,7,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,8,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,9,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,10,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,11,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,12,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,13,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,14,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,15,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,16,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,17,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,18,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,19,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,21,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,22,Moderna,1,1990+,L3,0,0,0,44912107.35,<30
TEST,12,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,13,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,14,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,15,Moderna,2,1970-1979,L3,0,0,0,33684080.52,40-49
TEST,0,none,no_dose,<1960,L3,5,681.47,221.27,1590.32,60+
TEST,1,Pfizer,1,<1960,L3,0,0,0,48941.64,60+
TEST,2,Pfizer,1,<1960,L3,0,0,0,49408.26,60+
TEST,3,Pfizer,1,<1960,L3,0,0,0,54860.07,60+
TEST,1,Pfizer,2,<1960,L3,0,0,0,75993.41,60+
TEST,2,Pfizer,2,<1960,L3,0,0,0,79584.36,60+
TEST,3,Pfizer,2,<1960,L3,0,0,0,79867.41,60+
TEST,4,Pfizer,2,<1960,L3,0,0,0,80057.23,60+
TEST,5,Pfizer,2,<1960,L3,0,0,0,84633.37,60+
TEST,6,Pfizer,2,<1960,L3,0,0,0,93243.13,60+
TEST,7,Pfizer,2,<1960,L3,0,0,0,100026.97,60+
TEST,8,Pfizer,2,<1960,L3,0,0,0,116755.91,60+
TEST,9,Pfizer,2,<1960,L3,0,0,0,144103.02,60+
TEST,10,Pfizer,2,<1960,L3,0,0,0,196695.36,60+
TEST,11,Pfizer,2,<1960,L3,0,0,0,261116.9,60+
TEST,12,Pfizer,2,<1960,L3,0,0,0,319280.38,60+
TEST,4,Pfizer,1,<1960,L3,0,0,0,132353.95,60+
TEST,1,AstraZeneca,1,<1960,L3,0,0,0,168842.51,60+
TEST,2,AstraZeneca,1,<1960,L3,0,0,0,168842.51,60+
TEST,3,AstraZeneca,1,<1960,L3,0,0,0,168842.51,60+
TEST,4,AstraZeneca,1,<1960,L3,0,0,0,168842.51,60+
TEST,5,AstraZeneca,1,<1960,L3,0,0,0,174077.94,60+
TEST,6,AstraZeneca,1,<1960,L3,0,0,0,180611.69,60+
TEST,7,AstraZeneca,1,<1960,L3,0,0,0,191932.08,60+
TEST,8,AstraZeneca,1,<1960,L3,0,0,0,221605.79,60+
TEST,9,AstraZeneca,1,<1960,L3,0,0,0,248133.19,60+
TEST,10,AstraZeneca,1,<1960,L3,0,0,0,278957.19,60+
TEST,11,AstraZeneca,1,<1960,L3,0,0,0,296776.04,60+
TEST,12,AstraZeneca,1,<1960,L3,0,0,0,361223.38,60+
TEST,1,AstraZeneca,2,<1960,L3,0,0,0,588368.22,60+
TEST,2,AstraZeneca,2,<1960,L3,0,0,0,1171620.19,60+
TEST,3,AstraZeneca,2,<1960,L3,0,0,0,4491210.74,60+
TEST,13,AstraZeneca,1,<1960,L3,0,0,0,2245605.37,60+
TEST,1,Moderna,1,<1960,L3,0,0,0,437455.59,60+
TEST,2,Moderna,1,<1960,L3,0,0,0,441758.43,60+
TEST,3,Moderna,1,<1960,L3,0,0,0,452135.31,60+
TEST,4,Moderna,1,<1960,L3,0,0,0,491738.4,60+
TEST,5,Moderna,1,<1960,L3,0,0,0,1295541.56,60+
TEST,1,Moderna,2,<1960,L3,0,0,0,583274.12,60+
TEST,2,Moderna,2,<1960,L3,0,0,0,612437.83,60+
TEST,3,Moderna,2,<1960,L3,0,0,0,620904.71,60+
TEST,4,Moderna,2,<1960,L3,0,0,0,673681.61,60+
TEST,5,Moderna,2,<1960,L3,0,0,0,836871.57,60+
TEST,6,Moderna,2,<1960,L3,0,0,0,874911.18,60+
TEST,7,Moderna,2,<1960,L3,0,0,0,898242.15,60+
TEST,8,Moderna,2,<1960,L3,0,0,0,1005494.94,60+
TEST,9,Moderna,2,<1960,L3,0,0,0,1141833.24,60+
TEST,10,Moderna,2,<1960,L3,0,0,0,2245605.37,60+
TEST,5,Pfizer,1,<1960,L3,0,0,0,205704.31,60+
TEST,6,Pfizer,1,<1960,L3,0,0,0,332682.28,60+
TEST,7,Pfizer,1,<1960,L3,0,0,0,626680.57,60+
TEST,8,Pfizer,1,<1960,L3,0,0,0,744399.57,60+
TEST,9,Pfizer,1,<1960,L3,0,0,0,821562.94,60+
TEST,13,Pfizer,2,<1960,L3,0,0,0,391675.35,60+
TEST,14,Pfizer,2,<1960,L3,0,0,0,748535.12,60+
TEST,15,Pfizer,2,<1960,L3,0,0,0,1247558.54,60+
TEST,16,Pfizer,2,<1960,L3,0,0,0,1433365.13,60+
TEST,17,Pfizer,2,<1960,L3,0,0,0,1604003.83,60+
TEST,18,Pfizer,2,<1960,L3,0,0,0,1897694.68,60+
TEST,19,Pfizer,2,<1960,L3,0,0,0,2138671.78,60+
TEST,20,Pfizer,2,<1960,L3,0,0,0,2138671.78,60+
TEST,21,Pfizer,2,<1960,L3,0,0,0,2866730.26,60+
TEST,1,UKN,1,<1960,L3,0,0,0,1132238,60+
TEST,2,UKN,1,<1960,L3,0,0,0,1132238,60+
TEST,3,UKN,1,<1960,L3,0,0,0,1259217.96,60+
TEST,4,UKN,1,<1960,L3,0,0,0,1663411.38,60+
TEST,5,UKN,1,<1960,L3,0,0,0,1749822.36,60+
TEST,6,UKN,1,<1960,L3,0,0,0,1820761.11,60+
TEST,10,Pfizer,1,<1960,L3,0,0,0,935668.9,60+
TEST,11,Pfizer,1,<1960,L3,0,0,0,1403503.35,60+
TEST,12,Pfizer,1,<1960,L3,0,0,0,1663411.38,60+
TEST,13,Pfizer,1,<1960,L3,0,0,0,2495117.08,60+
TEST,14,Pfizer,1,<1960,L3,0,0,0,4812011.5,60+
TEST,15,Pfizer,1,<1960,L3,0,0,0,4812011.5,60+
TEST,16,Pfizer,1,<1960,L3,0,0,0,7091385.37,60+
TEST,17,Pfizer,1,<1960,L3,0,0,0,16842040.26,60+
TEST,7,UKN,1,<1960,L3,0,0,0,1924804.6,60+
TEST,8,UKN,1,<1960,L3,0,0,0,2694726.44,60+
TEST,9,UKN,1,<1960,L3,0,0,0,3849609.2,60+
TEST,22,Pfizer,2,<1960,L3,0,0,0,5389452.88,60+
TEST,10,UKN,1,<1960,L3,0,0,0,16842040.26,60+
TEST,6,Moderna,1,<1960,L3,0,0,0,1871337.81,60+
TEST,7,Moderna,1,<1960,L3,0,0,0,3368408.05,60+
TEST,8,Moderna,1,<1960,L3,0,0,0,6124378.28,60+
TEST,9,Moderna,1,<1960,L3,0,0,0,6416015.34,60+
TEST,10,Moderna,1,<1960,L3,0,0,0,11228026.84,60+
TEST,11,Moderna,2,<1960,L3,0,0,0,4812011.5,60+
TEST,12,Moderna,2,<1960,L3,0,0,0,7091385.37,60+
TEST,13,Moderna,2,<1960,L3,0,0,0,9624023,60+
TEST,14,Moderna,2,<1960,L3,0,0,0,9624023,60+
TEST,15,Moderna,2,<1960,L3,0,0,0,12248756.55,60+
TEST,23,Pfizer,2,<1960,L3,0,0,0,33684080.52,60+
TEST,16,Moderna,2,<1960,L3,0,0,0,19248046.01,60+
TEST,17,Moderna,2,<1960,L3,0,0,0,19248046.01,60+
TEST,18,Moderna,2,<1960,L3,0,0,0,19248046.01,60+
TEST,19,Moderna,2,<1960,L3,0,0,0,22456053.68,60+
TEST,4,AstraZeneca,2,<1960,L3,0,0,0,33684080.52,60+
TEST,11,Moderna,1,<1960,L3,0,0,0,19248046.01,60+
TEST,12,Moderna,1,<1960,L3,0,0,0,19248046.01,60+
TEST,13,Moderna,1,<1960,L3,0,0,0,19248046.01,60+
TEST,14,Moderna,1,<1960,L3,0,0,0,33684080.52,60+
TEST,18,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,19,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,20,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,21,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,22,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,23,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,24,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,25,Pfizer,1,<1960,L3,0,0,0,19248046.01,60+
TEST,26,Pfizer,1,<1960,L3,0,0,0,134736322.06,60+
TEST,14,AstraZeneca,1,<1960,L3,0,0,0,67368161.03,60+
TEST,0,none,no_dose,1960-1969,L4,0,0,0,1026.12,50-59
TEST,1,Pfizer,1,1960-1969,L4,0,0,0,134736.32,50-59
TEST,2,Pfizer,1,1960-1969,L4,0,0,0,161748.29,50-59
TEST,3,Pfizer,1,1960-1969,L4,0,0,0,213190.38,50-59
TEST,4,Pfizer,1,1960-1969,L4,0,0,0,359296.86,50-59
TEST,5,Pfizer,1,1960-1969,L4,0,0,0,463011.42,50-59
TEST,6,Pfizer,1,1960-1969,L4,0,0,0,990708.25,50-59
TEST,1,Pfizer,2,1960-1969,L4,0,0,0,1044467.61,50-59
TEST,0,none,no_dose,1970-1979,L4,0,0,0,1172.74,40-49
TEST,1,Pfizer,1,1970-1979,L4,0,0,0,221970.88,40-49
TEST,2,Pfizer,1,1970-1979,L4,0,0,0,257622.03,40-49
TEST,3,Pfizer,1,1970-1979,L4,0,0,0,326238.07,40-49
TEST,4,Pfizer,1,1970-1979,L4,0,0,0,667011.5,40-49
TEST,5,Pfizer,1,1970-1979,L4,0,0,0,1433365.13,40-49
TEST,6,Pfizer,1,1970-1979,L4,0,0,0,2173166.48,40-49
TEST,0,none,no_dose,1940-1949,L4,3,1325.5,273.35,3873.67,70-79
TEST,1,Pfizer,1,1940-1949,L4,0,0,0,201098.99,70-79
TEST,2,Pfizer,1,1940-1949,L4,0,0,0,205390.73,70-79
TEST,3,Pfizer,1,1940-1949,L4,0,0,0,229533.77,70-79
