datasource,week,vx_manufacturer,dose,birth_cohort,percentage,ageband
TEST,20200824,AstraZeneca,1,<1940,0,80+
TEST,20200824,AstraZeneca,1,<1960,0,60+
TEST,20200824,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,AstraZeneca,2,1940-1949,0,70-79
TEST,20200824,AstraZeneca,2,1950-1959,0,60-69
TEST,20200824,AstraZeneca,2,1960-1969,0,50-59
TEST,20200824,AstraZeneca,2,1970-1979,0,40-49
TEST,20200824,AstraZeneca,2,1980-1989,0,30-39
TEST,20200824,AstraZeneca,2,1990+,0,<30
TEST,20200824,AstraZeneca,2,<1940,0,80+
TEST,20200824,AstraZeneca,2,<1960,0,60+
TEST,20200824,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,J&J,1,1940-1949,0,70-79
TEST,20200824,J&J,1,1950-1959,0,60-69
TEST,20200824,J&J,1,1960-1969,0,50-59
TEST,20200824,J&J,1,1970-1979,0,40-49
TEST,20200824,J&J,1,1980-1989,0,30-39
TEST,20200824,J&J,1,1990+,0,<30
TEST,20200824,J&J,1,<1940,0,80+
TEST,20200824,J&J,1,<1960,0,60+
TEST,20200824,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,J&J,2,1940-1949,0,70-79
TEST,20200824,J&J,2,1950-1959,0,60-69
TEST,20200824,J&J,2,1960-1969,0,50-59
TEST,20200824,J&J,2,1970-1979,0,40-49
TEST,20200824,J&J,2,1980-1989,0,30-39
TEST,20200824,J&J,2,1990+,0,<30
TEST,20200824,J&J,2,<1940,0,80+
TEST,20200824,J&J,2,<1960,0,60+
TEST,20200824,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,Moderna,1,1940-1949,0,70-79
TEST,20200824,Moderna,1,1950-1959,0,60-69
TEST,20200824,Moderna,1,1960-1969,0,50-59
TEST,20200824,Moderna,1,1970-1979,0,40-49
TEST,20200824,Moderna,1,1980-1989,0,30-39
TEST,20200824,Moderna,1,1990+,0,<30
TEST,20200824,Moderna,1,<1940,0,80+
TEST,20200824,Moderna,1,<1960,0,60+
TEST,20200824,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,Moderna,2,1940-1949,0,70-79
TEST,20200824,Moderna,2,1950-1959,0,60-69
TEST,20200824,Moderna,2,1960-1969,0,50-59
TEST,20200824,Moderna,2,1970-1979,0,40-49
TEST,20200824,Moderna,2,1980-1989,0,30-39
TEST,20200824,Moderna,2,1990+,0,<30
TEST,20200824,Moderna,2,<1940,0,80+
TEST,20200824,Moderna,2,<1960,0,60+
TEST,20200824,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,Pfizer,1,1940-1949,0,70-79
TEST,20200824,Pfizer,1,1950-1959,0,60-69
TEST,20200824,Pfizer,1,1960-1969,0,50-59
TEST,20200824,Pfizer,1,1970-1979,0,40-49
TEST,20200824,Pfizer,1,1980-1989,0,30-39
TEST,20200824,Pfizer,1,1990+,0,<30
TEST,20200824,Pfizer,1,<1940,0,80+
TEST,20200824,Pfizer,1,<1960,0,60+
TEST,20200824,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,Pfizer,2,1940-1949,0,70-79
TEST,20200824,Pfizer,2,1950-1959,0,60-69
TEST,20200824,Pfizer,2,1960-1969,0,50-59
TEST,20200824,Pfizer,2,1970-1979,0,40-49
TEST,20200824,Pfizer,2,1980-1989,0,30-39
TEST,20200824,Pfizer,2,1990+,0,<30
TEST,20200824,Pfizer,2,<1940,0,80+
TEST,20200824,Pfizer,2,<1960,0,60+
TEST,20200824,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,UKN,1,1940-1949,0,70-79
TEST,20200824,UKN,1,1950-1959,0,60-69
TEST,20200824,UKN,1,1960-1969,0,50-59
TEST,20200824,UKN,1,1970-1979,0,40-49
TEST,20200824,UKN,1,1980-1989,0,30-39
TEST,20200824,UKN,1,1990+,0,<30
TEST,20200824,UKN,1,<1940,0,80+
TEST,20200824,UKN,1,<1960,0,60+
TEST,20200824,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200824,UKN,2,1940-1949,0,70-79
TEST,20200824,UKN,2,1950-1959,0,60-69
TEST,20200824,UKN,2,1960-1969,0,50-59
TEST,20200824,UKN,2,1970-1979,0,40-49
TEST,20200824,UKN,2,1980-1989,0,30-39
TEST,20200824,UKN,2,1990+,0,<30
TEST,20200824,UKN,2,<1940,0,80+
TEST,20200824,UKN,2,<1960,0,60+
TEST,20200824,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,AstraZeneca,1,1940-1949,0,70-79
TEST,20200831,AstraZeneca,1,1950-1959,0,60-69
TEST,20200831,AstraZeneca,1,1960-1969,0,50-59
TEST,20200831,AstraZeneca,1,1970-1979,0,40-49
TEST,20200831,AstraZeneca,1,1980-1989,0,30-39
TEST,20200831,AstraZeneca,1,1990+,0,<30
TEST,20200831,AstraZeneca,1,<1940,0,80+
TEST,20200831,AstraZeneca,1,<1960,0,60+
TEST,20200831,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,AstraZeneca,2,1940-1949,0,70-79
TEST,20200831,AstraZeneca,2,1950-1959,0,60-69
TEST,20200831,AstraZeneca,2,1960-1969,0,50-59
TEST,20200831,AstraZeneca,2,1970-1979,0,40-49
TEST,20200831,AstraZeneca,2,1980-1989,0,30-39
TEST,20200831,AstraZeneca,2,1990+,0,<30
TEST,20200831,AstraZeneca,2,<1940,0,80+
TEST,20200831,AstraZeneca,2,<1960,0,60+
TEST,20200831,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,J&J,1,1940-1949,0,70-79
TEST,20200831,J&J,1,1950-1959,0,60-69
TEST,20200831,J&J,1,1960-1969,0,50-59
TEST,20200831,J&J,1,1970-1979,0,40-49
TEST,20200831,J&J,1,1980-1989,0,30-39
TEST,20200831,J&J,1,1990+,0,<30
TEST,20200831,J&J,1,<1940,0,80+
TEST,20200831,J&J,1,<1960,0,60+
TEST,20200831,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,J&J,2,1940-1949,0,70-79
TEST,20200831,J&J,2,1950-1959,0,60-69
TEST,20200831,J&J,2,1960-1969,0,50-59
TEST,20200831,J&J,2,1970-1979,0,40-49
TEST,20200831,J&J,2,1980-1989,0,30-39
TEST,20200831,J&J,2,1990+,0,<30
TEST,20200831,J&J,2,<1940,0,80+
TEST,20200831,J&J,2,<1960,0,60+
TEST,20200831,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,Moderna,1,1940-1949,0,70-79
TEST,20200831,Moderna,1,1950-1959,0,60-69
TEST,20200831,Moderna,1,1960-1969,0,50-59
TEST,20200831,Moderna,1,1970-1979,0,40-49
TEST,20200831,Moderna,1,1980-1989,0,30-39
TEST,20200831,Moderna,1,1990+,0,<30
TEST,20200831,Moderna,1,<1940,0,80+
TEST,20200831,Moderna,1,<1960,0,60+
TEST,20200831,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,Moderna,2,1940-1949,0,70-79
TEST,20200831,Moderna,2,1950-1959,0,60-69
TEST,20200831,Moderna,2,1960-1969,0,50-59
TEST,20200831,Moderna,2,1970-1979,0,40-49
TEST,20200831,Moderna,2,1980-1989,0,30-39
TEST,20200831,Moderna,2,1990+,0,<30
TEST,20200831,Moderna,2,<1940,0,80+
TEST,20200831,Moderna,2,<1960,0,60+
TEST,20200831,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,Pfizer,1,1940-1949,0,70-79
TEST,20200831,Pfizer,1,1950-1959,0,60-69
TEST,20200831,Pfizer,1,1960-1969,0,50-59
TEST,20200831,Pfizer,1,1970-1979,0,40-49
TEST,20200831,Pfizer,1,1980-1989,0,30-39
TEST,20200831,Pfizer,1,1990+,0,<30
TEST,20200831,Pfizer,1,<1940,0,80+
TEST,20200831,Pfizer,1,<1960,0,60+
TEST,20200831,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,Pfizer,2,1940-1949,0,70-79
TEST,20200831,Pfizer,2,1950-1959,0,60-69
TEST,20200831,Pfizer,2,1960-1969,0,50-59
TEST,20200831,Pfizer,2,1970-1979,0,40-49
TEST,20200831,Pfizer,2,1980-1989,0,30-39
TEST,20200831,Pfizer,2,1990+,0,<30
TEST,20200831,Pfizer,2,<1940,0,80+
TEST,20200831,Pfizer,2,<1960,0,60+
TEST,20200831,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,UKN,1,1940-1949,0,70-79
TEST,20200831,UKN,1,1950-1959,0,60-69
TEST,20200831,UKN,1,1960-1969,0,50-59
TEST,20200831,UKN,1,1970-1979,0,40-49
TEST,20200831,UKN,1,1980-1989,0,30-39
TEST,20200831,UKN,1,1990+,0,<30
TEST,20200831,UKN,1,<1940,0,80+
TEST,20200831,UKN,1,<1960,0,60+
TEST,20200831,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200831,UKN,2,1940-1949,0,70-79
TEST,20200831,UKN,2,1950-1959,0,60-69
TEST,20200831,UKN,2,1960-1969,0,50-59
TEST,20200831,UKN,2,1970-1979,0,40-49
TEST,20200831,UKN,2,1980-1989,0,30-39
TEST,20200831,UKN,2,1990+,0,<30
TEST,20200831,UKN,2,<1940,0,80+
TEST,20200831,UKN,2,<1960,0,60+
TEST,20200831,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,AstraZeneca,1,1940-1949,0,70-79
TEST,20200907,AstraZeneca,1,1950-1959,0,60-69
TEST,20200907,AstraZeneca,1,1960-1969,0,50-59
TEST,20200907,AstraZeneca,1,1970-1979,0,40-49
TEST,20200907,AstraZeneca,1,1980-1989,0,30-39
TEST,20200907,AstraZeneca,1,1990+,0,<30
TEST,20200907,AstraZeneca,1,<1940,0,80+
TEST,20200907,AstraZeneca,1,<1960,0,60+
TEST,20200907,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,AstraZeneca,2,1940-1949,0,70-79
TEST,20200907,AstraZeneca,2,1950-1959,0,60-69
TEST,20200907,AstraZeneca,2,1960-1969,0,50-59
TEST,20200907,AstraZeneca,2,1970-1979,0,40-49
TEST,20200907,AstraZeneca,2,1980-1989,0,30-39
TEST,20200907,AstraZeneca,2,1990+,0,<30
TEST,20200907,AstraZeneca,2,<1940,0,80+
TEST,20200907,AstraZeneca,2,<1960,0,60+
TEST,20200907,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,J&J,1,1940-1949,0,70-79
TEST,20200907,J&J,1,1950-1959,0,60-69
TEST,20200907,J&J,1,1960-1969,0,50-59
TEST,20200907,J&J,1,1970-1979,0,40-49
TEST,20200907,J&J,1,1980-1989,0,30-39
TEST,20200907,J&J,1,1990+,0,<30
TEST,20200907,J&J,1,<1940,0,80+
TEST,20200907,J&J,1,<1960,0,60+
TEST,20200907,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,J&J,2,1940-1949,0,70-79
TEST,20200907,J&J,2,1950-1959,0,60-69
TEST,20200907,J&J,2,1960-1969,0,50-59
TEST,20200907,J&J,2,1970-1979,0,40-49
TEST,20200907,J&J,2,1980-1989,0,30-39
TEST,20200907,J&J,2,1990+,0,<30
TEST,20200907,J&J,2,<1940,0,80+
TEST,20200907,J&J,2,<1960,0,60+
TEST,20200907,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,Moderna,1,1940-1949,0,70-79
TEST,20200907,Moderna,1,1950-1959,0,60-69
TEST,20200907,Moderna,1,1960-1969,0,50-59
TEST,20200907,Moderna,1,1970-1979,0,40-49
TEST,20200907,Moderna,1,1980-1989,0,30-39
TEST,20200907,Moderna,1,1990+,0,<30
TEST,20200907,Moderna,1,<1940,0,80+
TEST,20200907,Moderna,1,<1960,0,60+
TEST,20200907,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,Moderna,2,1940-1949,0,70-79
TEST,20200907,Moderna,2,1950-1959,0,60-69
TEST,20200907,Moderna,2,1960-1969,0,50-59
TEST,20200907,Moderna,2,1970-1979,0,40-49
TEST,20200907,Moderna,2,1980-1989,0,30-39
TEST,20200907,Moderna,2,1990+,0,<30
TEST,20200907,Moderna,2,<1940,0,80+
TEST,20200907,Moderna,2,<1960,0,60+
TEST,20200907,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,Pfizer,1,1940-1949,0,70-79
TEST,20200907,Pfizer,1,1950-1959,0,60-69
TEST,20200907,Pfizer,1,1960-1969,0,50-59
TEST,20200907,Pfizer,1,1970-1979,0,40-49
TEST,20200907,Pfizer,1,1980-1989,0,30-39
TEST,20200907,Pfizer,1,1990+,0,<30
TEST,20200907,Pfizer,1,<1940,0,80+
TEST,20200907,Pfizer,1,<1960,0,60+
TEST,20200907,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,Pfizer,2,1940-1949,0,70-79
TEST,20200907,Pfizer,2,1950-1959,0,60-69
TEST,20200907,Pfizer,2,1960-1969,0,50-59
TEST,20200907,Pfizer,2,1970-1979,0,40-49
TEST,20200907,Pfizer,2,1980-1989,0,30-39
TEST,20200907,Pfizer,2,1990+,0,<30
TEST,20200907,Pfizer,2,<1940,0,80+
TEST,20200907,Pfizer,2,<1960,0,60+
TEST,20200907,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,UKN,1,1940-1949,0,70-79
TEST,20200907,UKN,1,1950-1959,0,60-69
TEST,20200907,UKN,1,1960-1969,0,50-59
TEST,20200907,UKN,1,1970-1979,0,40-49
TEST,20200907,UKN,1,1980-1989,0,30-39
TEST,20200907,UKN,1,1990+,0,<30
TEST,20200907,UKN,1,<1940,0,80+
TEST,20200907,UKN,1,<1960,0,60+
TEST,20200907,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200907,UKN,2,1940-1949,0,70-79
TEST,20200907,UKN,2,1950-1959,0,60-69
TEST,20200907,UKN,2,1960-1969,0,50-59
TEST,20200907,UKN,2,1970-1979,0,40-49
TEST,20200907,UKN,2,1980-1989,0,30-39
TEST,20200907,UKN,2,1990+,0,<30
TEST,20200907,UKN,2,<1940,0,80+
TEST,20200907,UKN,2,<1960,0,60+
TEST,20200907,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,AstraZeneca,1,1940-1949,0,70-79
TEST,20200914,AstraZeneca,1,1950-1959,0,60-69
TEST,20200914,AstraZeneca,1,1960-1969,0,50-59
TEST,20200914,AstraZeneca,1,1970-1979,0,40-49
TEST,20200914,AstraZeneca,1,1980-1989,0,30-39
TEST,20200914,AstraZeneca,1,1990+,0,<30
TEST,20200914,AstraZeneca,1,<1940,0,80+
TEST,20200914,AstraZeneca,1,<1960,0,60+
TEST,20200914,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,AstraZeneca,2,1940-1949,0,70-79
TEST,20200914,AstraZeneca,2,1950-1959,0,60-69
TEST,20200914,AstraZeneca,2,1960-1969,0,50-59
TEST,20200914,AstraZeneca,2,1970-1979,0,40-49
TEST,20200914,AstraZeneca,2,1980-1989,0,30-39
TEST,20200914,AstraZeneca,2,1990+,0,<30
TEST,20200914,AstraZeneca,2,<1940,0,80+
TEST,20200914,AstraZeneca,2,<1960,0,60+
TEST,20200914,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,J&J,1,1940-1949,0,70-79
TEST,20200914,J&J,1,1950-1959,0,60-69
TEST,20200914,J&J,1,1960-1969,0,50-59
TEST,20200914,J&J,1,1970-1979,0,40-49
TEST,20200914,J&J,1,1980-1989,0,30-39
TEST,20200914,J&J,1,1990+,0,<30
TEST,20200914,J&J,1,<1940,0,80+
TEST,20200914,J&J,1,<1960,0,60+
TEST,20200914,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,J&J,2,1940-1949,0,70-79
TEST,20200914,J&J,2,1950-1959,0,60-69
TEST,20200914,J&J,2,1960-1969,0,50-59
TEST,20200914,J&J,2,1970-1979,0,40-49
TEST,20200914,J&J,2,1980-1989,0,30-39
TEST,20200914,J&J,2,1990+,0,<30
TEST,20200914,J&J,2,<1940,0,80+
TEST,20200914,J&J,2,<1960,0,60+
TEST,20200914,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,Moderna,1,1940-1949,0,70-79
TEST,20200914,Moderna,1,1950-1959,0,60-69
TEST,20200914,Moderna,1,1960-1969,0,50-59
TEST,20200914,Moderna,1,1970-1979,0,40-49
TEST,20200914,Moderna,1,1980-1989,0,30-39
TEST,20200914,Moderna,1,1990+,0,<30
TEST,20200914,Moderna,1,<1940,0,80+
TEST,20200914,Moderna,1,<1960,0,60+
TEST,20200914,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,Moderna,2,1940-1949,0,70-79
TEST,20200914,Moderna,2,1950-1959,0,60-69
TEST,20200914,Moderna,2,1960-1969,0,50-59
TEST,20200914,Moderna,2,1970-1979,0,40-49
TEST,20200914,Moderna,2,1980-1989,0,30-39
TEST,20200914,Moderna,2,1990+,0,<30
TEST,20200914,Moderna,2,<1940,0,80+
TEST,20200914,Moderna,2,<1960,0,60+
TEST,20200914,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,Pfizer,1,1940-1949,0,70-79
TEST,20200914,Pfizer,1,1950-1959,0,60-69
TEST,20200914,Pfizer,1,1960-1969,0,50-59
TEST,20200914,Pfizer,1,1970-1979,0,40-49
TEST,20200914,Pfizer,1,1980-1989,0,30-39
TEST,20200914,Pfizer,1,1990+,0,<30
TEST,20200914,Pfizer,1,<1940,0,80+
TEST,20200914,Pfizer,1,<1960,0,60+
TEST,20200914,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,Pfizer,2,1940-1949,0,70-79
TEST,20200914,Pfizer,2,1950-1959,0,60-69
TEST,20200914,Pfizer,2,1960-1969,0,50-59
TEST,20200914,Pfizer,2,1970-1979,0,40-49
TEST,20200914,Pfizer,2,1980-1989,0,30-39
TEST,20200914,Pfizer,2,1990+,0,<30
TEST,20200914,Pfizer,2,<1940,0,80+
TEST,20200914,Pfizer,2,<1960,0,60+
TEST,20200914,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,UKN,1,1940-1949,0,70-79
TEST,20200914,UKN,1,1950-1959,0,60-69
TEST,20200914,UKN,1,1960-1969,0,50-59
TEST,20200914,UKN,1,1970-1979,0,40-49
TEST,20200914,UKN,1,1980-1989,0,30-39
TEST,20200914,UKN,1,1990+,0,<30
TEST,20200914,UKN,1,<1940,0,80+
TEST,20200914,UKN,1,<1960,0,60+
TEST,20200914,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200914,UKN,2,1940-1949,0,70-79
TEST,20200914,UKN,2,1950-1959,0,60-69
TEST,20200914,UKN,2,1960-1969,0,50-59
TEST,20200914,UKN,2,1970-1979,0,40-49
TEST,20200914,UKN,2,1980-1989,0,30-39
TEST,20200914,UKN,2,1990+,0,<30
TEST,20200914,UKN,2,<1940,0,80+
TEST,20200914,UKN,2,<1960,0,60+
TEST,20200914,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,AstraZeneca,1,1940-1949,0,70-79
TEST,20200921,AstraZeneca,1,1950-1959,0,60-69
TEST,20200921,AstraZeneca,1,1960-1969,0,50-59
TEST,20200921,AstraZeneca,1,1970-1979,0,40-49
TEST,20200921,AstraZeneca,1,1980-1989,0,30-39
TEST,20200921,AstraZeneca,1,1990+,0,<30
TEST,20200921,AstraZeneca,1,<1940,0,80+
TEST,20200921,AstraZeneca,1,<1960,0,60+
TEST,20200921,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,AstraZeneca,2,1940-1949,0,70-79
TEST,20200921,AstraZeneca,2,1950-1959,0,60-69
TEST,20200921,AstraZeneca,2,1960-1969,0,50-59
TEST,20200921,AstraZeneca,2,1970-1979,0,40-49
TEST,20200921,AstraZeneca,2,1980-1989,0,30-39
TEST,20200921,AstraZeneca,2,1990+,0,<30
TEST,20200921,AstraZeneca,2,<1940,0,80+
TEST,20200921,AstraZeneca,2,<1960,0,60+
TEST,20200921,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,J&J,1,1940-1949,0,70-79
TEST,20200921,J&J,1,1950-1959,0,60-69
TEST,20200921,J&J,1,1960-1969,0,50-59
TEST,20200921,J&J,1,1970-1979,0,40-49
TEST,20200921,J&J,1,1980-1989,0,30-39
TEST,20200921,J&J,1,1990+,0,<30
TEST,20200921,J&J,1,<1940,0,80+
TEST,20200921,J&J,1,<1960,0,60+
TEST,20200921,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,J&J,2,1940-1949,0,70-79
TEST,20200921,J&J,2,1950-1959,0,60-69
TEST,20200921,J&J,2,1960-1969,0,50-59
TEST,20200921,J&J,2,1970-1979,0,40-49
TEST,20200921,J&J,2,1980-1989,0,30-39
TEST,20200921,J&J,2,1990+,0,<30
TEST,20200921,J&J,2,<1940,0,80+
TEST,20200921,J&J,2,<1960,0,60+
TEST,20200921,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,Moderna,1,1940-1949,0,70-79
TEST,20200921,Moderna,1,1950-1959,0,60-69
TEST,20200921,Moderna,1,1960-1969,0,50-59
TEST,20200921,Moderna,1,1970-1979,0,40-49
TEST,20200921,Moderna,1,1980-1989,0,30-39
TEST,20200921,Moderna,1,1990+,0,<30
TEST,20200921,Moderna,1,<1940,0,80+
TEST,20200921,Moderna,1,<1960,0,60+
TEST,20200921,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,Moderna,2,1940-1949,0,70-79
TEST,20200921,Moderna,2,1950-1959,0,60-69
TEST,20200921,Moderna,2,1960-1969,0,50-59
TEST,20200921,Moderna,2,1970-1979,0,40-49
TEST,20200921,Moderna,2,1980-1989,0,30-39
TEST,20200921,Moderna,2,1990+,0,<30
TEST,20200921,Moderna,2,<1940,0,80+
TEST,20200921,Moderna,2,<1960,0,60+
TEST,20200921,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,Pfizer,1,1940-1949,0,70-79
TEST,20200921,Pfizer,1,1950-1959,0,60-69
TEST,20200921,Pfizer,1,1960-1969,0,50-59
TEST,20200921,Pfizer,1,1970-1979,0,40-49
TEST,20200921,Pfizer,1,1980-1989,0,30-39
TEST,20200921,Pfizer,1,1990+,0,<30
TEST,20200921,Pfizer,1,<1940,0,80+
TEST,20200921,Pfizer,1,<1960,0,60+
TEST,20200921,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,Pfizer,2,1940-1949,0,70-79
TEST,20200921,Pfizer,2,1950-1959,0,60-69
TEST,20200921,Pfizer,2,1960-1969,0,50-59
TEST,20200921,Pfizer,2,1970-1979,0,40-49
TEST,20200921,Pfizer,2,1980-1989,0,30-39
TEST,20200921,Pfizer,2,1990+,0,<30
TEST,20200921,Pfizer,2,<1940,0,80+
TEST,20200921,Pfizer,2,<1960,0,60+
TEST,20200921,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,UKN,1,1940-1949,0,70-79
TEST,20200921,UKN,1,1950-1959,0,60-69
TEST,20200921,UKN,1,1960-1969,0,50-59
TEST,20200921,UKN,1,1970-1979,0,40-49
TEST,20200921,UKN,1,1980-1989,0,30-39
TEST,20200921,UKN,1,1990+,0,<30
TEST,20200921,UKN,1,<1940,0,80+
TEST,20200921,UKN,1,<1960,0,60+
TEST,20200921,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200921,UKN,2,1940-1949,0,70-79
TEST,20200921,UKN,2,1950-1959,0,60-69
TEST,20200921,UKN,2,1960-1969,0,50-59
TEST,20200921,UKN,2,1970-1979,0,40-49
TEST,20200921,UKN,2,1980-1989,0,30-39
TEST,20200921,UKN,2,1990+,0,<30
TEST,20200921,UKN,2,<1940,0,80+
TEST,20200921,UKN,2,<1960,0,60+
TEST,20200921,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,AstraZeneca,1,1940-1949,0,70-79
TEST,20200928,AstraZeneca,1,1950-1959,0,60-69
TEST,20200928,AstraZeneca,1,1960-1969,0,50-59
TEST,20200928,AstraZeneca,1,1970-1979,0,40-49
TEST,20200928,AstraZeneca,1,1980-1989,0,30-39
TEST,20200928,AstraZeneca,1,1990+,0,<30
TEST,20200928,AstraZeneca,1,<1940,0,80+
TEST,20200928,AstraZeneca,1,<1960,0,60+
TEST,20200928,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,AstraZeneca,2,1940-1949,0,70-79
TEST,20200928,AstraZeneca,2,1950-1959,0,60-69
TEST,20200928,AstraZeneca,2,1960-1969,0,50-59
TEST,20200928,AstraZeneca,2,1970-1979,0,40-49
TEST,20200928,AstraZeneca,2,1980-1989,0,30-39
TEST,20200928,AstraZeneca,2,1990+,0,<30
TEST,20200928,AstraZeneca,2,<1940,0,80+
TEST,20200928,AstraZeneca,2,<1960,0,60+
TEST,20200928,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,J&J,1,1940-1949,0,70-79
TEST,20200928,J&J,1,1950-1959,0,60-69
TEST,20200928,J&J,1,1960-1969,0,50-59
TEST,20200928,J&J,1,1970-1979,0,40-49
TEST,20200928,J&J,1,1980-1989,0,30-39
TEST,20200928,J&J,1,1990+,0,<30
TEST,20200928,J&J,1,<1940,0,80+
TEST,20200928,J&J,1,<1960,0,60+
TEST,20200928,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,J&J,2,1940-1949,0,70-79
TEST,20200928,J&J,2,1950-1959,0,60-69
TEST,20200928,J&J,2,1960-1969,0,50-59
TEST,20200928,J&J,2,1970-1979,0,40-49
TEST,20200928,J&J,2,1980-1989,0,30-39
TEST,20200928,J&J,2,1990+,0,<30
TEST,20200928,J&J,2,<1940,0,80+
TEST,20200928,J&J,2,<1960,0,60+
TEST,20200928,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,Moderna,1,1940-1949,0,70-79
TEST,20200928,Moderna,1,1950-1959,0,60-69
TEST,20200928,Moderna,1,1960-1969,0,50-59
TEST,20200928,Moderna,1,1970-1979,0,40-49
TEST,20200928,Moderna,1,1980-1989,0,30-39
TEST,20200928,Moderna,1,1990+,0,<30
TEST,20200928,Moderna,1,<1940,0,80+
TEST,20200928,Moderna,1,<1960,0,60+
TEST,20200928,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,Moderna,2,1940-1949,0,70-79
TEST,20200928,Moderna,2,1950-1959,0,60-69
TEST,20200928,Moderna,2,1960-1969,0,50-59
TEST,20200928,Moderna,2,1970-1979,0,40-49
TEST,20200928,Moderna,2,1980-1989,0,30-39
TEST,20200928,Moderna,2,1990+,0,<30
TEST,20200928,Moderna,2,<1940,0,80+
TEST,20200928,Moderna,2,<1960,0,60+
TEST,20200928,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20200928,Pfizer,1,1940-1949,0,70-79
TEST,20200928,Pfizer,1,1950-1959,0,60-69
TEST,20200928,Pfizer,1,1960-1969,0,50-59
TEST,20200928,Pfizer,1,1970-1979,0,40-49
TEST,20200928,Pfizer,1,1980-1989,0,30-39
TEST,20200928,Pfizer,1,1990+,0,<30
TEST,20200928,Pfizer,1,<1940,0,80+
TEST,20200928,Pfizer,1,<1960,0,60+
TEST,20200928,Pfizer,1,all_birth_cohorts,0,all_birth_cohorts
