datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20210315,none,no_dose,0-4,L3,0,0,0,9624023
TEST,20210315,Pfizer,1,30-39,L3,0,0,0,13473632.21
TEST,20210315,Pfizer,1,80+,L3,0,0,0,19248046.01
TEST,20210315,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,20210315,Pfizer,2,30-39,L3,0,0,0,33684080.52
TEST,20210322,none,no_dose,18-24,L3,0,0,0,962402.3
TEST,20210322,none,no_dose,70-79,L3,0,0,0,506527.53
TEST,20210322,none,no_dose,80+,L3,0,0,0,687430.21
TEST,20210322,none,no_dose,25-29,L3,0,0,0,1604003.83
TEST,20210322,none,no_dose,40-49,L3,0,0,0,375310.09
TEST,20210322,none,no_dose,60-69,L3,0,0,0,409532.89
TEST,20210322,none,no_dose,50-59,L3,0,0,0,326238.07
TEST,20210322,none,no_dose,12-17,L3,0,0,0,1013055.05
TEST,20210322,none,no_dose,30-39,L3,0,0,0,506527.53
TEST,20210322,Pfizer,1,40-49,L3,0,0,0,11228026.84
TEST,20210322,none,no_dose,5-11,L3,0,0,0,1013055.05
TEST,20210322,Pfizer,1,50-59,L3,0,0,0,4812011.5
TEST,20210322,none,no_dose,0-4,L3,0,0,0,9624023
TEST,20210322,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,20210322,Pfizer,1,80+,L3,0,0,0,19248046.01
TEST,20210322,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,20210329,none,no_dose,18-24,L3,0,0,0,962402.3
TEST,20210329,none,no_dose,70-79,L3,0,0,0,518216.62
TEST,20210329,none,no_dose,80+,L3,0,0,0,698115.66
TEST,20210329,none,no_dose,25-29,L3,0,0,0,1604003.83
TEST,20210329,none,no_dose,40-49,L3,0,0,0,390540.06
TEST,20210329,none,no_dose,60-69,L3,0,0,0,409532.89
TEST,20210329,none,no_dose,50-59,L3,0,0,0,326238.07
TEST,20210329,none,no_dose,12-17,L3,0,0,0,1013055.05
TEST,20210329,none,no_dose,30-39,L3,0,0,0,506527.53
TEST,20210329,Pfizer,1,40-49,L3,0,0,0,7091385.37
TEST,20210329,none,no_dose,5-11,L3,0,0,0,1013055.05
TEST,20210329,Pfizer,1,50-59,L3,0,0,0,6124378.28
TEST,20210329,Pfizer,2,50-59,L3,0,0,0,22456053.68
TEST,20210329,Pfizer,1,80+,L3,0,0,0,13473632.21
TEST,20210329,none,no_dose,0-4,L3,0,0,0,9624023
TEST,20210329,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,20210329,AstraZeneca,1,40-49,L3,0,0,0,19248046.01
TEST,20210329,AstraZeneca,1,70-79,L3,0,0,0,134736322.06
TEST,20210329,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,20210405,none,no_dose,18-24,L3,0,0,0,962402.3
TEST,20210405,none,no_dose,70-79,L3,0,0,0,534667.94
TEST,20210405,none,no_dose,80+,L3,0,0,0,748535.12
TEST,20210405,none,no_dose,25-29,L3,0,0,0,1604003.83
TEST,20210405,none,no_dose,40-49,L3,0,0,0,392817.27
TEST,20210405,none,no_dose,60-69,L3,0,0,0,409532.89
TEST,20210405,none,no_dose,50-59,L3,0,0,0,331862.86
TEST,20210405,none,no_dose,12-17,L3,0,0,0,1013055.05
TEST,20210405,none,no_dose,30-39,L3,0,0,0,506527.53
TEST,20210405,Pfizer,1,40-49,L3,0,0,0,6416015.34
TEST,20210405,none,no_dose,5-11,L3,0,0,0,1013055.05
TEST,20210405,Pfizer,1,50-59,L3,0,0,0,4812011.5
TEST,20210405,Pfizer,1,80+,L3,0,0,0,5858100.96
TEST,20210405,Pfizer,2,50-59,L3,0,0,0,19248046.01
TEST,20210405,none,no_dose,0-4,L3,0,0,0,9624023
TEST,20210405,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,20210405,AstraZeneca,1,40-49,L3,0,0,0,19248046.01
TEST,20210405,AstraZeneca,1,70-79,L3,0,0,0,19248046.01
TEST,20210405,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,20200106,none,no_dose,all_birth_cohorts,L3,0,0,0,49681.53
TEST,20200113,none,no_dose,all_birth_cohorts,L3,0,0,0,50032.05
TEST,20200120,none,no_dose,all_birth_cohorts,L3,0,0,0,50125.12
TEST,20200127,none,no_dose,all_birth_cohorts,L3,0,0,0,50125.12
TEST,20200203,none,no_dose,all_birth_cohorts,L3,0,0,0,50125.12
TEST,20200210,none,no_dose,all_birth_cohorts,L3,0,0,0,50255.99
TEST,20200217,none,no_dose,all_birth_cohorts,L3,0,0,0,50255.99
TEST,20200224,none,no_dose,all_birth_cohorts,L3,0,0,0,50368.72
TEST,20200302,none,no_dose,all_birth_cohorts,L3,0,0,0,50387.55
TEST,20200309,none,no_dose,all_birth_cohorts,L3,0,0,0,50463.04
TEST,20200316,none,no_dose,all_birth_cohorts,L3,0,0,0,50633.72
TEST,20200323,none,no_dose,all_birth_cohorts,L3,0,0,0,50652.75
TEST,20200330,none,no_dose,all_birth_cohorts,L3,0,0,0,50709.94
TEST,20200406,none,no_dose,all_birth_cohorts,L3,0,0,0,50882.3
TEST,20200413,none,no_dose,all_birth_cohorts,L3,0,0,0,50920.76
TEST,20200420,none,no_dose,all_birth_cohorts,L3,0,0,0,50920.76
TEST,20200427,none,no_dose,all_birth_cohorts,L3,0,0,0,51075.18
TEST,20200504,none,no_dose,all_birth_cohorts,L3,0,0,0,51191.61
TEST,20200511,none,no_dose,all_birth_cohorts,L3,0,0,0,51308.58
TEST,20200518,none,no_dose,all_birth_cohorts,L3,0,0,0,51328.12
TEST,20200525,none,no_dose,all_birth_cohorts,L3,1,13946.16,353.09,77703.04
TEST,20200601,none,no_dose,all_birth_cohorts,L3,0,0,0,51465.36
TEST,20200608,none,no_dose,all_birth_cohorts,L3,0,0,0,51465.36
TEST,20200615,none,no_dose,all_birth_cohorts,L3,1,14048.08,355.67,78270.87
TEST,20200622,none,no_dose,all_birth_cohorts,L3,0,0,0,51941.53
TEST,20200629,none,no_dose,all_birth_cohorts,L3,0,0,0,52021.75
TEST,20200706,none,no_dose,all_birth_cohorts,L3,0,0,0,52082.07
TEST,20200713,none,no_dose,all_birth_cohorts,L3,0,0,0,52203.15
TEST,20200720,none,no_dose,all_birth_cohorts,L3,0,0,0,52304.47
TEST,20200727,none,no_dose,all_birth_cohorts,L3,0,0,0,52304.47
TEST,20200803,none,no_dose,all_birth_cohorts,L3,0,0,0,52304.47
TEST,20200810,none,no_dose,all_birth_cohorts,L3,0,0,0,52345.11
TEST,20200817,none,no_dose,all_birth_cohorts,L3,0,0,0,52446.99
TEST,20200824,none,no_dose,all_birth_cohorts,L3,0,0,0,52446.99
TEST,20200831,none,no_dose,all_birth_cohorts,L3,0,0,0,52508.31
TEST,20200907,none,no_dose,all_birth_cohorts,L3,0,0,0,52734.37
TEST,20200914,none,no_dose,all_birth_cohorts,L3,0,0,0,52734.37
TEST,20200921,none,no_dose,all_birth_cohorts,L3,1,14306.7,362.21,79711.82
TEST,20200928,none,no_dose,all_birth_cohorts,L3,0,0,0,52879.25
TEST,20201005,none,no_dose,all_birth_cohorts,L3,0,0,0,53024.92
TEST,20201012,none,no_dose,all_birth_cohorts,L3,0,0,0,53087.6
TEST,20201019,none,no_dose,all_birth_cohorts,L3,0,0,0,53488.02
TEST,20201026,none,no_dose,all_birth_cohorts,L3,0,0,0,53765.49
TEST,20201102,none,no_dose,all_birth_cohorts,L3,0,0,0,53916.1
TEST,20201109,none,no_dose,all_birth_cohorts,L3,0,0,0,54024.19
TEST,20201116,none,no_dose,all_birth_cohorts,L3,0,0,0,54067.54
TEST,20201123,none,no_dose,all_birth_cohorts,L3,0,0,0,54089.25
TEST,20201130,none,no_dose,all_birth_cohorts,L3,0,0,0,54329.16
TEST,20201207,none,no_dose,all_birth_cohorts,L3,0,0,0,54637.6
TEST,20201214,none,no_dose,all_birth_cohorts,L3,0,0,0,54837.74
TEST,20201221,none,no_dose,all_birth_cohorts,L3,0,0,0,54949.56
TEST,20201228,none,no_dose,all_birth_cohorts,L3,0,0,0,54994.42
TEST,20210104,none,no_dose,all_birth_cohorts,L3,0,0,0,55061.84
TEST,20210104,Pfizer,1,all_birth_cohorts,L3,0,0,0,44912107.35
TEST,20210111,none,no_dose,all_birth_cohorts,L3,0,0,0,55151.99
TEST,20210111,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,20210118,none,no_dose,all_birth_cohorts,L3,0,0,0,55151.99
TEST,20210118,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,20210125,none,no_dose,all_birth_cohorts,L3,0,0,0,55174.58
TEST,20210125,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,20210201,none,no_dose,all_birth_cohorts,L3,0,0,0,55469.87
TEST,20210201,Pfizer,1,all_birth_cohorts,L3,0,0,0,16842040.26
TEST,20210208,none,no_dose,all_birth_cohorts,L3,0,0,0,55791.44
TEST,20210208,Pfizer,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,20210215,none,no_dose,all_birth_cohorts,L3,0,0,0,55953.62
TEST,20210215,Pfizer,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,20210222,none,no_dose,all_birth_cohorts,L3,1,15168.19,384.03,84511.74
TEST,20210222,Pfizer,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,20210301,none,no_dose,all_birth_cohorts,L3,0,0,0,56327.89
TEST,20210301,Pfizer,1,all_birth_cohorts,L3,0,0,0,7485351.23
TEST,20210308,none,no_dose,all_birth_cohorts,L3,0,0,0,56922.82
TEST,20210308,Pfizer,1,all_birth_cohorts,L3,0,0,0,3742675.61
TEST,20210315,none,no_dose,all_birth_cohorts,L3,0,0,0,57579.62
TEST,20210315,Pfizer,1,all_birth_cohorts,L3,0,0,0,2694726.44
TEST,20210315,Pfizer,2,all_birth_cohorts,L3,0,0,0,33684080.52
TEST,20210322,none,no_dose,all_birth_cohorts,L3,0,0,0,57752.39
TEST,20210322,Pfizer,1,all_birth_cohorts,L3,0,0,0,2495117.08
TEST,20210322,Pfizer,2,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,20210329,none,no_dose,all_birth_cohorts,L3,0,0,0,58327.41
TEST,20210329,Pfizer,1,all_birth_cohorts,L3,0,0,0,2323040.04
TEST,20210329,Pfizer,2,all_birth_cohorts,L3,0,0,0,10364332.47
TEST,20210329,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,16842040.26
TEST,20210405,none,no_dose,all_birth_cohorts,L3,0,0,0,59094.88
TEST,20210405,Pfizer,1,all_birth_cohorts,L3,0,0,0,1705523.06
TEST,20210405,Pfizer,2,all_birth_cohorts,L3,0,0,0,9624023
TEST,20210405,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,20200106,none,no_dose,0-59,L3,0,0,0,75779.71
TEST,20200113,none,no_dose,0-59,L3,0,0,0,76467.83
TEST,20200120,none,no_dose,0-59,L3,0,0,0,76685.44
TEST,20200127,none,no_dose,0-59,L3,0,0,0,76685.44
TEST,20200203,none,no_dose,0-59,L3,0,0,0,76685.44
TEST,20200210,none,no_dose,0-59,L3,0,0,0,76992.18
TEST,20200217,none,no_dose,0-59,L3,0,0,0,76992.18
TEST,20200224,none,no_dose,0-59,L3,0,0,0,77257.07
TEST,20200302,none,no_dose,0-59,L3,0,0,0,77301.39
TEST,20200309,none,no_dose,0-59,L3,0,0,0,77479.2
TEST,20200316,none,no_dose,0-59,L3,0,0,0,77613.09
TEST,20200323,none,no_dose,0-59,L3,0,0,0,77613.09
TEST,20200330,none,no_dose,0-59,L3,0,0,0,77747.44
TEST,20200406,none,no_dose,0-59,L3,0,0,0,77927.31
TEST,20200413,none,no_dose,0-59,L3,0,0,0,77927.31
TEST,20200420,none,no_dose,0-59,L3,0,0,0,77927.31
TEST,20200427,none,no_dose,0-59,L3,0,0,0,78153.32
TEST,20200504,none,no_dose,0-59,L3,0,0,0,78244.09
TEST,20200511,none,no_dose,0-59,L3,0,0,0,78517.67
TEST,20200518,none,no_dose,0-59,L3,0,0,0,78563.45
TEST,20200525,none,no_dose,0-59,L3,1,21372.15,541.1,119077.98
TEST,20200601,none,no_dose,0-59,L3,0,0,0,78885.43
TEST,20200608,none,no_dose,0-59,L3,0,0,0,78885.43
TEST,20200615,none,no_dose,0-59,L3,1,21535.97,545.24,119990.73
TEST,20200622,none,no_dose,0-59,L3,0,0,0,79678.49
TEST,20200629,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200706,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200713,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200720,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200727,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200803,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200810,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200817,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200824,none,no_dose,0-59,L3,0,0,0,79867.41
TEST,20200831,none,no_dose,0-59,L3,0,0,0,80009.69
TEST,20200907,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20200914,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20200921,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20200928,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20201005,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20201012,none,no_dose,0-59,L3,0,0,0,80535.76
TEST,20201019,none,no_dose,0-59,L3,0,0,0,80632.15
TEST,20201026,none,no_dose,0-59,L3,0,0,0,81020.04
TEST,20201102,none,no_dose,0-59,L3,0,0,0,81215.38
TEST,20201109,none,no_dose,0-59,L3,0,0,0,81215.38
TEST,20201116,none,no_dose,0-59,L3,0,0,0,81215.38
TEST,20201123,none,no_dose,0-59,L3,0,0,0,81215.38
TEST,20201130,none,no_dose,0-59,L3,0,0,0,81460.9
TEST,20201207,none,no_dose,0-59,L3,0,0,0,82156.29
TEST,20201214,none,no_dose,0-59,L3,0,0,0,82609.64
TEST,20201221,none,no_dose,0-59,L3,0,0,0,82863.67
TEST,20201228,none,no_dose,0-59,L3,0,0,0,82965.72
TEST,20210104,none,no_dose,0-59,L3,0,0,0,83119.26
TEST,20210104,Pfizer,1,0-59,L3,0,0,0,44912107.35
TEST,20210111,none,no_dose,0-59,L3,0,0,0,83324.87
TEST,20210111,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,20210118,none,no_dose,0-59,L3,0,0,0,83324.87
TEST,20210118,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,20210125,none,no_dose,0-59,L3,0,0,0,83376.44
TEST,20210125,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,20210201,none,no_dose,0-59,L3,0,0,0,83843.39
TEST,20210201,Pfizer,1,0-59,L3,0,0,0,16842040.26
TEST,20210208,none,no_dose,0-59,L3,0,0,0,84421.25
TEST,20210208,Pfizer,1,0-59,L3,0,0,0,9624023
TEST,20210215,none,no_dose,0-59,L3,0,0,0,84421.25
TEST,20210215,Pfizer,1,0-59,L3,0,0,0,9624023
TEST,20210222,none,no_dose,0-59,L3,0,0,0,84421.25
TEST,20210222,Pfizer,1,0-59,L3,0,0,0,9624023
TEST,20210301,none,no_dose,0-59,L3,0,0,0,84633.37
TEST,20210301,Pfizer,1,0-59,L3,0,0,0,7485351.23
TEST,20210308,none,no_dose,0-59,L3,0,0,0,85601.22
TEST,20210308,Pfizer,1,0-59,L3,0,0,0,4346332.97
TEST,20210315,none,no_dose,0-59,L3,0,0,0,86982.78
TEST,20210315,Pfizer,1,0-59,L3,0,0,0,3133402.84
TEST,20210315,Pfizer,2,0-59,L3,0,0,0,33684080.52
TEST,20210322,none,no_dose,0-59,L3,0,0,0,87377.64
TEST,20210322,Pfizer,1,0-59,L3,0,0,0,2866730.26
TEST,20210322,Pfizer,2,0-59,L3,0,0,0,19248046.01
TEST,20210329,none,no_dose,0-59,L3,0,0,0,88178.22
TEST,20210329,Pfizer,1,0-59,L3,0,0,0,2807006.71
TEST,20210329,Pfizer,2,0-59,L3,0,0,0,10364332.47
TEST,20210329,AstraZeneca,1,0-59,L3,0,0,0,19248046.01
TEST,20210405,none,no_dose,0-59,L3,0,0,0,88700.67
TEST,20210405,Pfizer,1,0-59,L3,0,0,0,2406005.75
TEST,20210405,Pfizer,2,0-59,L3,0,0,0,9624023
TEST,20210405,AstraZeneca,1,0-59,L3,0,0,0,19248046.01
TEST,20200106,none,no_dose,60+,L3,0,0,0,144257.3
TEST,20200113,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200120,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200127,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200203,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200210,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200217,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200224,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200302,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200309,none,no_dose,60+,L3,0,0,0,144722.15
TEST,20200316,none,no_dose,60+,L3,0,0,0,145660.89
TEST,20200323,none,no_dose,60+,L3,0,0,0,145818.53
TEST,20200330,none,no_dose,60+,L3,0,0,0,145818.53
TEST,20200406,none,no_dose,60+,L3,0,0,0,146611.88
TEST,20200413,none,no_dose,60+,L3,0,0,0,146931.65
TEST,20200420,none,no_dose,60+,L3,0,0,0,146931.65
TEST,20200427,none,no_dose,60+,L3,0,0,0,147413.92
TEST,20200504,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200511,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200518,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200525,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200601,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200608,none,no_dose,60+,L3,0,0,0,148061.89
TEST,20200615,none,no_dose,60+,L3,0,0,0,149044.6
TEST,20200622,none,no_dose,60+,L3,0,0,0,149209.66
TEST,20200629,none,no_dose,60+,L3,0,0,0,149209.66
TEST,20200706,none,no_dose,60+,L3,0,0,0,149707.02
TEST,20200713,none,no_dose,60+,L3,0,0,0,150711.77
TEST,20200720,none,no_dose,60+,L3,0,0,0,151559.42
TEST,20200727,none,no_dose,60+,L3,0,0,0,151559.42
TEST,20200803,none,no_dose,60+,L3,0,0,0,151559.42
TEST,20200810,none,no_dose,60+,L3,0,0,0,151901.15
TEST,20200817,none,no_dose,60+,L3,0,0,0,152762.27
TEST,20200824,none,no_dose,60+,L3,0,0,0,152762.27
TEST,20200831,none,no_dose,60+,L3,0,0,0,152762.27
TEST,20200907,none,no_dose,60+,L3,0,0,0,152762.27
TEST,20200914,none,no_dose,60+,L3,0,0,0,152762.27
TEST,20200921,none,no_dose,60+,L3,1,41505.68,1050.83,231254.86
TEST,20200928,none,no_dose,60+,L3,0,0,0,153984.37
TEST,20201005,none,no_dose,60+,L3,0,0,0,155226.18
TEST,20201012,none,no_dose,60+,L3,0,0,0,155764.53
TEST,20201019,none,no_dose,60+,L3,0,0,0,158887.17
TEST,20201026,none,no_dose,60+,L3,0,0,0,159829.56
TEST,20201102,none,no_dose,60+,L3,0,0,0,160400.38
TEST,20201109,none,no_dose,60+,L3,0,0,0,161360.86
TEST,20201116,none,no_dose,60+,L3,0,0,0,161748.29
TEST,20201123,none,no_dose,60+,L3,0,0,0,161942.69
TEST,20201130,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20201207,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20201214,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20201221,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20201228,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20210104,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20210111,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20210118,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20210125,none,no_dose,60+,L3,0,0,0,163119.03
TEST,20210201,none,no_dose,60+,L3,0,0,0,163912.8
TEST,20210208,none,no_dose,60+,L3,0,0,0,164513.21
TEST,20210215,none,no_dose,60+,L3,0,0,0,165931.43
TEST,20210222,none,no_dose,60+,L3,1,44981.53,1138.83,250621.03
TEST,20210301,none,no_dose,60+,L3,0,0,0,168420.4
TEST,20210308,none,no_dose,60+,L3,0,0,0,169907.09
TEST,20210308,Pfizer,1,60+,L3,0,0,0,26947264.41
TEST,20210315,none,no_dose,60+,L3,0,0,0,170336.69
TEST,20210315,Pfizer,1,60+,L3,0,0,0,19248046.01
TEST,20210322,none,no_dose,60+,L3,0,0,0,170336.69
TEST,20210322,Pfizer,1,60+,L3,0,0,0,19248046.01
TEST,20210329,none,no_dose,60+,L3,0,0,0,172297.09
TEST,20210329,Pfizer,1,60+,L3,0,0,0,13473632.21
TEST,20210329,AstraZeneca,1,60+,L3,0,0,0,134736322.06
TEST,20210405,none,no_dose,60+,L3,0,0,0,177051.67
TEST,20210405,Pfizer,1,60+,L3,0,0,0,5858100.96
TEST,20210405,AstraZeneca,1,60+,L3,0,0,0,19248046.01
TEST,20200106,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200106,none,no_dose,40-49,L4,0,0,0,315541.74
TEST,20200106,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200106,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200106,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200106,none,no_dose,60-69,L4,0,0,0,374267.56
TEST,20200106,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200106,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200106,none,no_dose,30-39,L4,0,0,0,447628.98
TEST,20200106,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200106,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200113,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200113,none,no_dose,40-49,L4,0,0,0,319280.38
TEST,20200113,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200113,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200113,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200113,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200113,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200113,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200113,none,no_dose,30-39,L4,0,0,0,464608.01
TEST,20200113,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200113,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200120,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200120,none,no_dose,40-49,L4,0,0,0,320800.77
TEST,20200120,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200120,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200120,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200120,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200120,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200120,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200120,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200120,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200120,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200127,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200127,none,no_dose,40-49,L4,0,0,0,320800.77
TEST,20200127,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200127,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200127,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200127,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200127,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200127,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200127,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200127,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200127,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200203,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200203,none,no_dose,40-49,L4,0,0,0,320800.77
TEST,20200203,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200203,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200203,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200203,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200203,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200203,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200203,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200203,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200203,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200210,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200210,none,no_dose,40-49,L4,0,0,0,326238.07
TEST,20200210,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200210,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200210,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200210,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200210,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200210,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200210,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200210,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200210,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200217,none,no_dose,18-24,L4,0,0,0,874911.18
TEST,20200217,none,no_dose,40-49,L4,0,0,0,326238.07
TEST,20200217,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200217,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200217,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200217,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200217,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200217,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200217,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200217,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200217,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200224,none,no_dose,18-24,L4,0,0,0,910380.55
TEST,20200224,none,no_dose,40-49,L4,0,0,0,326238.07
TEST,20200224,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200224,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200224,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200224,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200224,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200224,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200224,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200224,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200224,none,no_dose,0-4,L4,0,0,0,4812011.5
TEST,20200302,none,no_dose,18-24,L4,0,0,0,916573.62
TEST,20200302,none,no_dose,40-49,L4,0,0,0,326238.07
TEST,20200302,none,no_dose,80+,L4,0,0,0,520217.46
TEST,20200302,none,no_dose,70-79,L4,0,0,0,427734.36
TEST,20200302,none,no_dose,25-29,L4,0,0,0,1480618.92
TEST,20200302,none,no_dose,60-69,L4,0,0,0,377412.67
TEST,20200302,none,no_dose,50-59,L4,0,0,0,274972.09
TEST,20200302,none,no_dose,12-17,L4,0,0,0,874911.18
TEST,20200302,none,no_dose,30-39,L4,0,0,0,469464.54
TEST,20200302,none,no_dose,5-11,L4,0,0,0,1013055.05
TEST,20200302,none,no_dose,0-4,L4,0,0,0,4812011.5
