datasource,week,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,20200224,none,no_dose,1990+,L3,0,0,0,12276.66,<30
TEST,20200224,none,no_dose,1940-1949,L3,0,0,0,23970.17,70-79
TEST,20200224,none,no_dose,1970-1979,L3,0,0,0,16274.47,40-49
TEST,20200224,none,no_dose,1950-1959,L3,0,0,0,20355.99,60-69
TEST,20200224,none,no_dose,1980-1989,L3,0,0,0,24918.87,30-39
TEST,20200224,none,no_dose,<1940,L3,0,0,0,27435.62,80+
TEST,20200302,none,no_dose,1960-1969,L3,0,0,0,15344.07,50-59
TEST,20200302,none,no_dose,1990+,L3,0,0,0,12312.56,<30
TEST,20200302,none,no_dose,1940-1949,L3,0,0,0,24047.18,70-79
TEST,20200302,none,no_dose,1970-1979,L3,0,0,0,16284.3,40-49
TEST,20200302,none,no_dose,1950-1959,L3,0,0,0,20380.63,60-69
TEST,20200302,none,no_dose,1980-1989,L3,0,0,0,24960.42,30-39
TEST,20200302,none,no_dose,<1940,L3,0,0,0,27497.21,80+
TEST,20200309,none,no_dose,1960-1969,L3,0,0,0,15356.32,50-59
TEST,20200309,none,no_dose,1990+,L3,0,0,0,12335.1,<30
TEST,20200309,none,no_dose,1940-1949,L3,0,0,0,24133.32,70-79
TEST,20200309,none,no_dose,1970-1979,L3,0,0,0,16286.27,40-49
TEST,20200309,none,no_dose,1950-1959,L3,0,0,0,20389.88,60-69
TEST,20200309,none,no_dose,1980-1989,L3,0,0,0,24965.04,30-39
TEST,20200309,none,no_dose,<1940,L3,0,0,0,27643.89,80+
TEST,20200316,none,no_dose,1960-1969,L3,0,0,0,15368.58,50-59
TEST,20200316,none,no_dose,1990+,L3,0,0,0,12349.8,<30
TEST,20200316,none,no_dose,1940-1949,L3,0,0,0,24150.62,70-79
TEST,20200316,none,no_dose,1970-1979,L3,0,0,0,16315.85,40-49
TEST,20200316,none,no_dose,1950-1959,L3,0,0,0,20389.88,60-69
TEST,20200316,none,no_dose,1980-1989,L3,0,0,0,24974.3,30-39
TEST,20200316,none,no_dose,<1940,L3,0,0,0,27734.94,80+
TEST,20200323,none,no_dose,1960-1969,L3,0,0,0,15386.13,50-59
TEST,20200323,none,no_dose,1990+,L3,0,0,0,12364.53,<30
TEST,20200323,none,no_dose,1940-1949,L3,0,0,0,24215.73,70-79
TEST,20200323,none,no_dose,1970-1979,L3,0,0,0,16337.62,40-49
TEST,20200323,none,no_dose,1950-1959,L3,0,0,0,20396.05,60-69
TEST,20200323,none,no_dose,1980-1989,L3,0,0,0,25071.89,30-39
TEST,20200323,none,no_dose,<1940,L3,0,0,0,27763.51,80+
TEST,20200330,none,no_dose,1960-1969,L3,0,0,0,15386.13,50-59
TEST,20200330,none,no_dose,1990+,L3,0,0,0,12381.58,<30
TEST,20200330,none,no_dose,1940-1949,L3,0,0,0,24307.47,70-79
TEST,20200330,none,no_dose,1970-1979,L3,0,0,0,16343.56,40-49
TEST,20200330,none,no_dose,1950-1959,L3,0,0,0,20411.5,60-69
TEST,20200330,none,no_dose,1980-1989,L3,0,0,0,25179.65,30-39
TEST,20200330,none,no_dose,<1940,L3,0,0,0,27815.1,80+
TEST,20200406,none,no_dose,1960-1969,L3,0,0,0,15409,50-59
TEST,20200406,none,no_dose,1990+,L3,0,0,0,12398.67,<30
TEST,20200406,none,no_dose,1940-1949,L3,0,0,0,24333.81,70-79
TEST,20200406,none,no_dose,1970-1979,L3,0,0,0,16377.33,40-49
TEST,20200406,none,no_dose,1950-1959,L3,0,0,0,20411.5,60-69
TEST,20200406,none,no_dose,1980-1989,L3,0,0,0,25231.52,30-39
TEST,20200406,none,no_dose,<1940,L3,0,0,0,27855.35,80+
TEST,20200413,none,no_dose,1960-1969,L3,0,0,0,15435.48,50-59
TEST,20200413,none,no_dose,1990+,L3,0,0,0,12408.94,<30
TEST,20200413,none,no_dose,1940-1949,L3,0,0,0,24342.61,70-79
TEST,20200413,none,no_dose,1970-1979,L3,0,0,0,16395.27,40-49
TEST,20200413,none,no_dose,1950-1959,L3,0,0,0,20439.37,60-69
TEST,20200413,none,no_dose,1980-1989,L3,0,0,0,25312.1,30-39
TEST,20200413,none,no_dose,<1940,L3,0,0,0,27913.06,80+
TEST,20200420,none,no_dose,1960-1969,L3,0,0,0,15437.25,50-59
TEST,20200420,none,no_dose,1990+,L3,0,0,0,12445.62,<30
TEST,20200420,none,no_dose,1940-1949,L3,1,6616.85,167.52,36866.72,70-79
TEST,20200420,none,no_dose,1970-1979,L3,0,0,0,16411.25,40-49
TEST,20200420,none,no_dose,1950-1959,L3,0,0,0,20501.57,60-69
TEST,20200420,none,no_dose,1980-1989,L3,0,0,0,25326.38,30-39
TEST,20200420,none,no_dose,<1940,L3,0,0,0,27942,80+
TEST,20200427,none,no_dose,1960-1969,L3,0,0,0,15467.38,50-59
TEST,20200427,none,no_dose,1990+,L3,0,0,0,12461.74,<30
TEST,20200427,none,no_dose,1940-1949,L3,1,6627.65,167.8,36926.92,70-79
TEST,20200427,none,no_dose,1970-1979,L3,0,0,0,16433.26,40-49
TEST,20200427,none,no_dose,1950-1959,L3,0,0,0,20520.3,60-69
TEST,20200427,none,no_dose,1980-1989,L3,0,0,0,25326.38,30-39
TEST,20200427,none,no_dose,<1940,L3,0,0,0,27976.81,80+
TEST,20200504,none,no_dose,1960-1969,L3,0,0,0,15472.71,50-59
TEST,20200504,none,no_dose,1990+,L3,0,0,0,12467.5,<30
TEST,20200504,none,no_dose,1940-1949,L3,0,0,0,24493.06,70-79
TEST,20200504,none,no_dose,1970-1979,L3,0,0,0,16461.37,40-49
TEST,20200504,none,no_dose,1950-1959,L3,0,0,0,20535.94,60-69
TEST,20200504,none,no_dose,1980-1989,L3,0,0,0,25354.97,30-39
TEST,20200504,none,no_dose,<1940,L3,0,0,0,28005.89,80+
TEST,20200511,none,no_dose,1960-1969,L3,0,0,0,15483.37,50-59
TEST,20200511,none,no_dose,1990+,L3,0,0,0,12485.99,<30
TEST,20200511,none,no_dose,1940-1949,L3,0,0,0,24586.92,70-79
TEST,20200511,none,no_dose,1970-1979,L3,0,0,0,16491.59,40-49
TEST,20200511,none,no_dose,1950-1959,L3,0,0,0,20579.86,60-69
TEST,20200511,none,no_dose,1980-1989,L3,0,0,0,25450.76,30-39
TEST,20200511,none,no_dose,<1940,L3,0,0,0,28163.95,80+
TEST,20200518,none,no_dose,1960-1969,L3,0,0,0,15504.76,50-59
TEST,20200518,none,no_dose,1990+,L3,0,0,0,12499.89,<30
TEST,20200518,none,no_dose,1940-1949,L3,0,0,0,24681.5,70-79
TEST,20200518,none,no_dose,1970-1979,L3,0,0,0,16558.48,40-49
TEST,20200518,none,no_dose,1950-1959,L3,0,0,0,20630.27,60-69
TEST,20200518,none,no_dose,1980-1989,L3,0,0,0,25494.1,30-39
TEST,20200518,none,no_dose,<1940,L3,0,0,0,28341.67,80+
TEST,20200525,none,no_dose,1960-1969,L3,0,0,0,15510.11,50-59
TEST,20200525,none,no_dose,1990+,L3,0,0,0,12530.11,<30
TEST,20200525,none,no_dose,1940-1949,L3,0,0,0,24758.6,70-79
TEST,20200525,none,no_dose,1970-1979,L3,0,0,0,16582.93,40-49
TEST,20200525,none,no_dose,1950-1959,L3,1,5599.42,141.76,31197.96,60-69
TEST,20200525,none,no_dose,1980-1989,L3,1,6921.55,175.24,38564.39,30-39
TEST,20200525,none,no_dose,<1940,L3,0,0,0,28389.45,80+
TEST,20200601,none,no_dose,1960-1969,L3,0,0,0,15527.98,50-59
TEST,20200601,none,no_dose,1990+,L3,0,0,0,12548.79,<30
TEST,20200601,none,no_dose,1940-1949,L3,0,0,0,24772.26,70-79
TEST,20200601,none,no_dose,1970-1979,L3,0,0,0,16627.96,40-49
TEST,20200601,none,no_dose,1950-1959,L3,0,0,0,20693.64,60-69
TEST,20200601,none,no_dose,1980-1989,L3,0,0,0,25561.81,30-39
TEST,20200601,none,no_dose,<1940,L3,0,0,0,28407.41,80+
TEST,20200608,none,no_dose,1960-1969,L3,0,0,0,15547.69,50-59
TEST,20200608,none,no_dose,1990+,L3,0,0,0,12571.03,<30
TEST,20200608,none,no_dose,1940-1949,L3,0,0,0,24772.26,70-79
TEST,20200608,none,no_dose,1970-1979,L3,0,0,0,16671.16,40-49
TEST,20200608,none,no_dose,1950-1959,L3,0,0,0,20715.92,60-69
TEST,20200608,none,no_dose,1980-1989,L3,0,0,0,25561.81,30-39
TEST,20200608,none,no_dose,<1940,L3,0,0,0,28431.38,80+
TEST,20200615,none,no_dose,1960-1969,L3,0,0,0,15554.87,50-59
TEST,20200615,none,no_dose,1990+,L3,0,0,0,12588.65,<30
TEST,20200615,none,no_dose,1940-1949,L3,0,0,0,24781.37,70-79
TEST,20200615,none,no_dose,1970-1979,L3,0,0,0,16706.3,40-49
TEST,20200615,none,no_dose,1950-1959,L3,0,0,0,20735.04,60-69
TEST,20200615,none,no_dose,1980-1989,L3,0,0,0,25561.81,30-39
TEST,20200615,none,no_dose,<1940,L3,0,0,0,28473.44,80+
TEST,20200622,none,no_dose,1960-1969,L3,0,0,0,15560.26,50-59
TEST,20200622,none,no_dose,1990+,L3,0,0,0,12598.07,<30
TEST,20200622,none,no_dose,1940-1949,L3,0,0,0,24817.89,70-79
TEST,20200622,none,no_dose,1970-1979,L3,0,0,0,16722.89,40-49
TEST,20200622,none,no_dose,1950-1959,L3,0,0,0,20744.62,60-69
TEST,20200622,none,no_dose,1980-1989,L3,0,0,0,25586.08,30-39
TEST,20200622,none,no_dose,<1940,L3,0,0,0,28667.3,80+
TEST,20200629,none,no_dose,1960-1969,L3,0,0,0,15576.45,50-59
TEST,20200629,none,no_dose,1990+,L3,0,0,0,12619.31,<30
TEST,20200629,none,no_dose,1940-1949,L3,0,0,0,24900.45,70-79
TEST,20200629,none,no_dose,1970-1979,L3,0,0,0,16731.2,40-49
TEST,20200629,none,no_dose,1950-1959,L3,0,0,0,20770.21,60-69
TEST,20200629,none,no_dose,1980-1989,L3,0,0,0,25595.81,30-39
TEST,20200629,none,no_dose,<1940,L3,0,0,0,28752.95,80+
TEST,20200706,none,no_dose,1960-1969,L3,0,0,0,15596.29,50-59
TEST,20200706,none,no_dose,1990+,L3,0,0,0,12626.4,<30
TEST,20200706,none,no_dose,1940-1949,L3,0,0,0,24965.04,70-79
TEST,20200706,none,no_dose,1970-1979,L3,0,0,0,16745.75,40-49
TEST,20200706,none,no_dose,1950-1959,L3,0,0,0,20811.91,60-69
TEST,20200706,none,no_dose,1980-1989,L3,0,0,0,25600.67,30-39
TEST,20200706,none,no_dose,<1940,L3,0,0,0,28851.46,80+
TEST,20200713,none,no_dose,1960-1969,L3,0,0,0,15610.74,50-59
TEST,20200713,none,no_dose,1990+,L3,0,0,0,12640.62,<30
TEST,20200713,none,no_dose,1940-1949,L3,0,0,0,25020.67,70-79
TEST,20200713,none,no_dose,1970-1979,L3,0,0,0,16774.94,40-49
TEST,20200713,none,no_dose,1950-1959,L3,0,0,0,20840.89,60-69
TEST,20200713,none,no_dose,1980-1989,L3,0,0,0,25708.13,30-39
TEST,20200713,none,no_dose,<1940,L3,0,0,0,28969.32,80+
TEST,20200720,none,no_dose,1960-1969,L3,0,0,0,15634.29,50-59
TEST,20200720,none,no_dose,1990+,L3,0,0,0,12663.19,<30
TEST,20200720,none,no_dose,1940-1949,L3,0,0,0,25085.89,70-79
TEST,20200720,none,no_dose,1970-1979,L3,0,0,0,16781.21,40-49
TEST,20200720,none,no_dose,1950-1959,L3,0,0,0,20899.07,60-69
TEST,20200720,none,no_dose,1980-1989,L3,0,0,0,25747.43,30-39
TEST,20200720,none,no_dose,<1940,L3,0,0,0,29031.74,80+
TEST,20200727,none,no_dose,1960-1969,L3,0,0,0,15636.11,50-59
TEST,20200727,none,no_dose,1990+,L3,0,0,0,12678.68,<30
TEST,20200727,none,no_dose,1940-1949,L3,0,0,0,25128,70-79
TEST,20200727,none,no_dose,1970-1979,L3,0,0,0,16795.85,40-49
TEST,20200727,none,no_dose,1950-1959,L3,0,0,0,20947.81,60-69
TEST,20200727,none,no_dose,1980-1989,L3,0,0,0,25767.13,30-39
TEST,20200727,none,no_dose,<1940,L3,0,0,0,29151.09,80+
TEST,20200803,none,no_dose,1960-1969,L3,0,0,0,15643.37,50-59
TEST,20200803,none,no_dose,1990+,L3,0,0,0,12698.99,<30
TEST,20200803,none,no_dose,1940-1949,L3,0,0,0,25128,70-79
TEST,20200803,none,no_dose,1970-1979,L3,0,0,0,16833.62,40-49
TEST,20200803,none,no_dose,1950-1959,L3,0,0,0,20967.37,60-69
TEST,20200803,none,no_dose,1980-1989,L3,0,0,0,25851.17,30-39
TEST,20200803,none,no_dose,<1940,L3,0,0,0,29195.3,80+
TEST,20200810,none,no_dose,1960-1969,L3,0,0,0,15656.09,50-59
TEST,20200810,none,no_dose,1990+,L3,0,0,0,12732.6,<30
TEST,20200810,none,no_dose,1940-1949,L3,0,0,0,25132.68,70-79
TEST,20200810,none,no_dose,1970-1979,L3,0,0,0,16852.57,40-49
TEST,20200810,none,no_dose,1950-1959,L3,0,0,0,21003.32,60-69
TEST,20200810,none,no_dose,1980-1989,L3,0,0,0,25925.79,30-39
TEST,20200810,none,no_dose,<1940,L3,0,0,0,29271.41,80+
TEST,20200817,none,no_dose,1960-1969,L3,0,0,0,15674.3,50-59
TEST,20200817,none,no_dose,1990+,L3,0,0,0,12771.22,<30
TEST,20200817,none,no_dose,1940-1949,L3,0,0,0,25226.8,70-79
TEST,20200817,none,no_dose,1970-1979,L3,0,0,0,16899.07,40-49
TEST,20200817,none,no_dose,1950-1959,L3,0,0,0,21022.99,60-69
TEST,20200817,none,no_dose,1980-1989,L3,0,0,0,25975.77,30-39
TEST,20200817,none,no_dose,<1940,L3,0,0,0,29418.41,80+
TEST,20200824,none,no_dose,1960-1969,L3,0,0,0,15705.36,50-59
TEST,20200824,none,no_dose,1990+,L3,0,0,0,12795.47,<30
TEST,20200824,none,no_dose,1940-1949,L3,0,0,0,25226.8,70-79
TEST,20200824,none,no_dose,1970-1979,L3,0,0,0,16916.05,40-49
TEST,20200824,none,no_dose,1950-1959,L3,0,0,0,21072.31,60-69
TEST,20200824,none,no_dose,1980-1989,L3,0,0,0,26046.07,30-39
TEST,20200824,none,no_dose,<1940,L3,0,0,0,29521.54,80+
TEST,20200831,none,no_dose,1960-1969,L3,0,0,0,15747.58,50-59
TEST,20200831,none,no_dose,1990+,L3,0,0,0,12836.92,<30
TEST,20200831,none,no_dose,1940-1949,L3,0,0,0,25240.97,70-79
TEST,20200831,none,no_dose,1970-1979,L3,0,0,0,16967.17,40-49
TEST,20200831,none,no_dose,1950-1959,L3,0,0,0,21161.67,60-69
TEST,20200831,none,no_dose,1980-1989,L3,0,0,0,26116.75,30-39
TEST,20200831,none,no_dose,<1940,L3,0,0,0,29534.49,80+
TEST,20200907,none,no_dose,1960-1969,L3,0,0,0,15762.32,50-59
TEST,20200907,none,no_dose,1990+,L3,0,0,0,12877.41,<30
TEST,20200907,none,no_dose,1940-1949,L3,0,0,0,25259.9,70-79
TEST,20200907,none,no_dose,1970-1979,L3,0,0,0,17007.87,40-49
TEST,20200907,none,no_dose,1950-1959,L3,0,0,0,21231.69,60-69
TEST,20200907,none,no_dose,1980-1989,L3,0,0,0,26116.75,30-39
TEST,20200907,none,no_dose,<1940,L3,0,0,0,29605.87,80+
TEST,20200914,none,no_dose,1960-1969,L3,0,0,0,15782.63,50-59
TEST,20200914,none,no_dose,1990+,L3,0,0,0,12900.84,<30
TEST,20200914,none,no_dose,1940-1949,L3,0,0,0,25269.38,70-79
TEST,20200914,none,no_dose,1970-1979,L3,0,0,0,17057.39,40-49
TEST,20200914,none,no_dose,1950-1959,L3,0,0,0,21292.09,60-69
TEST,20200914,none,no_dose,1980-1989,L3,0,0,0,26142.09,30-39
TEST,20200914,none,no_dose,<1940,L3,0,0,0,29658.01,80+
TEST,20200921,none,no_dose,1960-1969,L3,0,0,0,15815.98,50-59
TEST,20200921,none,no_dose,1990+,L3,0,0,0,12918.15,<30
TEST,20200921,none,no_dose,1940-1949,L3,1,6877.24,174.12,38317.51,70-79
TEST,20200921,none,no_dose,1970-1979,L3,1,4626.93,117.14,25779.61,40-49
TEST,20200921,none,no_dose,1950-1959,L3,0,0,0,21315.67,60-69
TEST,20200921,none,no_dose,1980-1989,L3,0,0,0,26233.71,30-39
TEST,20200921,none,no_dose,<1940,L3,0,0,0,29671.07,80+
TEST,20200928,none,no_dose,1960-1969,L3,0,0,0,15847.6,50-59
TEST,20200928,none,no_dose,1990+,L3,0,0,0,12967.88,<30
TEST,20200928,none,no_dose,1940-1949,L3,0,0,0,25393.2,70-79
TEST,20200928,none,no_dose,1970-1979,L3,0,0,0,17100.69,40-49
TEST,20200928,none,no_dose,1950-1959,L3,0,0,0,21346.06,60-69
TEST,20200928,none,no_dose,1980-1989,L3,0,0,0,26336.26,30-39
TEST,20200928,none,no_dose,<1940,L3,0,0,0,29795.74,80+
TEST,20201005,none,no_dose,1960-1969,L3,0,0,0,15905.6,50-59
TEST,20201005,none,no_dose,1990+,L3,0,0,0,13001.67,<30
TEST,20201005,none,no_dose,1940-1949,L3,0,0,0,25426.75,70-79
TEST,20201005,none,no_dose,1970-1979,L3,0,0,0,17120.24,40-49
TEST,20201005,none,no_dose,1950-1959,L3,0,0,0,21369.76,60-69
TEST,20201005,none,no_dose,1980-1989,L3,0,0,0,26403.36,30-39
TEST,20201005,none,no_dose,<1940,L3,0,0,0,29881.64,80+
TEST,20201012,none,no_dose,1960-1969,L3,0,0,0,15937.58,50-59
TEST,20201012,none,no_dose,1990+,L3,0,0,0,13082.47,<30
TEST,20201012,none,no_dose,1940-1949,L3,0,0,0,25494.1,70-79
TEST,20201012,none,no_dose,1970-1979,L3,0,0,0,17126.77,40-49
TEST,20201012,none,no_dose,1950-1959,L3,0,0,0,21386.72,60-69
TEST,20201012,none,no_dose,1980-1989,L3,0,0,0,26439.62,30-39
TEST,20201012,none,no_dose,<1940,L3,0,0,0,29981.38,80+
TEST,20201019,none,no_dose,1960-1969,L3,0,0,0,15975.38,50-59
TEST,20201019,none,no_dose,1990+,L3,0,0,0,13129.64,<30
TEST,20201019,none,no_dose,1940-1949,L3,0,0,0,25503.75,70-79
TEST,20201019,none,no_dose,1970-1979,L3,0,0,0,17146.39,40-49
TEST,20201019,none,no_dose,1950-1959,L3,0,0,0,21430.94,60-69
TEST,20201019,none,no_dose,1980-1989,L3,0,0,0,26460.39,30-39
TEST,20201019,none,no_dose,<1940,L3,0,0,0,30068.36,80+
TEST,20201026,none,no_dose,1960-1969,L3,0,0,0,16009.54,50-59
TEST,20201026,none,no_dose,1990+,L3,0,0,0,13177.15,<30
TEST,20201026,none,no_dose,1940-1949,L3,0,0,0,25556.97,70-79
TEST,20201026,none,no_dose,1970-1979,L3,0,0,0,17163.86,40-49
TEST,20201026,none,no_dose,1950-1959,L3,0,0,0,21458.25,60-69
TEST,20201026,none,no_dose,1980-1989,L3,0,0,0,26549.03,30-39
TEST,20201026,none,no_dose,<1940,L3,0,0,0,30122.14,80+
TEST,20201102,none,no_dose,1960-1969,L3,0,0,0,16038.13,50-59
TEST,20201102,none,no_dose,1990+,L3,0,0,0,13223.7,<30
TEST,20201102,none,no_dose,1940-1949,L3,0,0,0,25620.14,70-79
TEST,20201102,none,no_dose,1970-1979,L3,0,0,0,17245.15,40-49
TEST,20201102,none,no_dose,1950-1959,L3,0,0,0,21478.77,60-69
TEST,20201102,none,no_dose,1980-1989,L3,0,0,0,26585.7,30-39
TEST,20201102,none,no_dose,<1940,L3,0,0,0,30182.87,80+
TEST,20201109,none,no_dose,1960-1969,L3,0,0,0,16091.76,50-59
TEST,20201109,none,no_dose,1990+,L3,0,0,0,13277.13,<30
TEST,20201109,none,no_dose,1940-1949,L3,0,0,0,25668.95,70-79
TEST,20201109,none,no_dose,1970-1979,L3,0,0,0,17296.06,40-49
TEST,20201109,none,no_dose,1950-1959,L3,0,0,0,21523.37,60-69
TEST,20201109,none,no_dose,1980-1989,L3,0,0,0,26596.19,30-39
TEST,20201109,none,no_dose,<1940,L3,0,0,0,30264.22,80+
TEST,20201116,none,no_dose,1960-1969,L3,0,0,0,16126.43,50-59
TEST,20201116,none,no_dose,1990+,L3,0,0,0,13360.07,<30
TEST,20201116,none,no_dose,1940-1949,L3,0,0,0,25713.04,70-79
TEST,20201116,none,no_dose,1970-1979,L3,0,0,0,17324.97,40-49
TEST,20201116,none,no_dose,1950-1959,L3,0,0,0,21533.69,60-69
TEST,20201116,none,no_dose,1980-1989,L3,0,0,0,26701.61,30-39
TEST,20201116,none,no_dose,<1940,L3,1,8215.25,207.99,45772.44,80+
TEST,20201123,none,no_dose,1960-1969,L3,0,0,0,16165.13,50-59
TEST,20201123,none,no_dose,1990+,L3,0,0,0,13393.27,<30
TEST,20201123,none,no_dose,1940-1949,L3,0,0,0,25772.06,70-79
TEST,20201123,none,no_dose,1970-1979,L3,0,0,0,17389.82,40-49
TEST,20201123,none,no_dose,1950-1959,L3,0,0,0,21568.16,60-69
TEST,20201123,none,no_dose,1980-1989,L3,0,0,0,26845.25,30-39
TEST,20201123,none,no_dose,<1940,L3,0,0,0,30393.94,80+
TEST,20201130,none,no_dose,1960-1969,L3,0,0,0,16227.43,50-59
TEST,20201130,none,no_dose,1990+,L3,0,0,0,13409.27,<30
TEST,20201130,none,no_dose,1940-1949,L3,0,0,0,25871.03,70-79
TEST,20201130,none,no_dose,1970-1979,L3,0,0,0,17416.79,40-49
TEST,20201130,none,no_dose,1950-1959,L3,0,0,0,21578.53,60-69
TEST,20201130,none,no_dose,1980-1989,L3,0,0,0,26893.48,30-39
TEST,20201130,none,no_dose,<1940,L3,0,0,0,30455.77,80+
TEST,20201207,none,no_dose,1960-1969,L3,0,0,0,16264.65,50-59
TEST,20201207,none,no_dose,1990+,L3,0,0,0,13448.08,<30
TEST,20201207,none,no_dose,1940-1949,L3,0,0,0,25905.85,70-79
TEST,20201207,none,no_dose,1970-1979,L3,0,0,0,17448.37,40-49
TEST,20201207,none,no_dose,1950-1959,L3,0,0,0,21602.75,60-69
TEST,20201207,none,no_dose,1980-1989,L3,0,0,0,26958.05,30-39
TEST,20201207,none,no_dose,<1940,L3,1,8278.56,209.59,46125.18,80+
TEST,20201214,none,no_dose,1960-1969,L3,0,0,0,16286.27,50-59
TEST,20201214,none,no_dose,1990+,L3,0,0,0,13468.24,<30
TEST,20201214,none,no_dose,1940-1949,L3,0,0,0,25920.8,70-79
TEST,20201214,none,no_dose,1970-1979,L3,0,0,0,17489.14,40-49
TEST,20201214,none,no_dose,1950-1959,L3,0,0,0,21602.75,60-69
TEST,20201214,none,no_dose,1980-1989,L3,0,0,0,27071.79,30-39
TEST,20201214,none,no_dose,<1940,L3,0,0,0,30691.65,80+
TEST,20201221,none,no_dose,1960-1969,L3,0,0,0,16337.62,50-59
TEST,20201221,none,no_dose,1990+,L3,0,0,0,13508.75,<30
TEST,20201221,none,no_dose,1940-1949,L3,0,0,0,25940.76,70-79
TEST,20201221,none,no_dose,1970-1979,L3,0,0,0,17523.26,40-49
TEST,20201221,none,no_dose,1950-1959,L3,0,0,0,21647.87,60-69
TEST,20201221,none,no_dose,1980-1989,L3,0,0,0,27142.69,30-39
TEST,20201221,none,no_dose,<1940,L3,0,0,0,30754.7,80+
TEST,20201228,none,no_dose,1960-1969,L3,0,0,0,16373.35,50-59
TEST,20201228,none,no_dose,1990+,L3,0,0,0,13531.82,<30
TEST,20201228,none,no_dose,1940-1949,L3,0,0,0,25965.76,70-79
TEST,20201228,none,no_dose,1970-1979,L3,0,0,0,17530.1,40-49
TEST,20201228,none,no_dose,1950-1959,L3,0,0,0,21759.74,60-69
TEST,20201228,none,no_dose,1980-1989,L3,0,0,0,27224.96,30-39
TEST,20201228,none,no_dose,<1940,L3,0,0,0,30938.31,80+
TEST,20201228,Pfizer,1,1980-1989,L3,0,0,0,134736322.06,30-39
TEST,20201228,Pfizer,1,<1940,L3,0,0,0,67368161.03,80+
TEST,20201228,Pfizer,1,1950-1959,L3,0,0,0,44912107.35,60-69
TEST,20201228,Pfizer,1,1960-1969,L3,0,0,0,134736322.06,50-59
TEST,20210104,none,no_dose,1960-1969,L3,0,0,0,16517.88,50-59
TEST,20210104,none,no_dose,1990+,L3,0,0,0,13579.55,<30
TEST,20210104,none,no_dose,1940-1949,L3,0,0,0,26046.07,70-79
TEST,20210104,none,no_dose,1970-1979,L3,0,0,0,17626.42,40-49
TEST,20210104,none,no_dose,1950-1959,L3,0,0,0,21904.78,60-69
TEST,20210104,Pfizer,1,1970-1979,L3,0,0,0,4812011.5,40-49
TEST,20210104,none,no_dose,1980-1989,L3,0,0,0,27402.14,30-39
TEST,20210104,none,no_dose,<1940,L3,0,0,0,31312.18,80+
TEST,20210104,Pfizer,1,1980-1989,L3,0,0,0,4990234.15,30-39
TEST,20210104,Pfizer,1,1960-1969,L3,0,0,0,3062189.14,50-59
TEST,20210104,Pfizer,1,<1940,L3,0,0,0,3286251.76,80+
TEST,20210104,Pfizer,1,1950-1959,L3,0,0,0,4346332.97,60-69
TEST,20210104,Pfizer,1,1990+,L3,0,0,0,8421020.13,<30
TEST,20210104,Pfizer,1,1940-1949,L3,0,0,0,67368161.03,70-79
TEST,20210111,none,no_dose,1960-1969,L3,0,0,0,16698.02,50-59
TEST,20210111,none,no_dose,1990+,L3,0,0,0,13678.81,<30
TEST,20210111,none,no_dose,1940-1949,L3,0,0,0,26259.27,70-79
TEST,20210111,none,no_dose,1970-1979,L3,0,0,0,17796.37,40-49
TEST,20210111,none,no_dose,1950-1959,L3,0,0,0,22211.72,60-69
TEST,20210111,Pfizer,1,1970-1979,L3,0,0,0,1497070.25,40-49
TEST,20210111,Pfizer,1,1950-1959,L3,0,0,0,1531094.57,60-69
TEST,20210111,none,no_dose,1980-1989,L3,0,0,0,27723.52,30-39
TEST,20210111,none,no_dose,<1940,L3,0,0,0,31732.53,80+
TEST,20210111,Pfizer,1,<1940,L3,0,0,0,1548693.36,80+
TEST,20210111,Pfizer,1,1980-1989,L3,0,0,0,1796484.29,30-39
TEST,20210111,Pfizer,1,1960-1969,L3,0,0,0,1113523.32,50-59
TEST,20210111,Pfizer,1,1990+,L3,0,0,0,2495117.08,<30
TEST,20210111,Pfizer,1,1940-1949,L3,0,0,0,5182166.23,70-79
TEST,20210118,none,no_dose,1960-1969,L3,0,0,0,16856.79,50-59
TEST,20210118,none,no_dose,1990+,L3,0,0,0,13772.5,<30
TEST,20210118,none,no_dose,1940-1949,L3,0,0,0,26331.12,70-79
TEST,20210118,none,no_dose,1970-1979,L3,0,0,0,17988.83,40-49
TEST,20210118,none,no_dose,1950-1959,L3,0,0,0,22422.42,60-69
TEST,20210118,Pfizer,1,1970-1979,L3,0,0,0,847398.25,40-49
TEST,20210118,Pfizer,1,1950-1959,L3,0,0,0,1122802.68,60-69
TEST,20210118,none,no_dose,1980-1989,L3,0,0,0,27843.84,30-39
TEST,20210118,none,no_dose,<1940,L3,0,0,0,31935.61,80+
TEST,20210118,Pfizer,1,<1940,L3,0,0,0,1418277.07,80+
TEST,20210118,Pfizer,1,1980-1989,L3,0,0,0,1585133.2,30-39
TEST,20210118,Pfizer,1,1960-1969,L3,0,0,0,811664.59,50-59
TEST,20210118,Pfizer,1,1990+,L3,0,0,0,1772846.34,<30
TEST,20210118,Moderna,1,1980-1989,L3,0,0,0,33684080.52,30-39
TEST,20210118,Pfizer,1,1940-1949,L3,0,0,0,3849609.2,70-79
TEST,20210118,Moderna,1,1960-1969,L3,0,0,0,26947264.41,50-59
TEST,20210118,Pfizer,2,1950-1959,L3,0,0,0,134736322.06,60-69
