datasource,week,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,20210125,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210125,Pfizer,2,1950-1959,L3,0,0,0,8421020.13,60-69
TEST,20210125,Pfizer,2,1970-1979,L3,0,0,0,14970702.45,40-49
TEST,20210125,Moderna,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210125,Pfizer,1,<1940,L3,0,0,0,7925666,80+
TEST,20210125,Pfizer,2,<1940,L3,0,0,0,33684080.52,80+
TEST,20210125,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210125,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210201,none,no_dose,1960-1969,L3,0,0,0,58504.7,50-59
TEST,20210201,none,no_dose,1970-1979,L3,0,0,0,68014.3,40-49
TEST,20210201,none,no_dose,1940-1949,L3,0,0,0,93372.36,70-79
TEST,20210201,none,no_dose,1980-1989,L3,0,0,0,101381.73,30-39
TEST,20210201,none,no_dose,1990+,L3,0,0,0,50255.99,<30
TEST,20210201,none,no_dose,<1940,L3,1,27483.07,695.81,153125.87,80+
TEST,20210201,none,no_dose,1950-1959,L3,0,0,0,74030.95,60-69
TEST,20210201,Pfizer,1,1970-1979,L3,0,0,0,5389452.88,40-49
TEST,20210201,Pfizer,2,1970-1979,L3,0,0,0,4346332.97,40-49
TEST,20210201,Pfizer,2,1960-1969,L3,0,0,0,5858100.96,50-59
TEST,20210201,Pfizer,1,1950-1959,L3,0,0,0,5614013.42,60-69
TEST,20210201,Pfizer,2,1980-1989,L3,0,0,0,5389452.88,30-39
TEST,20210201,Pfizer,2,1950-1959,L3,0,0,0,4210510.06,60-69
TEST,20210201,Pfizer,1,1960-1969,L3,0,0,0,5389452.88,50-59
TEST,20210201,Pfizer,2,1990+,L3,0,0,0,9624023,<30
TEST,20210201,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210201,Pfizer,1,1980-1989,L3,0,0,0,13473632.21,30-39
TEST,20210201,Moderna,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210201,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210201,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210201,Pfizer,1,1940-1949,L3,0,0,0,33684080.52,70-79
TEST,20210201,Pfizer,2,1940-1949,L3,0,0,0,44912107.35,70-79
TEST,20210201,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210201,Pfizer,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210201,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210208,none,no_dose,1960-1969,L3,0,0,0,59068.97,50-59
TEST,20210208,none,no_dose,1970-1979,L3,0,0,0,68394.07,40-49
TEST,20210208,none,no_dose,1940-1949,L3,0,0,0,94353.17,70-79
TEST,20210208,none,no_dose,1980-1989,L3,0,0,0,102227.86,30-39
TEST,20210208,none,no_dose,1990+,L3,0,0,0,50519.81,<30
TEST,20210208,none,no_dose,<1940,L3,0,0,0,102305.48,80+
TEST,20210208,none,no_dose,1950-1959,L3,0,0,0,74604.83,60-69
TEST,20210208,Pfizer,2,1970-1979,L3,0,0,0,2641888.67,40-49
TEST,20210208,Pfizer,2,1960-1969,L3,0,0,0,4210510.06,50-59
TEST,20210208,Pfizer,2,1950-1959,L3,0,0,0,2591083.12,60-69
TEST,20210208,Pfizer,1,1970-1979,L3,0,0,0,22456053.68,40-49
TEST,20210208,Pfizer,2,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,20210208,AstraZeneca,1,1960-1969,L3,0,0,0,33684080.52,50-59
TEST,20210208,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,20210208,Pfizer,1,1950-1959,L3,0,0,0,7485351.23,60-69
TEST,20210208,Pfizer,2,1990+,L3,0,0,0,6416015.34,<30
TEST,20210208,Moderna,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210208,Pfizer,1,1980-1989,L3,0,0,0,11228026.84,30-39
TEST,20210208,AstraZeneca,1,1990+,L3,0,0,0,44912107.35,<30
TEST,20210208,Moderna,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210208,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210208,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210208,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210208,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210208,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210215,none,no_dose,1960-1969,L3,0,0,0,60311.69,50-59
TEST,20210215,none,no_dose,1970-1979,L3,0,0,0,70029.27,40-49
TEST,20210215,none,no_dose,1940-1949,L3,0,0,0,94618.2,70-79
TEST,20210215,none,no_dose,1980-1989,L3,0,0,0,103088.23,30-39
TEST,20210215,none,no_dose,1990+,L3,0,0,0,50709.94,<30
TEST,20210215,none,no_dose,<1940,L3,0,0,0,102852.15,80+
TEST,20210215,none,no_dose,1950-1959,L3,0,0,0,74895.12,60-69
TEST,20210215,Pfizer,2,1970-1979,L3,0,0,0,2406005.75,40-49
TEST,20210215,Pfizer,2,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,20210215,Pfizer,2,1950-1959,L3,0,0,0,2406005.75,60-69
TEST,20210215,AstraZeneca,1,1970-1979,L3,0,0,0,7091385.37,40-49
TEST,20210215,AstraZeneca,1,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,20210215,Pfizer,2,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,20210215,Pfizer,1,1960-1969,L3,0,0,0,3962833,50-59
TEST,20210215,Pfizer,2,1990+,L3,0,0,0,6416015.34,<30
TEST,20210215,Moderna,1,1980-1989,L3,0,0,0,134736322.06,30-39
TEST,20210215,Moderna,2,1980-1989,L3,0,0,0,22456053.68,30-39
TEST,20210215,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,20210215,AstraZeneca,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210215,Pfizer,1,1940-1949,L3,0,0,0,33684080.52,70-79
TEST,20210215,Moderna,1,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210215,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210215,Pfizer,1,1950-1959,L3,0,0,0,6416015.34,60-69
TEST,20210215,Moderna,1,1950-1959,L3,0,0,0,33684080.52,60-69
TEST,20210215,Moderna,2,1950-1959,L3,0,0,0,44912107.35,60-69
TEST,20210215,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210215,Pfizer,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210215,Pfizer,1,1970-1979,L3,0,0,0,7925666,40-49
TEST,20210215,AstraZeneca,1,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210215,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210222,none,no_dose,1960-1969,L3,0,0,0,61523.43,50-59
TEST,20210222,none,no_dose,1970-1979,L3,0,0,0,72361.08,40-49
TEST,20210222,none,no_dose,1940-1949,L3,0,0,0,94951.6,70-79
TEST,20210222,none,no_dose,1980-1989,L3,0,0,0,104043.49,30-39
TEST,20210222,none,no_dose,1990+,L3,0,0,0,50940.01,<30
TEST,20210222,none,no_dose,<1940,L3,0,0,0,104365.86,80+
TEST,20210222,none,no_dose,1950-1959,L3,0,0,0,75822.35,60-69
TEST,20210222,Pfizer,2,1970-1979,L3,0,0,0,2406005.75,40-49
TEST,20210222,Pfizer,2,1960-1969,L3,0,0,0,3545692.69,50-59
TEST,20210222,Pfizer,1,<1940,L3,0,0,0,12248756.55,80+
TEST,20210222,Pfizer,1,1990+,L3,0,0,0,33684080.52,<30
TEST,20210222,Pfizer,2,1950-1959,L3,0,0,0,2363795.12,60-69
TEST,20210222,AstraZeneca,1,1970-1979,L3,0,0,0,2694726.44,40-49
TEST,20210222,AstraZeneca,1,1960-1969,L3,0,0,0,3368408.05,50-59
TEST,20210222,Pfizer,2,1980-1989,L3,0,0,0,4812011.5,30-39
TEST,20210222,Pfizer,1,1960-1969,L3,0,0,0,3454777.49,50-59
TEST,20210222,Pfizer,2,1990+,L3,0,0,0,6416015.34,<30
TEST,20210222,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210222,Pfizer,1,1980-1989,L3,0,0,0,6736816.1,30-39
TEST,20210222,AstraZeneca,1,1990+,L3,0,0,0,13473632.21,<30
TEST,20210222,Pfizer,1,1950-1959,L3,0,0,0,4210510.06,60-69
TEST,20210222,AstraZeneca,1,1980-1989,L3,0,0,0,16842040.26,30-39
TEST,20210222,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210222,Moderna,1,1950-1959,L3,0,0,0,26947264.41,60-69
TEST,20210222,Pfizer,1,1970-1979,L3,0,0,0,4082918.85,40-49
TEST,20210222,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210222,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210222,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210222,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210222,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210222,Moderna,1,1970-1979,L3,0,0,0,26947264.41,40-49
TEST,20210301,none,no_dose,1960-1969,L3,1,16933.24,428.71,94345.98,50-59
TEST,20210301,none,no_dose,1970-1979,L3,0,0,0,73828.12,40-49
TEST,20210301,none,no_dose,1940-1949,L3,0,0,0,95287.36,70-79
TEST,20210301,none,no_dose,1980-1989,L3,0,0,0,104934.83,30-39
TEST,20210301,none,no_dose,1990+,L3,0,0,0,51465.36,<30
TEST,20210301,none,no_dose,<1940,L3,0,0,0,107789.06,80+
TEST,20210301,none,no_dose,1950-1959,L3,0,0,0,76079.23,60-69
TEST,20210301,Pfizer,2,1970-1979,L3,0,0,0,2406005.75,40-49
TEST,20210301,Pfizer,2,1960-1969,L3,0,0,0,2866730.26,50-59
TEST,20210301,Pfizer,1,<1940,L3,0,0,0,2994140.49,80+
TEST,20210301,Pfizer,1,1990+,L3,0,0,0,6416015.34,<30
TEST,20210301,Pfizer,2,1950-1959,L3,0,0,0,1796484.29,60-69
TEST,20210301,AstraZeneca,1,1970-1979,L3,0,0,0,1749822.36,40-49
TEST,20210301,AstraZeneca,1,1960-1969,L3,0,0,0,1952700.32,50-59
TEST,20210301,Pfizer,2,1980-1989,L3,0,0,0,4346332.97,30-39
TEST,20210301,Pfizer,1,1960-1969,L3,0,0,0,4491210.74,50-59
TEST,20210301,Pfizer,2,1990+,L3,0,0,0,6416015.34,<30
TEST,20210301,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210301,Pfizer,1,1980-1989,L3,0,0,0,7485351.23,30-39
TEST,20210301,AstraZeneca,1,1990+,L3,0,0,0,9624023,<30
TEST,20210301,Pfizer,1,1950-1959,L3,0,0,0,8421020.13,60-69
TEST,20210301,AstraZeneca,1,1980-1989,L3,0,0,0,7485351.23,30-39
TEST,20210301,Pfizer,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210301,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210301,Pfizer,1,1970-1979,L3,0,0,0,3641522.22,40-49
TEST,20210301,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210301,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210301,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210301,Pfizer,2,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210301,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210301,Moderna,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210308,none,no_dose,1960-1969,L3,0,0,0,64190.72,50-59
TEST,20210308,none,no_dose,1970-1979,L3,0,0,0,74275.81,40-49
TEST,20210308,none,no_dose,1940-1949,L3,0,0,0,95489.95,70-79
TEST,20210308,none,no_dose,1980-1989,L3,0,0,0,105841.57,30-39
TEST,20210308,none,no_dose,1990+,L3,0,0,0,51583.58,<30
TEST,20210308,none,no_dose,<1940,L3,0,0,0,120948.22,80+
TEST,20210308,none,no_dose,1950-1959,L3,0,0,0,76467.83,60-69
TEST,20210308,Pfizer,2,1970-1979,L3,0,0,0,2138671.78,40-49
TEST,20210308,AstraZeneca,1,1960-1969,L3,0,0,0,1247558.54,50-59
TEST,20210308,Pfizer,2,1960-1969,L3,0,0,0,2363795.12,50-59
TEST,20210308,Pfizer,1,<1940,L3,0,0,0,761222.16,80+
TEST,20210308,Pfizer,1,1990+,L3,0,0,0,6416015.34,<30
TEST,20210308,Pfizer,2,1950-1959,L3,0,0,0,1749822.36,60-69
TEST,20210308,AstraZeneca,1,1970-1979,L3,0,0,0,1749822.36,40-49
TEST,20210308,Pfizer,2,1980-1989,L3,0,0,0,3849609.2,30-39
TEST,20210308,Pfizer,1,1960-1969,L3,0,0,0,5182166.23,50-59
TEST,20210308,Pfizer,2,1990+,L3,0,0,0,6416015.34,<30
TEST,20210308,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210308,Pfizer,1,1980-1989,L3,0,0,0,6736816.1,30-39
TEST,20210308,AstraZeneca,1,1990+,L3,0,0,0,9624023,<30
TEST,20210308,Pfizer,1,1950-1959,L3,0,0,0,9624023,60-69
TEST,20210308,Pfizer,1,1940-1949,L3,0,0,0,22456053.68,70-79
TEST,20210308,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210308,Pfizer,2,1940-1949,L3,0,0,0,12248756.55,70-79
TEST,20210308,Moderna,1,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210308,Pfizer,1,1970-1979,L3,0,0,0,3849609.2,40-49
TEST,20210308,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210308,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210308,Moderna,2,1950-1959,L3,0,0,0,19248046.01,60-69
TEST,20210308,AstraZeneca,1,1950-1959,L3,0,0,0,134736322.06,60-69
TEST,20210308,Moderna,1,1960-1969,L3,0,0,0,44912107.35,50-59
TEST,20210308,Moderna,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210308,Moderna,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210315,none,no_dose,1960-1969,L3,0,0,0,65027.18,50-59
TEST,20210315,none,no_dose,1970-1979,L3,0,0,0,74770.43,40-49
TEST,20210315,none,no_dose,1940-1949,L3,0,0,0,96515.99,70-79
TEST,20210315,none,no_dose,1980-1989,L3,0,0,0,106342.8,30-39
TEST,20210315,none,no_dose,1990+,L3,0,0,0,51623.11,<30
TEST,20210315,none,no_dose,<1940,L3,0,0,0,141381.24,80+
TEST,20210315,none,no_dose,1950-1959,L3,0,0,0,77837.27,60-69
TEST,20210315,Pfizer,2,1970-1979,L3,0,0,0,1663411.38,40-49
TEST,20210315,AstraZeneca,1,1960-1969,L3,0,0,0,1132238,50-59
TEST,20210315,Pfizer,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,20210315,AstraZeneca,1,1940-1949,L3,0,0,0,26947264.41,70-79
TEST,20210315,Moderna,1,1960-1969,L3,0,0,0,13473632.21,50-59
TEST,20210315,Pfizer,1,<1940,L3,0,0,0,408291.89,80+
TEST,20210315,Pfizer,1,1990+,L3,0,0,0,8982421.47,<30
TEST,20210315,Pfizer,2,1950-1959,L3,0,0,0,1548693.36,60-69
TEST,20210315,Moderna,1,1990+,L3,0,0,0,16842040.26,<30
TEST,20210315,AstraZeneca,1,1970-1979,L3,0,0,0,1604003.83,40-49
TEST,20210315,Moderna,1,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210315,Pfizer,2,1980-1989,L3,0,0,0,3849609.2,30-39
TEST,20210315,Pfizer,1,1960-1969,L3,0,0,0,5389452.88,50-59
TEST,20210315,Pfizer,2,1990+,L3,0,0,0,4990234.15,<30
TEST,20210315,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210315,Pfizer,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210315,AstraZeneca,1,1990+,L3,0,0,0,9624023,<30
TEST,20210315,Pfizer,1,1940-1949,L3,0,0,0,14970702.45,70-79
TEST,20210315,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210315,Pfizer,2,1940-1949,L3,0,0,0,9624023,70-79
TEST,20210315,Moderna,1,1950-1959,L3,0,0,0,10364332.47,60-69
TEST,20210315,Moderna,2,1950-1959,L3,0,0,0,16842040.26,60-69
TEST,20210315,Pfizer,1,1970-1979,L3,0,0,0,6736816.1,40-49
TEST,20210315,Pfizer,1,1950-1959,L3,0,0,0,33684080.52,60-69
TEST,20210315,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210315,Pfizer,2,<1940,L3,0,0,0,9624023,80+
TEST,20210315,AstraZeneca,1,1950-1959,L3,0,0,0,10364332.47,60-69
TEST,20210315,Moderna,2,1970-1979,L3,0,0,0,134736322.06,40-49
TEST,20210322,none,no_dose,1960-1969,L3,0,0,0,65247.61,50-59
TEST,20210322,none,no_dose,1970-1979,L3,0,0,0,76036.3,40-49
TEST,20210322,none,no_dose,1940-1949,L3,0,0,0,102461.08,70-79
TEST,20210322,none,no_dose,1980-1989,L3,0,0,0,106595.19,30-39
TEST,20210322,none,no_dose,1990+,L3,0,0,0,51742.06,<30
TEST,20210322,none,no_dose,<1940,L3,0,0,0,153109.46,80+
TEST,20210322,Pfizer,1,<1940,L3,0,0,0,372199.78,80+
TEST,20210322,none,no_dose,1950-1959,L3,0,0,0,78426.26,60-69
TEST,20210322,Pfizer,2,1970-1979,L3,0,0,0,1531094.57,40-49
TEST,20210322,AstraZeneca,1,1940-1949,L3,0,0,0,2323040.04,70-79
TEST,20210322,Moderna,1,1950-1959,L3,0,0,0,7485351.23,60-69
TEST,20210322,AstraZeneca,1,1960-1969,L3,0,0,0,1132238,50-59
TEST,20210322,Pfizer,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,20210322,Moderna,1,1960-1969,L3,0,0,0,9624023,50-59
TEST,20210322,Pfizer,2,<1940,L3,0,0,0,2749720.86,80+
TEST,20210322,Pfizer,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210322,Pfizer,2,1950-1959,L3,0,0,0,1480618.92,60-69
TEST,20210322,Moderna,1,1990+,L3,0,0,0,9624023,<30
TEST,20210322,AstraZeneca,1,1970-1979,L3,0,0,0,1604003.83,40-49
TEST,20210322,Moderna,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,20210322,Pfizer,2,1980-1989,L3,0,0,0,3849609.2,30-39
TEST,20210322,Moderna,1,<1940,L3,0,0,0,33684080.52,80+
TEST,20210322,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,20210322,Pfizer,2,1990+,L3,0,0,0,3849609.2,<30
TEST,20210322,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210322,Pfizer,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210322,AstraZeneca,1,1990+,L3,0,0,0,9624023,<30
TEST,20210322,Pfizer,1,1940-1949,L3,0,0,0,12248756.55,70-79
TEST,20210322,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210322,Moderna,1,1940-1949,L3,0,0,0,19248046.01,70-79
TEST,20210322,Pfizer,2,1940-1949,L3,0,0,0,9624023,70-79
TEST,20210322,Moderna,2,1950-1959,L3,0,0,0,9624023,60-69
TEST,20210322,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210322,Pfizer,1,1970-1979,L3,0,0,0,5614013.42,40-49
TEST,20210322,AstraZeneca,1,1950-1959,L3,0,0,0,9624023,60-69
TEST,20210322,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210329,none,no_dose,1960-1969,L3,0,0,0,65437.75,50-59
TEST,20210329,none,no_dose,1970-1979,L3,0,0,0,76641.82,40-49
TEST,20210329,none,no_dose,1940-1949,L3,0,0,0,115060.91,70-79
TEST,20210329,none,no_dose,1980-1989,L3,0,0,0,107103.59,30-39
TEST,20210329,none,no_dose,1990+,L3,0,0,0,51761.94,<30
TEST,20210329,none,no_dose,<1940,L3,0,0,0,182817.26,80+
TEST,20210329,Pfizer,1,<1940,L3,0,0,0,369140.61,80+
TEST,20210329,none,no_dose,1950-1959,L3,0,0,0,80487.65,60-69
TEST,20210329,Pfizer,2,1970-1979,L3,0,0,0,1480618.92,40-49
TEST,20210329,AstraZeneca,1,1940-1949,L3,0,0,0,916573.62,70-79
TEST,20210329,Moderna,1,1950-1959,L3,0,0,0,2694726.44,60-69
TEST,20210329,AstraZeneca,1,1960-1969,L3,0,0,0,1132238,50-59
TEST,20210329,Pfizer,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,20210329,Moderna,1,1960-1969,L3,0,0,0,6736816.1,50-59
TEST,20210329,Pfizer,2,<1940,L3,0,0,0,761222.16,80+
TEST,20210329,Pfizer,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210329,Pfizer,2,1950-1959,L3,0,0,0,1513891.26,60-69
TEST,20210329,Moderna,1,1990+,L3,0,0,0,9624023,<30
TEST,20210329,AstraZeneca,1,1970-1979,L3,0,0,0,1480618.92,40-49
TEST,20210329,Moderna,1,1940-1949,L3,0,0,0,3454777.49,70-79
TEST,20210329,Moderna,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,20210329,Pfizer,2,1980-1989,L3,0,0,0,3454777.49,30-39
TEST,20210329,Moderna,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210329,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,20210329,Pfizer,2,1990+,L3,0,0,0,4491210.74,<30
TEST,20210329,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210329,AstraZeneca,1,1950-1959,L3,0,0,0,6416015.34,60-69
TEST,20210329,Pfizer,1,1940-1949,L3,0,0,0,6736816.1,70-79
TEST,20210329,Pfizer,1,1980-1989,L3,0,0,0,7925666,30-39
TEST,20210329,AstraZeneca,1,1990+,L3,0,0,0,10364332.47,<30
TEST,20210329,Pfizer,2,1940-1949,L3,0,0,0,8982421.47,70-79
TEST,20210329,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210329,Moderna,2,1950-1959,L3,0,0,0,9624023,60-69
TEST,20210329,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210329,Pfizer,1,1970-1979,L3,0,0,0,6416015.34,40-49
TEST,20210329,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210405,none,no_dose,1960-1969,L3,0,0,0,66503.61,50-59
TEST,20210405,none,no_dose,1970-1979,L3,0,0,0,77168.57,40-49
TEST,20210405,none,no_dose,1940-1949,L3,0,0,0,137345.89,70-79
TEST,20210405,none,no_dose,1980-1989,L3,0,0,0,107530.98,30-39
TEST,20210405,none,no_dose,1990+,L3,0,0,0,52021.75,<30
TEST,20210405,none,no_dose,<1940,L3,0,0,0,252315.21,80+
TEST,20210405,Pfizer,1,<1940,L3,0,0,0,311889.63,80+
TEST,20210405,Pfizer,2,<1940,L3,0,0,0,440314.78,80+
TEST,20210405,none,no_dose,1950-1959,L3,0,0,0,84474.18,60-69
TEST,20210405,Pfizer,2,1970-1979,L3,0,0,0,1389034.25,40-49
TEST,20210405,AstraZeneca,1,1940-1949,L3,0,0,0,461425.76,70-79
TEST,20210405,Moderna,1,1950-1959,L3,0,0,0,2072866.49,60-69
TEST,20210405,AstraZeneca,1,1960-1969,L3,0,0,0,1036433.25,50-59
TEST,20210405,Pfizer,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,20210405,Moderna,1,1960-1969,L3,0,0,0,3208007.67,50-59
TEST,20210405,Pfizer,1,1990+,L3,0,0,0,19248046.01,<30
TEST,20210405,Pfizer,2,1950-1959,L3,0,0,0,1604003.83,60-69
TEST,20210405,AstraZeneca,1,1950-1959,L3,0,0,0,1820761.11,60-69
TEST,20210405,Moderna,1,1990+,L3,0,0,0,9624023,<30
TEST,20210405,AstraZeneca,1,1970-1979,L3,0,0,0,1334022.99,40-49
TEST,20210405,Moderna,1,1940-1949,L3,0,0,0,2807006.71,70-79
TEST,20210405,Pfizer,1,1940-1949,L3,0,0,0,3208007.67,70-79
TEST,20210405,Moderna,1,1970-1979,L3,0,0,0,9624023,40-49
TEST,20210405,Pfizer,2,1980-1989,L3,0,0,0,3545692.69,30-39
TEST,20210405,Moderna,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210405,Pfizer,1,1960-1969,L3,0,0,0,4812011.5,50-59
TEST,20210405,Pfizer,2,1990+,L3,0,0,0,4812011.5,<30
TEST,20210405,Moderna,2,1980-1989,L3,0,0,0,19248046.01,30-39
TEST,20210405,Pfizer,1,1980-1989,L3,0,0,0,9624023,30-39
TEST,20210405,AstraZeneca,1,1990+,L3,0,0,0,16842040.26,<30
TEST,20210405,Pfizer,2,1940-1949,L3,0,0,0,8982421.47,70-79
TEST,20210405,AstraZeneca,1,1980-1989,L3,0,0,0,6416015.34,30-39
TEST,20210405,Moderna,2,1950-1959,L3,0,0,0,8421020.13,60-69
TEST,20210405,Moderna,2,1960-1969,L3,0,0,0,19248046.01,50-59
TEST,20210405,Pfizer,1,1970-1979,L3,0,0,0,8421020.13,40-49
TEST,20210405,Moderna,2,1970-1979,L3,0,0,0,19248046.01,40-49
TEST,20210412,none,no_dose,1960-1969,L3,0,0,0,66800.36,50-59
TEST,20210412,none,no_dose,1970-1979,L3,0,0,0,78108.01,40-49
TEST,20210412,none,no_dose,1940-1949,L3,0,0,0,160400.38,70-79
TEST,20210412,Pfizer,1,1940-1949,L3,0,0,0,1181897.56,70-79
TEST,20210412,none,no_dose,1980-1989,L3,0,0,0,107961.8,30-39
TEST,20210412,none,no_dose,1990+,L3,0,0,0,52426.58,<30
TEST,20210412,Pfizer,1,<1940,L3,0,0,0,228754.37,80+
TEST,20210412,Pfizer,2,<1940,L3,0,0,0,366131.31,80+
TEST,20210412,none,no_dose,1950-1959,L3,0,0,0,87491.12,60-69
TEST,20210412,Pfizer,2,1970-1979,L3,0,0,0,1283203.07,40-49
TEST,20210412,AstraZeneca,1,1940-1949,L3,0,0,0,384960.92,70-79
TEST,20210412,Moderna,1,1950-1959,L3,0,0,0,1796484.29,60-69
TEST,20210412,none,no_dose,<1940,L3,0,0,0,434633.3,80+
TEST,20210412,AstraZeneca,1,1960-1969,L3,0,0,0,1013055.05,50-59
TEST,20210412,Pfizer,2,1960-1969,L3,0,0,0,2138671.78,50-59
TEST,20210412,Moderna,1,1960-1969,L3,0,0,0,3849609.2,50-59
TEST,20210412,Pfizer,1,1990+,L3,0,0,0,9624023,<30
TEST,20210412,Pfizer,2,1950-1959,L3,0,0,0,1604003.83,60-69
TEST,20210412,AstraZeneca,1,1950-1959,L3,0,0,0,1247558.54,60-69
TEST,20210412,Moderna,1,1990+,L3,0,0,0,9624023,<30
TEST,20210412,AstraZeneca,1,1970-1979,L3,0,0,0,1283203.07,40-49
TEST,20210412,Moderna,1,1940-1949,L3,0,0,0,2749720.86,70-79
TEST,20210412,Moderna,1,1970-1979,L3,0,0,0,5389452.88,40-49
TEST,20210412,Pfizer,2,1980-1989,L3,0,0,0,3849609.2,30-39
TEST,20210412,Moderna,1,<1940,L3,0,0,0,19248046.01,80+
TEST,20210412,Pfizer,1,1960-1969,L3,0,0,0,3962833,50-59
