datasource,week_since_vaccination,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,8,Pfizer,1,40-49,L3,0,0,0,1663411.38
TEST,9,Pfizer,1,40-49,L3,0,0,0,1796484.29
TEST,10,Pfizer,1,40-49,L3,0,0,0,1924804.6
TEST,11,Pfizer,1,40-49,L3,0,0,0,1952700.32
TEST,12,Pfizer,1,40-49,L3,0,0,0,2363795.12
TEST,13,Pfizer,1,40-49,L3,0,0,0,2749720.86
TEST,14,Pfizer,1,40-49,L3,0,0,0,2749720.86
TEST,15,Pfizer,1,40-49,L3,0,0,0,2749720.86
TEST,16,Pfizer,1,40-49,L3,0,0,0,2994140.49
TEST,17,Pfizer,1,40-49,L3,0,0,0,3962833
TEST,18,Pfizer,1,40-49,L3,0,0,0,4812011.5
TEST,19,Pfizer,1,40-49,L3,0,0,0,4812011.5
TEST,20,Pfizer,1,40-49,L3,0,0,0,7485351.23
TEST,21,Pfizer,1,40-49,L3,0,0,0,9624023
TEST,22,Pfizer,1,40-49,L3,0,0,0,13473632.21
TEST,11,Moderna,2,70-79,L3,0,0,0,4491210.74
TEST,12,Moderna,2,70-79,L3,0,0,0,5614013.42
TEST,13,Moderna,2,70-79,L3,0,0,0,6736816.1
TEST,17,Pfizer,1,30-39,L3,0,0,0,4812011.5
TEST,18,Pfizer,1,30-39,L3,0,0,0,6416015.34
TEST,19,Pfizer,1,30-39,L3,0,0,0,8421020.13
TEST,20,Pfizer,1,30-39,L3,0,0,0,12248756.55
TEST,21,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,22,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,23,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,24,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,25,Pfizer,1,30-39,L3,0,0,0,26947264.41
TEST,13,AstraZeneca,1,25-29,L3,0,0,0,9624023
TEST,14,Moderna,2,70-79,L3,0,0,0,9624023
TEST,15,Moderna,2,70-79,L3,0,0,0,13473632.21
TEST,6,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,7,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,8,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,9,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,10,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,11,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,12,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,13,Moderna,2,18-24,L3,0,0,0,4812011.5
TEST,14,Moderna,2,18-24,L3,0,0,0,5614013.42
TEST,15,Moderna,2,18-24,L3,0,0,0,6416015.34
TEST,16,Moderna,2,18-24,L3,0,0,0,6416015.34
TEST,17,Moderna,2,18-24,L3,0,0,0,6736816.1
TEST,15,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,16,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,17,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,18,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,19,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,20,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,21,Pfizer,1,18-24,L3,0,0,0,19248046.01
TEST,22,Pfizer,1,18-24,L3,0,0,0,44912107.35
TEST,11,Moderna,2,60-69,L3,0,0,0,3368408.05
TEST,12,Moderna,2,60-69,L3,0,0,0,4082918.85
TEST,13,Moderna,2,60-69,L3,0,0,0,6416015.34
TEST,14,Moderna,2,60-69,L3,0,0,0,6416015.34
TEST,15,Moderna,2,60-69,L3,0,0,0,7485351.23
TEST,16,Moderna,2,60-69,L3,0,0,0,9624023
TEST,17,Moderna,2,60-69,L3,0,0,0,12248756.55
TEST,9,Moderna,1,30-39,L3,0,0,0,11228026.84
TEST,13,Moderna,2,50-59,L3,0,0,0,7485351.23
TEST,14,Moderna,2,50-59,L3,0,0,0,8982421.47
TEST,11,Pfizer,2,70-79,L3,0,0,0,1513891.26
TEST,12,Pfizer,2,70-79,L3,0,0,0,1663411.38
TEST,13,Pfizer,2,70-79,L3,0,0,0,1981416.5
TEST,14,Pfizer,2,70-79,L3,0,0,0,2542194.76
TEST,15,Pfizer,2,70-79,L3,0,0,0,2807006.71
TEST,23,Pfizer,2,30-39,L3,0,0,0,44912107.35
TEST,7,AstraZeneca,2,30-39,L3,0,0,0,3133402.84
TEST,4,Pfizer,1,12-17,L3,0,0,0,5858100.96
TEST,5,Pfizer,1,12-17,L3,0,0,0,6736816.1
TEST,19,Pfizer,1,80+,L3,0,0,0,6416015.34
TEST,20,Pfizer,1,80+,L3,0,0,0,6416015.34
TEST,21,Pfizer,1,80+,L3,0,0,0,6736816.1
TEST,22,Pfizer,1,80+,L3,0,0,0,9624023
TEST,23,Pfizer,1,80+,L3,0,0,0,9624023
TEST,24,Pfizer,1,80+,L3,0,0,0,9624023
TEST,25,Pfizer,1,80+,L3,0,0,0,12248756.55
TEST,16,Pfizer,2,70-79,L3,0,0,0,3849609.2
TEST,11,Moderna,1,60-69,L3,0,0,0,9624023
TEST,12,Moderna,1,60-69,L3,0,0,0,9624023
TEST,13,Moderna,1,60-69,L3,0,0,0,9624023
TEST,8,AstraZeneca,2,50-59,L3,0,0,0,7091385.37
TEST,17,Pfizer,2,70-79,L3,0,0,0,4812011.5
TEST,18,Pfizer,2,70-79,L3,0,0,0,4812011.5
TEST,19,Pfizer,2,70-79,L3,0,0,0,4812011.5
TEST,20,Pfizer,2,70-79,L3,0,0,0,4812011.5
TEST,21,Pfizer,2,70-79,L3,0,0,0,6124378.28
TEST,22,Pfizer,2,70-79,L3,0,0,0,16842040.26
TEST,9,UKN,1,60-69,L3,0,0,0,4082918.85
TEST,15,Moderna,2,50-59,L3,0,0,0,19248046.01
TEST,16,Moderna,2,50-59,L3,0,0,0,19248046.01
TEST,17,Moderna,2,50-59,L3,0,0,0,19248046.01
TEST,18,Moderna,2,50-59,L3,0,0,0,19248046.01
TEST,19,Moderna,2,50-59,L3,0,0,0,44912107.35
TEST,14,AstraZeneca,1,25-29,L3,0,0,0,19248046.01
TEST,15,AstraZeneca,1,25-29,L3,0,0,0,19248046.01
TEST,16,AstraZeneca,1,25-29,L3,0,0,0,19248046.01
TEST,17,AstraZeneca,1,25-29,L3,0,0,0,19248046.01
TEST,18,AstraZeneca,1,25-29,L3,0,0,0,22456053.68
TEST,23,Pfizer,2,60-69,L3,0,0,0,33684080.52
TEST,8,AstraZeneca,2,30-39,L3,0,0,0,44912107.35
TEST,17,Moderna,1,70-79,L3,0,0,0,19248046.01
TEST,18,Moderna,1,70-79,L3,0,0,0,19248046.01
TEST,19,Moderna,1,70-79,L3,0,0,0,44912107.35
TEST,10,UKN,1,60-69,L3,0,0,0,22456053.68
TEST,18,Moderna,2,18-24,L3,0,0,0,9624023
TEST,19,Moderna,2,18-24,L3,0,0,0,12248756.55
TEST,20,Moderna,2,18-24,L3,0,0,0,67368161.03
TEST,11,Pfizer,1,60-69,L3,0,0,0,6416015.34
TEST,12,Pfizer,1,60-69,L3,0,0,0,6416015.34
TEST,13,Pfizer,1,60-69,L3,0,0,0,6416015.34
TEST,14,Pfizer,1,60-69,L3,0,0,0,6416015.34
TEST,15,Pfizer,1,60-69,L3,0,0,0,6416015.34
TEST,16,Pfizer,1,60-69,L3,0,0,0,8421020.13
TEST,17,Pfizer,1,60-69,L3,0,0,0,67368161.03
TEST,18,Moderna,2,60-69,L3,0,0,0,19248046.01
TEST,19,Moderna,2,60-69,L3,0,0,0,22456053.68
TEST,23,Pfizer,2,40-49,L3,0,0,0,67368161.03
TEST,14,Moderna,1,60-69,L3,0,0,0,33684080.52
TEST,13,AstraZeneca,1,18-24,L3,0,0,0,44912107.35
TEST,13,Moderna,2,30-39,L3,0,0,0,19248046.01
TEST,14,Moderna,2,30-39,L3,0,0,0,19248046.01
TEST,15,Moderna,2,30-39,L3,0,0,0,19248046.01
TEST,16,Moderna,2,30-39,L3,0,0,0,16842040.26
TEST,23,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,24,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,25,Pfizer,1,40-49,L3,0,0,0,26947264.41
TEST,6,Pfizer,1,12-17,L3,0,0,0,26947264.41
TEST,12,Moderna,2,40-49,L3,0,0,0,8982421.47
TEST,16,Moderna,2,70-79,L3,0,0,0,19248046.01
TEST,17,Moderna,2,70-79,L3,0,0,0,26947264.41
TEST,10,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,11,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,12,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,13,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,14,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,15,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,16,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,17,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,18,Moderna,1,30-39,L3,0,0,0,19248046.01
TEST,19,Moderna,1,30-39,L3,0,0,0,16842040.26
TEST,13,Moderna,2,40-49,L3,0,0,0,19248046.01
TEST,14,Moderna,2,40-49,L3,0,0,0,19248046.01
TEST,15,Moderna,2,40-49,L3,0,0,0,33684080.52
TEST,0,none,no_dose,all_birth_cohorts,L3,8,114.91,49.61,226.41
TEST,1,Pfizer,1,all_birth_cohorts,L3,0,0,0,7872.41
TEST,2,Pfizer,1,all_birth_cohorts,L3,0,0,0,8590.69
TEST,3,Pfizer,1,all_birth_cohorts,L3,0,0,0,10168.01
TEST,1,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,29050.52
TEST,2,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,29201.63
TEST,3,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,29290.5
TEST,4,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,29360.72
TEST,5,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,30271.02
TEST,6,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,31695.21
TEST,7,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,33524.84
TEST,8,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,37127.67
TEST,9,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,40792.1
TEST,4,Pfizer,1,all_birth_cohorts,L3,0,0,0,22497.3
TEST,5,Pfizer,1,all_birth_cohorts,L3,0,0,0,34833.59
TEST,6,Pfizer,1,all_birth_cohorts,L3,0,0,0,57188.59
TEST,1,Pfizer,2,all_birth_cohorts,L3,0,0,0,18394.04
TEST,10,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,44496.8
TEST,11,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,47127.08
TEST,12,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,55084.35
TEST,1,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,74234.89
TEST,2,Pfizer,2,all_birth_cohorts,L3,0,0,0,19501.57
TEST,3,Pfizer,2,all_birth_cohorts,L3,0,0,0,19724.25
TEST,4,Pfizer,2,all_birth_cohorts,L3,0,0,0,19799.61
TEST,5,Pfizer,2,all_birth_cohorts,L3,0,0,0,20925.04
TEST,6,Pfizer,2,all_birth_cohorts,L3,0,0,0,22763.36
TEST,7,Pfizer,2,all_birth_cohorts,L3,0,0,0,24497.51
TEST,8,Pfizer,2,all_birth_cohorts,L3,0,0,0,28752.95
TEST,9,Pfizer,2,all_birth_cohorts,L3,0,0,0,34556.64
TEST,10,Pfizer,2,all_birth_cohorts,L3,0,0,0,42923.33
TEST,11,Pfizer,2,all_birth_cohorts,L3,0,0,0,52324.79
TEST,12,Pfizer,2,all_birth_cohorts,L3,0,0,0,58862.53
TEST,13,Pfizer,2,all_birth_cohorts,L3,0,0,0,65982.53
TEST,14,Pfizer,2,all_birth_cohorts,L3,0,0,0,85114.54
TEST,15,Pfizer,2,all_birth_cohorts,L3,0,0,0,102930.73
TEST,16,Pfizer,2,all_birth_cohorts,L3,0,0,0,119553.08
TEST,17,Pfizer,2,all_birth_cohorts,L3,0,0,0,159451.27
TEST,18,Pfizer,2,all_birth_cohorts,L3,0,0,0,193031.98
TEST,19,Pfizer,2,all_birth_cohorts,L3,0,0,0,200500.48
TEST,20,Pfizer,2,all_birth_cohorts,L3,0,0,0,201098.99
TEST,21,Pfizer,2,all_birth_cohorts,L3,0,0,0,235553.01
TEST,22,Pfizer,2,all_birth_cohorts,L3,0,0,0,486412.72
TEST,1,Moderna,1,all_birth_cohorts,L3,0,0,0,50425.27
TEST,2,Moderna,1,all_birth_cohorts,L3,0,0,0,54132.71
TEST,3,Moderna,1,all_birth_cohorts,L3,0,0,0,60911.54
TEST,4,Moderna,1,all_birth_cohorts,L3,0,0,0,73747.3
TEST,5,Moderna,1,all_birth_cohorts,L3,0,0,0,186357.29
TEST,6,Moderna,1,all_birth_cohorts,L3,0,0,0,323108.69
TEST,7,Moderna,1,all_birth_cohorts,L3,0,0,0,792566.6
TEST,8,Moderna,1,all_birth_cohorts,L3,0,0,0,1036433.25
TEST,1,UKN,1,all_birth_cohorts,L3,0,0,0,181830.39
TEST,2,UKN,1,all_birth_cohorts,L3,0,0,0,187655.04
TEST,3,UKN,1,all_birth_cohorts,L3,0,0,0,213867.18
TEST,4,UKN,1,all_birth_cohorts,L3,0,0,0,278380.83
TEST,5,UKN,1,all_birth_cohorts,L3,0,0,0,415852.85
TEST,2,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,104771.63
TEST,13,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,304145.2
TEST,1,Moderna,2,all_birth_cohorts,L3,0,0,0,111814.38
TEST,2,Moderna,2,all_birth_cohorts,L3,0,0,0,117162.02
TEST,3,Moderna,2,all_birth_cohorts,L3,0,0,0,117776.51
TEST,4,Moderna,2,all_birth_cohorts,L3,0,0,0,132484.09
TEST,5,Moderna,2,all_birth_cohorts,L3,0,0,0,164915.94
TEST,6,Moderna,2,all_birth_cohorts,L3,0,0,0,175209.78
TEST,7,Moderna,2,all_birth_cohorts,L3,0,0,0,185077.37
TEST,8,Moderna,2,all_birth_cohorts,L3,0,0,0,226067.65
TEST,9,Moderna,2,all_birth_cohorts,L3,0,0,0,268934.77
TEST,10,Moderna,2,all_birth_cohorts,L3,0,0,0,425035.72
TEST,7,Pfizer,1,all_birth_cohorts,L3,0,0,0,119341.3
TEST,8,Pfizer,1,all_birth_cohorts,L3,0,0,0,139767.97
TEST,9,Pfizer,1,all_birth_cohorts,L3,0,0,0,161554.34
TEST,10,Pfizer,1,all_birth_cohorts,L3,0,0,0,188179.22
TEST,11,Pfizer,1,all_birth_cohorts,L3,0,0,0,222704.66
TEST,3,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,139478.59
TEST,4,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,162137.57
TEST,5,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,194424.71
TEST,6,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,285458.31
TEST,12,Pfizer,1,all_birth_cohorts,L3,0,0,0,257622.03
TEST,14,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,765547.28
TEST,15,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,962402.3
TEST,16,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,1028521.54
TEST,17,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,1347363.22
TEST,9,Moderna,1,all_birth_cohorts,L3,0,0,0,1224875.66
TEST,10,Moderna,1,all_birth_cohorts,L3,0,0,0,1531094.57
TEST,11,Moderna,1,all_birth_cohorts,L3,0,0,0,1871337.81
TEST,12,Moderna,1,all_birth_cohorts,L3,0,0,0,2041459.43
TEST,13,Moderna,1,all_birth_cohorts,L3,0,0,0,2449751.31
TEST,14,Moderna,1,all_birth_cohorts,L3,0,0,0,4210510.06
TEST,15,Moderna,1,all_birth_cohorts,L3,0,0,0,4990234.15
TEST,13,Pfizer,1,all_birth_cohorts,L3,0,0,0,320038.77
TEST,14,Pfizer,1,all_birth_cohorts,L3,0,0,0,392817.27
TEST,15,Pfizer,1,all_birth_cohorts,L3,0,0,0,418435.78
TEST,16,Pfizer,1,all_birth_cohorts,L3,0,0,0,518216.62
TEST,17,Pfizer,1,all_birth_cohorts,L3,0,0,0,716682.56
TEST,18,Pfizer,1,all_birth_cohorts,L3,0,0,0,910380.55
TEST,6,UKN,1,all_birth_cohorts,L3,0,0,0,612437.83
TEST,11,Moderna,2,all_birth_cohorts,L3,0,0,0,701751.68
TEST,7,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,532554.63
TEST,8,AstraZeneca,2,all_birth_cohorts,L3,0,0,0,2323040.04
TEST,7,UKN,1,all_birth_cohorts,L3,0,0,0,667011.5
TEST,8,UKN,1,all_birth_cohorts,L3,0,0,0,935668.9
TEST,9,UKN,1,all_birth_cohorts,L3,0,0,0,1224875.66
TEST,10,UKN,1,all_birth_cohorts,L3,0,0,0,7091385.37
TEST,18,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,2105255.03
TEST,19,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,4346332.97
TEST,20,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,16842040.26
TEST,16,Moderna,1,all_birth_cohorts,L3,0,0,0,6736816.1
TEST,12,Moderna,2,all_birth_cohorts,L3,0,0,0,874911.18
TEST,23,Pfizer,2,all_birth_cohorts,L3,0,0,0,5858100.96
TEST,19,Pfizer,1,all_birth_cohorts,L3,0,0,0,1052627.52
TEST,20,Pfizer,1,all_birth_cohorts,L3,0,0,0,1224875.66
TEST,21,Pfizer,1,all_birth_cohorts,L3,0,0,0,1418277.07
TEST,22,Pfizer,1,all_birth_cohorts,L3,0,0,0,1952700.32
TEST,23,Pfizer,1,all_birth_cohorts,L3,0,0,0,2406005.75
TEST,24,Pfizer,1,all_birth_cohorts,L3,0,0,0,2866730.26
TEST,25,Pfizer,1,all_birth_cohorts,L3,0,0,0,5614013.42
TEST,13,Moderna,2,all_birth_cohorts,L3,0,0,0,1334022.99
TEST,14,Moderna,2,all_birth_cohorts,L3,0,0,0,1531094.57
TEST,15,Moderna,2,all_birth_cohorts,L3,0,0,0,2010989.88
TEST,16,Moderna,2,all_birth_cohorts,L3,0,0,0,2363795.12
TEST,17,Moderna,2,all_birth_cohorts,L3,0,0,0,3133402.84
TEST,18,Moderna,2,all_birth_cohorts,L3,0,0,0,4812011.5
TEST,19,Moderna,2,all_birth_cohorts,L3,0,0,0,6736816.1
TEST,17,Moderna,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,18,Moderna,1,all_birth_cohorts,L3,0,0,0,9624023
TEST,19,Moderna,1,all_birth_cohorts,L3,0,0,0,12248756.55
TEST,20,Moderna,2,all_birth_cohorts,L3,0,0,0,67368161.03
TEST,0,none,no_dose,0-59,L3,2,43.6,5.28,157.49
TEST,1,Pfizer,1,0-59,L3,0,0,0,16059.16
TEST,2,Pfizer,1,0-59,L3,0,0,0,19264.56
TEST,3,Pfizer,1,0-59,L3,0,0,0,25791.79
TEST,4,Pfizer,1,0-59,L3,0,0,0,50463.04
TEST,5,Pfizer,1,0-59,L3,0,0,0,83376.44
TEST,6,Pfizer,1,0-59,L3,0,0,0,146452.52
TEST,1,Pfizer,2,0-59,L3,0,0,0,79256.66
TEST,1,AstraZeneca,1,0-59,L3,0,0,0,87321.01
TEST,2,AstraZeneca,1,0-59,L3,0,0,0,87890.62
TEST,3,AstraZeneca,1,0-59,L3,0,0,0,88235.97
TEST,4,AstraZeneca,1,0-59,L3,0,0,0,88642.32
TEST,5,AstraZeneca,1,0-59,L3,0,0,0,94221.2
TEST,6,AstraZeneca,1,0-59,L3,0,0,0,103246.22
TEST,7,AstraZeneca,1,0-59,L3,0,0,0,108833.86
TEST,8,AstraZeneca,1,0-59,L3,0,0,0,113893.76
TEST,9,AstraZeneca,1,0-59,L3,0,0,0,115554.31
TEST,10,AstraZeneca,1,0-59,L3,0,0,0,117263.99
TEST,11,AstraZeneca,1,0-59,L3,0,0,0,118815.1
TEST,12,AstraZeneca,1,0-59,L3,0,0,0,131578.44
TEST,2,Pfizer,2,0-59,L3,0,0,0,88525.84
TEST,3,Pfizer,2,0-59,L3,0,0,0,91657.36
TEST,4,Pfizer,2,0-59,L3,0,0,0,92095.91
TEST,5,Pfizer,2,0-59,L3,0,0,0,99143.72
TEST,6,Pfizer,2,0-59,L3,0,0,0,106848.79
TEST,7,Pfizer,2,0-59,L3,0,0,0,116252.22
TEST,8,Pfizer,2,0-59,L3,0,0,0,124871.48
TEST,9,Pfizer,2,0-59,L3,0,0,0,131194.08
TEST,10,Pfizer,2,0-59,L3,0,0,0,132614.49
TEST,11,Pfizer,2,0-59,L3,0,0,0,134065.99
TEST,12,Pfizer,2,0-59,L3,0,0,0,135141.75
TEST,13,Pfizer,2,0-59,L3,0,0,0,137908.21
TEST,14,Pfizer,2,0-59,L3,0,0,0,141233.04
TEST,15,Pfizer,2,0-59,L3,0,0,0,146931.65
TEST,16,Pfizer,2,0-59,L3,0,0,0,165118.04
TEST,17,Pfizer,2,0-59,L3,0,0,0,231108.61
TEST,18,Pfizer,2,0-59,L3,0,0,0,280117.09
TEST,19,Pfizer,2,0-59,L3,0,0,0,291637.06
TEST,20,Pfizer,2,0-59,L3,0,0,0,292905.05
TEST,21,Pfizer,2,0-59,L3,0,0,0,346365.87
TEST,22,Pfizer,2,0-59,L3,0,0,0,732262.62
TEST,1,Moderna,1,0-59,L3,0,0,0,73546.03
TEST,2,Moderna,1,0-59,L3,0,0,0,81707.9
TEST,3,Moderna,1,0-59,L3,0,0,0,97990.05
TEST,4,Moderna,1,0-59,L3,0,0,0,128687.99
TEST,1,UKN,1,0-59,L3,0,0,0,392817.27
TEST,2,UKN,1,0-59,L3,0,0,0,392817.27
TEST,3,UKN,1,0-59,L3,0,0,0,441758.43
TEST,4,UKN,1,0-59,L3,0,0,0,606920.37
TEST,5,UKN,1,0-59,L3,0,0,0,1448777.66
TEST,1,Moderna,2,0-59,L3,0,0,0,239744.35
TEST,2,Moderna,2,0-59,L3,0,0,0,244087.54
TEST,3,Moderna,2,0-59,L3,0,0,0,245869.2
TEST,4,Moderna,2,0-59,L3,0,0,0,291007.18
TEST,1,AstraZeneca,2,0-59,L3,0,0,0,157218.58
TEST,2,AstraZeneca,2,0-59,L3,0,0,0,157770.87
TEST,3,AstraZeneca,2,0-59,L3,0,0,0,158700.03
TEST,4,AstraZeneca,2,0-59,L3,0,0,0,170336.69
TEST,5,AstraZeneca,2,0-59,L3,0,0,0,197850.69
TEST,6,AstraZeneca,2,0-59,L3,0,0,0,285458.31
TEST,13,AstraZeneca,1,0-59,L3,0,0,0,504630.42
TEST,14,AstraZeneca,1,0-59,L3,0,0,0,852761.53
TEST,15,AstraZeneca,1,0-59,L3,0,0,0,962402.3
TEST,16,AstraZeneca,1,0-59,L3,0,0,0,1028521.54
TEST,17,AstraZeneca,1,0-59,L3,0,0,0,1347363.22
TEST,5,Moderna,1,0-59,L3,0,0,0,318525.58
TEST,6,Moderna,1,0-59,L3,0,0,0,663725.72
TEST,7,Moderna,1,0-59,L3,0,0,0,2041459.43
TEST,8,Moderna,1,0-59,L3,0,0,0,2363795.12
TEST,9,Moderna,1,0-59,L3,0,0,0,2866730.26
TEST,10,Moderna,1,0-59,L3,0,0,0,3641522.22
TEST,11,Moderna,1,0-59,L3,0,0,0,4491210.74
TEST,12,Moderna,1,0-59,L3,0,0,0,5614013.42
TEST,13,Moderna,1,0-59,L3,0,0,0,7925666
TEST,14,Moderna,1,0-59,L3,0,0,0,9624023
TEST,15,Moderna,1,0-59,L3,0,0,0,10364332.47
TEST,7,Pfizer,1,0-59,L3,0,0,0,360257.55
TEST,8,Pfizer,1,0-59,L3,0,0,0,434633.3
TEST,9,Pfizer,1,0-59,L3,0,0,0,497182
TEST,10,Pfizer,1,0-59,L3,0,0,0,534667.94
TEST,11,Pfizer,1,0-59,L3,0,0,0,536798.1
TEST,12,Pfizer,1,0-59,L3,0,0,0,583274.12
TEST,13,Pfizer,1,0-59,L3,0,0,0,620904.71
TEST,14,Pfizer,1,0-59,L3,0,0,0,626680.57
TEST,15,Pfizer,1,0-59,L3,0,0,0,660472.17
TEST,16,Pfizer,1,0-59,L3,0,0,0,756945.63
TEST,17,Pfizer,1,0-59,L3,0,0,0,976350.16
TEST,18,Pfizer,1,0-59,L3,0,0,0,1151592.5
TEST,5,Moderna,2,0-59,L3,0,0,0,421051.01
TEST,6,Moderna,2,0-59,L3,0,0,0,441758.43
TEST,7,Moderna,2,0-59,L3,0,0,0,446146.76
TEST,8,Moderna,2,0-59,L3,0,0,0,497182
TEST,9,Moderna,2,0-59,L3,0,0,0,578267.48
TEST,10,Moderna,2,0-59,L3,0,0,0,778822.67
TEST,11,Moderna,2,0-59,L3,0,0,0,1104396.08
TEST,7,AstraZeneca,2,0-59,L3,0,0,0,532554.63
TEST,8,AstraZeneca,2,0-59,L3,0,0,0,2323040.04
TEST,18,AstraZeneca,1,0-59,L3,0,0,0,2105255.03
TEST,19,AstraZeneca,1,0-59,L3,0,0,0,4346332.97
TEST,20,AstraZeneca,1,0-59,L3,0,0,0,16842040.26
TEST,6,UKN,1,0-59,L3,0,0,0,14970702.45
TEST,12,Moderna,2,0-59,L3,0,0,0,1389034.25
TEST,23,Pfizer,2,0-59,L3,0,0,0,7925666
TEST,19,Pfizer,1,0-59,L3,0,0,0,1259217.96
TEST,20,Pfizer,1,0-59,L3,0,0,0,1513891.26
TEST,21,Pfizer,1,0-59,L3,0,0,0,1796484.29
TEST,22,Pfizer,1,0-59,L3,0,0,0,2449751.31
TEST,23,Pfizer,1,0-59,L3,0,0,0,3208007.67
TEST,24,Pfizer,1,0-59,L3,0,0,0,4082918.85
TEST,25,Pfizer,1,0-59,L3,0,0,0,10364332.47
TEST,13,Moderna,2,0-59,L3,0,0,0,2245605.37
TEST,14,Moderna,2,0-59,L3,0,0,0,2542194.76
TEST,15,Moderna,2,0-59,L3,0,0,0,3454777.49
TEST,16,Moderna,2,0-59,L3,0,0,0,3742675.61
TEST,17,Moderna,2,0-59,L3,0,0,0,4990234.15
TEST,18,Moderna,2,0-59,L3,0,0,0,6416015.34
TEST,19,Moderna,2,0-59,L3,0,0,0,9624023
TEST,20,Moderna,2,0-59,L3,0,0,0,67368161.03
TEST,16,Moderna,1,0-59,L3,0,0,0,19248046.01
TEST,17,Moderna,1,0-59,L3,0,0,0,19248046.01
TEST,18,Moderna,1,0-59,L3,0,0,0,19248046.01
TEST,19,Moderna,1,0-59,L3,0,0,0,16842040.26
TEST,0,none,no_dose,60+,L3,6,252.66,92.72,549.93
TEST,1,AstraZeneca,1,60+,L3,0,0,0,43533.55
TEST,2,AstraZeneca,1,60+,L3,0,0,0,43731.36
TEST,3,AstraZeneca,1,60+,L3,0,0,0,43845.21
TEST,4,AstraZeneca,1,60+,L3,0,0,0,43902.35
TEST,5,AstraZeneca,1,60+,L3,0,0,0,44599.91
TEST,6,AstraZeneca,1,60+,L3,0,0,0,45735.34
TEST,7,AstraZeneca,1,60+,L3,0,0,0,48448.88
TEST,8,AstraZeneca,1,60+,L3,0,0,0,55084.35
TEST,9,AstraZeneca,1,60+,L3,0,0,0,63049.29
TEST,1,Pfizer,1,60+,L3,0,0,0,15442.56
TEST,2,Pfizer,1,60+,L3,0,0,0,15504.76
TEST,3,Pfizer,1,60+,L3,0,0,0,16785.39
TEST,10,AstraZeneca,1,60+,L3,0,0,0,71706.4
TEST,11,AstraZeneca,1,60+,L3,0,0,0,78108.01
TEST,12,AstraZeneca,1,60+,L3,0,0,0,94751.28
TEST,1,AstraZeneca,2,60+,L3,0,0,0,140643.34
