sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,August,2020,12-17,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,12-17,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,12-17,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,12-17,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,12-17,5734,5734,5734,5734,5734,5734,5734,5734,5734,5734,5734,5734,5734,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,12-17,5598,5598,5598,5598,5598,5598,5598,5598,5598,5598,5598,5598,5598,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,12-17,4958,4958,4958,4958,4958,4958,4958,4958,4958,4958,4958,4958,4958,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,12-17,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,5367,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,12-17,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,12-17,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,12-17,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,70-79,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,0-4,1147,1147,1116,1116,1116,1147,1116,1116,1116,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,0-4,1073,1073,1044,1044,1044,1073,1044,1044,1044,1073,1073,1073,1073,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,0-4,1147,1147,1116,1116,1116,1147,1116,1116,1116,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,0-4,1110,1110,1080,1080,1080,1110,1080,1080,1080,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,0-4,1147,1147,1116,1116,1116,1147,1116,1116,1116,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,0-4,1110,1110,1080,1080,1080,1110,1080,1080,1080,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,0-4,1147,1147,1116,1116,1116,1147,1116,1116,1116,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,0-4,1147,1147,1116,1116,1116,1147,1116,1116,1116,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,0-4,1090,1090,1060,1060,1060,1090,1060,1060,1060,1090,1090,1090,1090,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,0-4,1076,1076,1045,1045,1045,1076,1045,1045,1045,1076,1076,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,0-4,998,998,968,968,968,998,968,968,968,998,998,998,998,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,0-4,1023,1023,992,992,992,1023,992,992,992,1023,1023,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,0-4,1015,1015,984,984,984,1015,984,984,984,1015,1015,1015,1015,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,0-4,896,896,868,868,868,896,868,868,868,896,896,896,896,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,0-4,991,991,960,960,960,991,960,960,960,991,991,991,991,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,0-4,923,923,893,893,893,923,893,893,893,923,923,923,923,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,0-4,930,930,899,899,899,930,899,899,899,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,0-4,893,893,863,863,863,893,863,863,863,893,893,893,893,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,50-59,39233,39233,39233,39233,39233,39233,39233,39233,39233,39202,39233,39233,39233,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,50-59,36571,36571,36571,36571,36571,36571,36571,36571,36571,36542,36571,36571,36571,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,50-59,38994,38994,38994,38994,38994,38994,38994,38994,38994,38963,38994,38994,38994,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,50-59,37558,37558,37558,37558,37558,37558,37558,37558,37558,37528,37558,37558,37558,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,50-59,38643,38643,38643,38643,38643,38643,38643,38643,38643,38612,38643,38643,38643,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,50-59,37234,37234,37234,37234,37234,37234,37234,37234,37234,37204,37234,37234,37234,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,50-59,38268,38268,38268,38268,38268,38268,38268,38268,38268,38237,38268,38268,38268,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,50-59,38107,38107,38107,38107,38107,38107,38107,38107,38107,38076,38107,38107,38107,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,50-59,36649,36649,36649,36649,36649,36649,36649,36649,36649,36619,36649,36649,36649,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,50-59,37566,37566,37566,37566,37566,37566,37566,37566,37566,37535,37566,37566,37566,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,50-59,35951,35951,35951,35951,35951,35951,35951,35951,35951,35921,35951,35951,35951,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,50-59,36519,36519,36519,36519,36519,36519,36519,36519,36519,36488,36519,36519,36519,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,20-29,19219,19219,19219,19219,19219,19219,19219,19219,19219,19219,19219,19219,19219,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,20-29,17764,17764,17764,17764,17764,17764,17764,17764,17764,17764,17764,17764,17764,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,20-29,18860,18860,18860,18860,18860,18860,18860,18860,18860,18860,18860,18860,18860,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,20-29,18148,18148,18148,18148,18148,18148,18148,18148,18148,18148,18148,18148,18148,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,20-29,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,20-29,17869,17869,17869,17869,17869,17869,17869,17869,17869,17869,17869,17869,17869,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,20-29,18378,18378,18378,18378,18378,18378,18378,18378,18378,18378,18378,18378,18378,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,20-29,18286,18286,18286,18286,18286,18286,18286,18286,18286,18286,18286,18286,18286,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,20-29,17542,17542,17542,17542,17542,17542,17542,17542,17542,17542,17542,17542,17542,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,20-29,17790,17790,17790,17790,17790,17790,17790,17790,17790,17790,17790,17790,17790,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,20-29,17019,17019,17019,17019,17019,17019,17019,17019,17019,17019,17019,17019,17019,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,20-29,17258,17258,17258,17258,17258,17258,17258,17258,17258,17258,17258,17258,17258,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,20-29,16703,16703,16703,16703,16703,16703,16703,16703,16703,16703,16703,16703,16703,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,20-29,14513,14513,14513,14513,14513,14513,14513,14513,14513,14513,14513,14513,14513,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,20-29,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,20-29,14420,14420,14420,14420,14420,14420,14420,14420,14420,14420,14420,14420,14420,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,20-29,14307,14307,14307,14307,14307,14307,14307,14307,14307,14307,14307,14307,14307,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,20-29,12314,12314,12314,12314,12314,12314,12314,12314,12314,12314,12314,12314,12314,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,70-79,25251,25251,25251,25251,25251,25251,25251,25251,25251,25220,25251,25251,25251,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,70-79,23505,23505,23505,23505,23505,23505,23505,23505,23505,23454,23505,23505,23505,0,0,0,0,0,0,0,0,1,0,0,0
both_sexes,March,2020,70-79,24908,24908,24908,24908,24908,24908,24908,24908,24908,24846,24908,24908,24908,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,70-79,23908,23908,23908,23908,23908,23908,23908,23908,23908,23848,23908,23908,23908,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,70-79,24491,24491,24491,24491,24491,24491,24491,24491,24491,24429,24491,24491,24491,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,70-79,23533,23533,23533,23533,23533,23533,23533,23533,23533,23473,23533,23533,23533,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,70-79,24099,24099,24099,24099,24099,24099,24099,24099,24099,24037,24099,24099,24099,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,70-79,23963,23963,23963,23963,23963,23963,23963,23963,23963,23901,23963,23963,23963,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,70-79,23095,23095,23095,23095,23095,23095,23095,23095,23095,23035,23095,23095,23095,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,70-79,23687,23687,23687,23687,23687,23687,23687,23687,23687,23625,23687,23687,23687,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,70-79,22742,22742,22742,22742,22742,22742,22742,22742,22742,22682,22742,22742,22742,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,70-79,23277,23277,23277,23277,23277,23277,23277,23277,23277,23215,23277,23277,23277,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,70-79,22920,22920,22920,22920,22920,22920,22920,22920,22920,22858,22920,22920,22920,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,70-79,20356,20356,20356,20356,20356,20356,20356,20356,20356,20300,20356,20356,20356,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,70-79,21734,21734,21734,21734,21734,21734,21734,21734,21734,21672,21734,21734,21734,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,70-79,13282,13282,13282,13282,13282,13282,13282,13282,13282,13222,13282,13282,13282,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,70-79,5324,5324,5324,5324,5324,5324,5324,5324,5324,5311,5324,5324,5324,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,0-4,2418,2418,2387,2387,2387,2418,2387,2387,2387,2418,2418,2418,2418,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,0-4,2238,2238,2209,2209,2209,2238,2209,2209,2209,2238,2238,2238,2238,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,0-4,2387,2387,2356,2356,2356,2387,2356,2356,2356,2387,2387,2387,2387,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,0-4,2310,2310,2280,2280,2280,2310,2280,2280,2280,2310,2310,2310,2310,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,0-4,2387,2387,2356,2356,2356,2387,2356,2356,2356,2387,2387,2387,2387,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,0-4,2310,2310,2280,2280,2280,2310,2280,2280,2280,2310,2310,2310,2310,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,0-4,2387,2387,2356,2356,2356,2387,2356,2356,2356,2387,2387,2387,2387,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,0-4,2387,2387,2356,2356,2356,2387,2356,2356,2356,2387,2387,2387,2387,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,0-4,2210,2210,2180,2180,2180,2210,2180,2180,2180,2210,2210,2210,2210,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,0-4,2209,2209,2178,2178,2178,2209,2178,2178,2178,2209,2209,2209,2209,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,0-4,2007,2007,1977,1977,1977,2007,1977,1977,1977,2007,2007,2007,2007,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,0-4,2046,2046,2015,2015,2015,2046,2015,2015,2015,2046,2046,2046,2046,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,0-4,2038,2038,2007,2007,2007,2038,2007,2007,2007,2038,2038,2038,2038,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,0-4,1820,1820,1792,1792,1792,1820,1792,1792,1792,1820,1820,1820,1820,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,0-4,2010,2010,1979,1979,1979,2010,1979,1979,1979,2010,2010,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,0-4,1883,1883,1853,1853,1853,1883,1853,1853,1853,1883,1883,1883,1883,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,0-4,1922,1922,1891,1891,1891,1922,1891,1891,1891,1922,1922,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,0-4,1841,1841,1811,1811,1811,1841,1811,1811,1811,1841,1841,1841,1841,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,50-59,35212,35212,35212,35212,35212,35212,35212,35212,35212,35181,35212,35212,35212,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,50-59,30254,30254,30254,30254,30254,30254,30254,30254,30254,30226,30254,30254,30254,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,50-59,30832,30832,30832,30832,30832,30832,30832,30832,30832,30801,30832,30832,30832,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,50-59,28652,28652,28652,28652,28652,28652,28652,28652,28652,28622,28652,28652,28652,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,50-59,26856,26856,26856,26856,26856,26856,26856,26856,26856,26825,26856,26856,26856,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,40-49,35790,35790,35790,35790,35790,35790,35790,35790,35790,35790,35790,35790,35790,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,40-49,33250,33250,33250,33250,33250,33250,33250,33250,33250,33250,33250,33250,33250,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,40-49,35420,35420,35420,35420,35420,35420,35420,35420,35420,35420,35420,35420,35420,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,40-49,34132,34132,34132,34132,34132,34132,34132,34132,34132,34132,34132,34132,34132,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,40-49,34950,34950,34950,34950,34950,34950,34950,34950,34950,34950,34950,34950,34950,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,40-49,33409,33409,33409,33409,33409,33409,33409,33409,33409,33409,33409,33409,33409,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,40-49,34389,34389,34389,34389,34389,34389,34389,34389,34389,34389,34389,34389,34389,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,40-49,34182,34182,34182,34182,34182,34182,34182,34182,34182,34182,34182,34182,34182,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,40-49,32727,32727,32727,32727,32727,32727,32727,32727,32727,32727,32727,32727,32727,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,40-49,33621,33621,33621,33621,33621,33621,33621,33621,33621,33621,33621,33621,33621,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,40-49,32078,32078,32078,32078,32078,32078,32078,32078,32078,32078,32078,32078,32078,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,40-49,32622,32622,32622,32622,32622,32622,32622,32622,32622,32622,32622,32622,32622,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,40-49,31873,31873,31873,31873,31873,31873,31873,31873,31873,31873,31873,31873,31873,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,40-49,27559,27559,27559,27559,27559,27559,27559,27559,27559,27559,27559,27559,27559,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,40-49,28267,28267,28267,28267,28267,28267,28267,28267,28267,28267,28267,28267,28267,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,40-49,26306,26306,26306,26306,26306,26306,26306,26306,26306,26306,26306,26306,26306,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,40-49,25829,25829,25829,25829,25829,25829,25829,25829,25829,25809,25829,25829,25829,0,0,0,0,0,0,0,0,1,0,0,0
both_sexes,June,2021,40-49,19715,19715,19715,19715,19715,19715,19715,19715,19715,19715,19715,19715,19715,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,60-69,30763,30763,30763,30763,30763,30763,30763,30763,30763,30763,30763,30763,30763,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,60-69,28581,28581,28581,28581,28581,28581,28581,28581,28581,28581,28581,28581,28581,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,60-69,30435,30435,30435,30435,30435,30435,30435,30435,30435,30435,30435,30435,30435,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,60-69,29372,29372,29372,29372,29372,29372,29372,29372,29372,29372,29372,29372,29372,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,60-69,30164,30164,30164,30164,30164,30164,30164,30164,30164,30164,30164,30164,30164,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,60-69,28999,28999,28999,28999,28999,28999,28999,28999,28999,28999,28999,28999,28999,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,60-69,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,29777,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,60-69,29540,29540,29540,29540,29540,29540,29540,29540,29540,29540,29540,29540,29540,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,60-69,28232,28232,28232,28232,28232,28232,28232,28232,28232,28232,28232,28232,28232,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,60-69,28913,28913,28913,28913,28913,28913,28913,28913,28913,28913,28913,28913,28913,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,60-69,27795,27795,27795,27795,27795,27795,27795,27795,27795,27795,27795,27795,27795,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,60-69,28367,28367,28367,28367,28367,28367,28367,28367,28367,28367,28367,28367,28367,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,60-69,27354,27354,27354,27354,27354,27354,27354,27354,27354,27354,27354,27354,27354,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,60-69,23910,23910,23910,23910,23910,23910,23910,23910,23910,23910,23910,23910,23910,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,60-69,25277,25277,25277,25277,25277,25277,25277,25277,25277,25277,25277,25277,25277,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,60-69,22880,22880,22880,22880,22880,22880,22880,22880,22880,22880,22880,22880,22880,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,60-69,17203,17203,17203,17203,17203,17203,17203,17203,17203,17203,17203,17203,17203,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,60-69,6489,6489,6489,6489,6489,6489,6489,6489,6489,6489,6489,6489,6489,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,30-39,23318,23318,23318,23318,23318,23318,23318,23318,23318,23318,23318,23318,23318,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,30-39,21703,21703,21703,21703,21703,21703,21703,21703,21703,21703,21703,21703,21703,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,30-39,23060,23060,23060,23060,23060,23060,23060,23060,23060,23060,23060,23060,23060,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,30-39,22037,22037,22037,22037,22037,22037,22037,22037,22037,22037,22037,22037,22037,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,30-39,22611,22611,22611,22611,22611,22611,22611,22611,22611,22611,22611,22611,22611,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,30-39,21773,21773,21773,21773,21773,21773,21773,21773,21773,21773,21773,21773,21773,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,30-39,22357,22357,22357,22357,22357,22357,22357,22357,22357,22357,22357,22357,22357,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,30-39,22060,22060,22060,22060,22060,22060,22060,22060,22060,22060,22060,22060,22060,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,30-39,21124,21124,21124,21124,21124,21124,21124,21124,21124,21124,21124,21124,21124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,30-39,21570,21570,21570,21570,21570,21570,21570,21570,21570,21570,21570,21570,21570,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,30-39,20667,20667,20667,20667,20667,20667,20667,20667,20667,20667,20667,20667,20667,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,30-39,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,30-39,20124,20124,20124,20124,20124,20124,20124,20124,20124,20124,20124,20124,20124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,30-39,17619,17619,17619,17619,17619,17619,17619,17619,17619,17619,17619,17619,17619,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,30-39,18313,18313,18313,18313,18313,18313,18313,18313,18313,18313,18313,18313,18313,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2021,30-39,17191,17191,17191,17191,17191,17191,17191,17191,17191,17191,17191,17191,17191,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2021,30-39,17057,17057,17057,17057,17057,17057,17057,17057,17057,17057,17057,17057,17057,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,30-39,13501,13501,13501,13501,13501,13501,13501,13501,13501,13501,13501,13501,13501,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,80+,24699,24699,24699,24699,24699,24699,24699,24699,24699,24668,24699,24699,24699,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,80+,22831,22831,22831,22831,22831,22831,22831,22831,22831,22802,22831,22831,22831,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,80+,24102,24102,24102,24102,24102,24102,24102,24102,24102,24071,24102,24102,24102,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,80+,23098,23098,23098,23098,23098,23098,23098,23098,23098,23068,23098,23098,23098,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,80+,23591,23591,23591,23591,23591,23591,23591,23591,23591,23560,23591,23591,23591,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,80+,22540,22540,22540,22540,22540,22540,22540,22540,22540,22510,22540,22540,22540,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,80+,22945,22945,22945,22945,22945,22945,22945,22945,22945,22914,22945,22945,22945,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,80+,22644,22644,22644,22644,22644,22644,22644,22644,22644,22613,22644,22644,22644,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,September,2020,80+,21705,21705,21705,21705,21705,21705,21705,21705,21705,21675,21705,21705,21705,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,October,2020,80+,22193,22193,22193,22193,22193,22193,22193,22193,22193,22162,22193,22193,22193,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,November,2020,80+,21177,21177,21177,21177,21177,21177,21177,21177,21177,21147,21177,21177,21177,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,December,2020,80+,21623,21623,21623,21623,21623,21623,21623,21623,21623,21592,21623,21623,21623,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2021,80+,20863,20863,20863,20863,20863,20863,20863,20863,20863,20832,20863,20863,20863,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2021,80+,18224,18224,18224,18224,18224,18224,18224,18224,18224,18196,18224,18224,18224,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2021,80+,16281,16281,16281,16281,16281,16281,16281,16281,16281,16250,16281,16281,16281,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2021,50-59,15565,15565,15565,15565,15565,15565,15565,15565,15565,15559,15565,15565,15565,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,2020,5-11,8645,8645,8645,8645,8645,8645,8645,8645,8645,8645,8645,8645,8645,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,2020,5-11,8042,8042,8042,8042,8042,8042,8042,8042,8042,8042,8042,8042,8042,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,2020,5-11,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,8582,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,2020,5-11,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,2020,5-11,8494,8494,8494,8494,8494,8494,8494,8494,8494,8494,8494,8494,8494,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,2020,5-11,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,8198,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,July,2020,5-11,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,8463,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,August,2020,5-11,8439,8439,8439,8439,8439,8439,8439,8439,8439,8439,8439,8439,8439,0,0,0,0,0,0,0,0,0,0,0,0
