sex,Birthcohort_persons,Dose,type_vax,week,Persontime,Persontime_ACUASEARTHRITIS_broad,Persontime_DM_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,ACUASEARTHRITIS_broad_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b
0,1970-1979,0,,2020-05-18,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-05-18,112,112,98,112,112,109,109,112,112,112,112,112,112,112,112,14,112,109,112,109,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1980-1989,0,,2020-05-18,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-05-25,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-05-25,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-05-25,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-05-25,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-05-25,196,189,196,196,196,196,196,189,189,196,196,196,196,196,196,63,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-05-25,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-05-25,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,231,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-05-25,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-05-25,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-05-25,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-05-25,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-05-25,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-05-25,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-05-25,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-06-01,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-06-01,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-06-01,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-06-01,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-06-01,196,189,196,196,196,196,196,189,189,196,196,196,196,196,196,63,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-06-01,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-06-01,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,231,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-06-01,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-06-01,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-06-01,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-06-01,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-06-01,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-06-01,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-06-01,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-06-08,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-06-08,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-06-08,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-06-08,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-06-08,196,189,196,196,196,196,196,189,189,196,196,196,196,196,196,63,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-06-08,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-06-08,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,231,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-06-08,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-06-08,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-06-08,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-06-08,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-06-08,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-06-08,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-06-08,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-06-15,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-06-15,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-06-15,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-06-15,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-06-15,190,183,190,190,190,190,190,183,183,190,190,190,190,190,190,63,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-06-15,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-06-15,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,231,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-06-15,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-06-15,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-06-15,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-06-15,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-06-15,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-06-15,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-06-15,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-06-22,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-06-22,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-06-22,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-06-22,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-06-22,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-06-22,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-06-22,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,228,291,291,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-06-22,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-06-22,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-06-22,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-06-22,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-06-22,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-06-22,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-06-22,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-06-29,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-06-29,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-06-29,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-06-29,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-06-29,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-06-29,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-06-29,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,224,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-06-29,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-06-29,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-06-29,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-06-29,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-06-29,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-06-29,112,112,98,112,112,105,105,112,112,112,112,112,112,112,112,14,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-06-29,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-07-06,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-07-06,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-07-06,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-07-06,112,112,112,112,112,112,112,112,112,112,105,105,112,112,112,42,112,105,112,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-07-06,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-07-06,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-07-06,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,224,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-07-06,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-07-06,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-07-06,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-07-06,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-07-06,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-07-06,109,109,95,109,109,102,102,109,109,109,109,109,109,109,109,14,109,102,109,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-07-06,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-07-13,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-07-13,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-07-13,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-07-13,110,110,110,110,110,110,110,110,110,110,103,103,110,110,110,42,110,103,110,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-07-13,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-07-13,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-07-13,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,224,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-07-13,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-07-13,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-07-13,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-07-13,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-07-13,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-07-13,105,105,91,105,105,98,98,105,105,105,105,105,105,105,105,14,105,98,105,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-07-13,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-07-20,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-07-20,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-07-20,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-07-20,105,105,105,105,105,105,105,105,105,105,98,98,105,105,105,42,105,98,105,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-07-20,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-07-20,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-07-20,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,224,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-07-20,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-07-20,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-07-20,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-07-20,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-07-20,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,<1940,0,,2020-07-20,105,105,91,105,105,98,98,105,105,105,105,105,105,105,105,14,105,98,105,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1980-1989,0,,2020-07-20,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1990+,0,,2020-07-27,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1970-1979,0,,2020-07-27,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,203,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,<1940,0,,2020-07-27,140,140,140,126,126,140,140,140,140,140,119,119,140,140,140,35,140,119,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1940-1949,0,,2020-07-27,105,105,105,105,105,105,105,105,105,105,98,98,105,105,105,42,105,98,105,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1940-1949,0,,2020-07-27,189,182,189,189,189,189,189,182,182,189,189,189,189,189,189,63,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1950-1959,0,,2020-07-27,182,168,182,182,175,182,182,182,182,182,175,175,182,182,182,105,182,175,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1960-1969,0,,2020-07-27,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,224,287,287,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1950-1959,0,,2020-07-27,168,168,168,168,168,168,168,161,161,168,168,168,161,161,168,140,168,168,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1960-1969,0,,2020-07-27,189,189,184,189,189,189,189,189,189,189,189,189,189,189,189,126,189,189,189,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1990+,0,,2020-07-27,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1980-1989,0,,2020-07-27,182,182,182,182,182,182,182,175,175,175,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970-1979,0,,2020-07-27,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,175,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
