Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_narrow,lb_DM_narrow,ub_DM_narrow,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
1,Pfizer,12,both_sexes,CV,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25397.99,0,0,25811.56,0,0,25397.99,0,0,26898.85,0,0,26877.38,7299.16,184.8,40668.32,0,0,26010.87,0,0,27576,7674.93,194.31,42761.98,7674.93,194.31,42761.98,0,0,25397.99,0,0,25397.99,0,0,25826.4,0,0,25890.92,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,25600.67,0,0,25625.01,0,0,25484.46,0,0,25484.46,0,0,25629.89,149325.43,48485.56,348475.74,0,0,25397.99,0,0,25397.99,0,0,25397.99,0,0,26223.5,0,0,25484.46,0,0,26315.69
1,Pfizer,12,both_sexes,IMMUNOSUPPR,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,33265.03,842.2,185340.87,33265.03,842.2,185340.87,0,0,119341.3,0,0,123838.53,0,0,135549.62,0,0,135549.62,0,0,123159.34,0,0,123159.34,0,0,121933.32,0,0,121933.32,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,122710.68,0,0,122710.68,0,0,119341.3,69045.37,1748.08,384696.17,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,122710.68,0,0,122710.68
1,Pfizer,12,both_sexes,any_risk_factors,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18628,0,0,18849.51,0,0,18628,0,0,19529.83,5269.8,133.42,29361.46,10583.89,1281.76,38232.65,0,0,18955.59,0,0,19773.45,5562.75,140.84,30993.65,5562.75,140.84,30993.65,0,0,18718.58,0,0,18718.58,0,0,18857.43,0,0,18891.8,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18628,0,0,18736.8,0,0,18749.84,0,0,18755.06,0,0,18755.06,0,0,18752.45,79993.43,25973.65,186677.98,0,0,18628,0,0,18628,0,0,18628,0,0,19068.26,0,0,18755.06,0,0,19201.41
1,Pfizer,13,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,680486.48,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88,0,0,436039.88
1,Pfizer,13,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1513891.26,0,0,2994140.49,0,0,2994140.49,0,0,1203002.88,0,0,1513891.26,0,0,2994140.49,0,0,2994140.49,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1513891.26,0,0,1513891.26,0,0,1203002.88,0,0,1203002.88,0,0,1497070.25,,,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1513891.26,0,0,1203002.88,0,0,1513891.26
1,Pfizer,13,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,306218.91,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,308321.1,0,0,308321.1,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,629608.98,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68
1,Pfizer,13,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153283.64,0,0,160209.66,0,0,153283.64,0,0,165523.74,0,0,153283.64,0,0,154160.55,0,0,153283.64,0,0,164915.94,0,0,157586.34,0,0,157586.34,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,160975.3,0,0,161942.69,0,0,156488.18,0,0,156488.18,0,0,153283.64,0,0,413301.6,0,0,153283.64,0,0,153283.64,0,0,153283.64,0,0,160975.3,0,0,156488.18,0,0,164513.21
1,Pfizer,13,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Pfizer,13,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
1,Pfizer,13,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Pfizer,13,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43773.98,0,0,45017.15,0,0,43773.98,0,0,45426.95,0,0,47728.06,0,0,47812.75,0,0,44644.24,0,0,46557.13,0,0,48536.14,0,0,48536.14,0,0,43773.98,0,0,43773.98,0,0,44045.87,0,0,44045.87,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,44379.55,0,0,44452.76,0,0,44031.48,0,0,44031.48,0,0,44467.43,222171.53,72138.49,518474.24,0,0,43773.98,0,0,43773.98,0,0,43773.98,0,0,45274.3,0,0,44031.48,0,0,45549.8
1,Pfizer,13,0,IMMUNOSUPPR,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,61489.9,1556.79,342599.79,61489.9,1556.79,342599.79,0,0,223073.38,0,0,230712.88,0,0,245421.35,0,0,245421.35,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,235141.92,0,0,235141.92,0,0,223073.38,117067.31,2963.89,652257.29,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,235141.92,0,0,235141.92
1,Pfizer,13,0,any_risk_factors,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32790.54,0,0,33483.18,0,0,32790.54,0,0,33887.4,9501.82,240.57,52940.76,9514.2,240.88,53009.71,0,0,33276.44,0,0,34327.73,0,0,36141.72,0,0,36141.72,0,0,32790.54,0,0,32790.54,0,0,32942.87,0,0,32942.87,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,33129.17,0,0,33169.95,0,0,33186.29,0,0,33186.29,0,0,33178.11,126122.24,40951.55,294327.23,0,0,32790.54,0,0,32790.54,0,0,32790.54,0,0,33625.24,0,0,33186.29,0,0,34041.52
1,Pfizer,13,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,556761.66,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,556761.66,0,0,556761.66,0,0,514260.77,0,0,514260.77,0,0,566119,0,0,566119,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,1663411.38,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77
1,Pfizer,13,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,6124378.28,0,0,6124378.28,0,0,3545692.69,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,,,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
1,Pfizer,13,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,260611.84,0,0,262132.92,0,0,262132.92,0,0,251843.59,0,0,262132.92,0,0,271099.24,0,0,271099.24,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,390540.06,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59,0,0,251843.59
1,Pfizer,13,1,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,165931.43,0,0,133007.23,0,0,135686.12,0,0,136510.96,0,0,153283.64,0,0,150711.77,0,0,150711.77,0,0,133007.23,0,0,133007.23,0,0,136510.96,0,0,136510.96,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,783350.71,0,0,133007.23,0,0,133007.23,0,0,133007.23,0,0,136510.96,0,0,133007.23,0,0,136510.96
1,Pfizer,13,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,Pfizer,13,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,Pfizer,13,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,,,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,Pfizer,13,1,CV,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,65152.96,0,0,60829.04,16519.67,418.24,92041.73,0,0,61607.83,0,0,66800.36,18189.74,460.52,101346.75,18189.74,460.52,101346.75,0,0,59829.63,0,0,59829.63,0,0,61720.72,0,0,62090.47,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,327029.91,0,0,59829.63,0,0,59829.63,0,0,59829.63,0,0,61607.83,0,0,59829.63,0,0,61607.83
1,Pfizer,13,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,265228.98,0,0,265228.98,0,0,254700.04,0,0,265228.98,0,0,300080.9,0,0,300080.9,0,0,272745.59,0,0,272745.59,0,0,266804.6,0,0,266804.6,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,609666.62,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04,0,0,254700.04
1,Pfizer,13,1,any_risk_factors,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,45565.21,0,0,43170.88,11793.67,298.59,65710.13,0,0,43561.69,0,0,46095.22,12717.62,321.98,70858.03,12717.62,321.98,70858.03,0,0,43143.23,0,0,43143.23,0,0,43618.1,0,0,43802.45,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,158141.22,0,0,42665.08,0,0,42665.08,0,0,42665.08,0,0,43561.69,0,0,42665.08,0,0,43561.69
1,Pfizer,13,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,244530.53,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,244530.53,0,0,244530.53,0,0,235965.54,0,0,235965.54,0,0,246318.69,0,0,246318.69,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,482925.89,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54,0,0,235965.54
1,Pfizer,13,both_sexes,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,1060915.92,0,0,2010989.88,0,0,2010989.88,0,0,898242.15,0,0,1283203.07,0,0,2208792.16,0,0,2208792.16,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,1060915.92,0,0,1060915.92,0,0,898242.15,0,0,898242.15,0,0,1052627.52,,,0,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,1060915.92,0,0,898242.15,0,0,1060915.92
1,Pfizer,13,both_sexes,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,140790.31,0,0,138191.1,0,0,138191.1,0,0,135277.43,0,0,138191.1,0,0,144257.3,0,0,144257.3,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,241030.99,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43,0,0,135277.43
1,Pfizer,13,both_sexes,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71213.7,0,0,72673.31,0,0,71213.7,0,0,82863.67,0,0,71213.7,0,0,72167.29,0,0,72205.96,0,0,79443.59,0,0,77036.2,0,0,77036.2,0,0,71213.7,0,0,71213.7,0,0,72205.96,0,0,72205.96,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,72830.44,0,0,73027.82,0,0,71897.72,0,0,71897.72,0,0,71213.7,0,0,270554.86,0,0,71213.7,0,0,71213.7,0,0,71213.7,0,0,73868.6,0,0,71897.72,0,0,74604.83
1,Pfizer,13,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,Pfizer,13,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
