Dose,type_vax,week_fup,sex,Birthcohort_persons,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_narrow,lb_DM_narrow,ub_DM_narrow,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
1,Pfizer,6,0,1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,58114.56,7037.94,209929.77,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23,0,0,72322.23
1,Pfizer,6,0,1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,58114.56,7037.94,209929.77,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51,0,0,72051.51
1,Pfizer,6,0,1960-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,76294.63,0,0,76294.63,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,97072.28,0,0,75524.84,0,0,75524.84,0,0,75524.84,0,0,76294.63,0,0,75524.84,0,0,76294.63
1,Pfizer,6,0,1960-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,76079.23,0,0,76079.23,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,96723.85,0,0,75313.76,0,0,75313.76,0,0,75313.76,0,0,76079.23,0,0,75313.76,0,0,76079.23
1,Pfizer,6,0,1960-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,75737.11,0,0,75737.11,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,96171.54,0,0,74978.48,0,0,74978.48,0,0,74978.48,0,0,75737.11,0,0,74978.48,0,0,75737.11
1,Pfizer,6,0,1960-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,75440.27,0,0,75440.27,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,95693.41,0,0,74687.54,0,0,74687.54,0,0,74687.54,0,0,75440.27,0,0,74687.54,0,0,75440.27
1,Pfizer,6,0,1960-1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,75187.68,0,0,75187.68,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,95693.41,0,0,74439.96,0,0,74439.96,0,0,74439.96,0,0,75187.68,0,0,74439.96,0,0,75187.68
1,Pfizer,6,0,1970-1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,127109.74,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,127350.02,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,133270.35,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31,0,0,124987.31
1,Pfizer,6,0,1980-1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,273298.83,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43,0,0,255182.43
1,Pfizer,6,0,1980-1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,270554.86,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6
1,Pfizer,6,0,1980-1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,270554.86,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71
1,Pfizer,6,0,1990+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59,0,0,272194.59
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56469.54,0,0,57901.3,0,0,56469.54,0,0,59068.97,0,0,60884.01,0,0,61021.88,0,0,56970.96,0,0,59617.84,0,0,60501.27,0,0,60501.27,0,0,56469.54,0,0,56469.54,0,0,56922.82,0,0,56922.82,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,57019.18,0,0,57140.09,0,0,57310.22,0,0,57310.22,0,0,56995.06,170677.57,35197.82,498792.29,0,0,56469.54,0,0,56469.54,0,0,56469.54,0,0,57530.45,0,0,57310.22,0,0,58403.26
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56140.13,0,0,57555.03,0,0,56140.13,0,0,58708.64,0,0,60501.27,0,0,60637.41,0,0,56635.7,0,0,59250.8,0,0,60123.3,0,0,60123.3,0,0,56140.13,0,0,56140.13,0,0,56588.12,0,0,56588.12,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,56683.35,0,0,56802.83,0,0,56970.96,0,0,56970.96,0,0,56659.51,168836.67,34818.18,493412.4,0,0,56140.13,0,0,56140.13,0,0,56140.13,0,0,57188.59,0,0,56970.96,0,0,58050.98
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,55016.87,0,0,56375.03,0,0,55016.87,0,0,57481.37,0,0,59381.37,0,0,59512.51,0,0,55492.72,0,0,58001,0,0,59017.22,0,0,59017.22,0,0,55016.87,0,0,55016.87,0,0,55447.05,0,0,55447.05,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,55538.47,0,0,55653.17,0,0,55814.55,0,0,55814.55,0,0,55515.58,167035.06,34446.65,488147.33,0,0,55016.87,0,0,55016.87,0,0,55016.87,0,0,56023.42,0,0,55814.55,0,0,56850.77
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54860.07,0,0,56210.4,0,0,54860.07,0,0,57310.22,0,0,59198.74,0,0,59329.07,0,0,55333.19,0,0,57826.75,0,0,58836.82,0,0,58836.82,0,0,54860.07,0,0,54860.07,0,0,55287.78,0,0,55287.78,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,55378.68,0,0,55492.72,0,0,55653.17,0,0,55653.17,0,0,55355.93,165271.49,34082.96,482993.44,0,0,54860.07,0,0,54860.07,0,0,54860.07,0,0,55860.83,0,0,55653.17,0,0,56683.35
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54704.15,0,0,56046.72,0,0,54704.15,0,0,57140.09,0,0,59017.22,0,0,59146.76,0,0,55174.58,0,0,57653.54,0,0,58657.52,0,0,58657.52,0,0,54704.15,0,0,54704.15,0,0,55129.43,0,0,55129.43,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,55219.8,0,0,55333.19,0,0,55492.72,0,0,55492.72,0,0,55197.18,163544.78,33726.86,477947.24,0,0,54704.15,0,0,54704.15,0,0,54704.15,0,0,55699.18,0,0,55492.72,0,0,56516.91
1,Pfizer,6,0,<1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54549.12,0,0,55884,0,0,54549.12,0,0,56970.96,0,0,59017.22,0,0,59146.76,0,0,55016.87,0,0,57481.37,0,0,58657.52,0,0,58657.52,0,0,54549.12,0,0,54549.12,0,0,54971.98,0,0,54971.98,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,55061.84,0,0,55174.58,0,0,55333.19,0,0,55333.19,0,0,55039.35,163544.78,33726.86,477947.24,0,0,54549.12,0,0,54549.12,0,0,54549.12,0,0,55538.47,0,0,55333.19,0,0,56351.45
1,Pfizer,6,0,<1960,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24338.21,0,0,24717.73,0,0,24338.21,0,0,25016.03,6891.51,174.48,38397.03,6898.02,174.64,38433.29,0,0,24767.71,0,0,25345.43,0,0,26005.85,0,0,26005.85,0,0,24338.21,0,0,24338.21,0,0,24422.03,0,0,24422.03,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24524.27,0,0,24546.61,0,0,24631.87,0,0,24631.87,0,0,24551.08,96669.61,35476.04,210409.04,0,0,24338.21,0,0,24338.21,0,0,24338.21,0,0,24960.42,0,0,24631.87,0,0,25269.38
1,Pfizer,6,0,>1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34503.54,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34521.22,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34503.54,0,0,34503.54,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,39488.96,0,0,34345.23,0,0,34345.23,0,0,34345.23,0,0,34503.54,0,0,34345.23,0,0,34503.54
1,Pfizer,6,0,all_birth_cohorts,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14244.25,0,0,14373.41,0,0,14244.25,0,0,14473.77,3960.21,100.26,22064.87,3962.36,100.32,22076.84,0,0,14390.29,0,0,14611.9,0,0,14799.68,0,0,14799.68,0,0,14244.25,0,0,14244.25,0,0,14272.92,0,0,14303.22,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14335.18,0,0,14342.81,0,0,14344.33,0,0,14344.33,0,0,14316.9,38589.54,14161.68,83993.18,0,0,14244.25,0,0,14244.25,0,0,14244.25,0,0,14483.1,0,0,14344.33,0,0,14586.59
1,Pfizer,6,1,1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120515.49,0,0,123046.87,0,0,120515.49,0,0,125686.87,0,0,120515.49,0,0,122710.68,0,0,123384.91,0,0,125569.73,0,0,135822.91,0,0,135822.91,0,0,120515.49,0,0,120515.49,0,0,123384.91,0,0,123384.91,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,125219.63,0,0,125219.63,0,0,120515.49,0,0,120515.49,0,0,120515.49,99523.16,2519.71,554507.56,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,128320.31,0,0,120515.49,0,0,128320.31
1,Pfizer,6,1,1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119978.92,0,0,122487.57,0,0,119978.92,0,0,125103.36,0,0,119978.92,0,0,122154.42,0,0,122822.54,0,0,124987.31,0,0,135141.75,0,0,135141.75,0,0,119978.92,0,0,119978.92,0,0,122822.54,0,0,122822.54,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,124640.45,0,0,124640.45,0,0,119978.92,0,0,119978.92,0,0,119978.92,99523.16,2519.71,554507.56,0,0,119978.92,0,0,119978.92,0,0,119978.92,0,0,127712.15,0,0,119978.92,0,0,127712.15
1,Pfizer,6,1,1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119659.26,0,0,122154.42,0,0,119659.26,0,0,124755.85,0,0,119659.26,0,0,121823.08,0,0,122487.57,0,0,124640.45,0,0,134736.32,0,0,134736.32,0,0,119659.26,0,0,119659.26,0,0,122487.57,0,0,122487.57,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,124295.5,0,0,124295.5,0,0,119659.26,0,0,119659.26,0,0,119659.26,99523.16,2519.71,554507.56,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,127350.02,0,0,119659.26,0,0,127350.02
1,Pfizer,6,1,1950-1959,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,76208.33,0,0,74728.96,20302.95,514.03,113120.78,0,0,78747.12,0,0,82106.23,21161.65,535.77,117905.14,21161.65,535.77,117905.14,0,0,74728.96,0,0,74728.96,0,0,75737.11,0,0,75737.11,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,141678.57,0,0,74728.96,0,0,74728.96,0,0,74728.96,0,0,78747.12,0,0,74728.96,0,0,78747.12
1,Pfizer,6,1,1950-1959,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,75865.05,0,0,74398.85,20213.06,511.75,112619.96,0,0,78380.64,0,0,81707.9,21064.01,533.29,117361.17,21064.01,533.29,117361.17,0,0,74398.85,0,0,74398.85,0,0,75398.05,0,0,75398.05,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,141381.24,0,0,74398.85,0,0,74398.85,0,0,74398.85,0,0,78380.64,0,0,74398.85,0,0,78380.64
1,Pfizer,6,1,1950-1959,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,75694.56,0,0,74234.89,20168.42,510.62,112371.22,0,0,78198.68,0,0,81510.18,21015.54,532.07,117091.07,21015.54,532.07,117091.07,0,0,74234.89,0,0,74234.89,0,0,75229.66,0,0,75229.66,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,141233.04,0,0,74234.89,0,0,74234.89,0,0,74234.89,0,0,78198.68,0,0,74234.89,0,0,78198.68
